"event_date","sales_channel_id","channel_name","product_type","add_to_cart","product_view","pv_to_atc_rate","atc_to_purchase_rate"
2024-12-04,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-04,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-04,SC-003,Retail Big Box,Earbuds,0,2,0.0,
2024-12-04,SC-003,Retail Big Box,Portable PA,0,1,0.0,
2024-12-04,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-04,SC-004,Retail Specialty,Aviation Headsets,0,1,0.0,
2024-12-04,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-04,SC-005,Marketplace,Headphones,0,1,0.0,
2024-12-04,SC-005,Marketplace,Home Theater,0,1,0.0,
2024-12-04,SC-005,Marketplace,Speakers,0,1,0.0,
2024-12-04,SC-007,Automotive OEM,Headphones,1,0,,0.0
2024-12-04,SC-007,Automotive OEM,Portable PA,0,1,0.0,
2024-12-05,SC-001,Online DTC,Aviation Headsets,0,1,0.0,
2024-12-05,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-05,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-05,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-05,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-05,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-05,SC-002,Mobile App,Portable PA,0,1,0.0,
2024-12-05,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-05,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-05,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-05,SC-003,Retail Big Box,Portable PA,1,0,,0.0
2024-12-05,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-05,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-05,SC-005,Marketplace,Aviation Headsets,0,1,0.0,
2024-12-05,SC-005,Marketplace,Headphones,0,1,0.0,
2024-12-05,SC-006,Distributor,Earbuds,0,2,0.0,
2024-12-05,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-05,SC-006,Distributor,Home Theater,0,1,0.0,
2024-12-05,SC-007,Automotive OEM,Headphones,1,0,,0.0
2024-12-06,SC-001,Online DTC,Earbuds,1,2,0.5,0.0
2024-12-06,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-06,SC-001,Online DTC,Home Theater,1,1,1.0,0.0
2024-12-06,SC-001,Online DTC,Portable PA,1,0,,0.0
2024-12-06,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-06,SC-003,Retail Big Box,Headphones,1,0,,0.0
2024-12-06,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-06,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-06,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-06,SC-005,Marketplace,Headphones,1,0,,0.0
2024-12-06,SC-005,Marketplace,Home Theater,1,0,,0.0
2024-12-06,SC-005,Marketplace,Portable PA,1,0,,0.0
2024-12-06,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-06,SC-006,Distributor,Portable PA,1,0,,0.0
2024-12-06,SC-007,Automotive OEM,Earbuds,1,1,1.0,0.0
2024-12-07,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-07,SC-001,Online DTC,Headphones,0,3,0.0,
2024-12-07,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-07,SC-001,Online DTC,Speakers,0,2,0.0,
2024-12-07,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-07,SC-002,Mobile App,Portable PA,0,1,0.0,
2024-12-07,SC-003,Retail Big Box,Home Theater,1,1,1.0,0.0
2024-12-07,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-07,SC-004,Retail Specialty,Earbuds,0,2,0.0,
2024-12-07,SC-004,Retail Specialty,Speakers,1,0,,0.0
2024-12-07,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-07,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-07,SC-008,Enterprise Sales,Headphones,1,0,,0.0
2024-12-08,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-08,SC-001,Online DTC,Headphones,1,5,0.2,0.0
2024-12-08,SC-002,Mobile App,Headphones,0,2,0.0,
2024-12-08,SC-002,Mobile App,Portable PA,0,1,0.0,
2024-12-08,SC-002,Mobile App,Speakers,0,2,0.0,
2024-12-08,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-08,SC-003,Retail Big Box,Headphones,1,1,1.0,0.0
2024-12-08,SC-003,Retail Big Box,Home Theater,1,0,,0.0
2024-12-08,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-08,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-08,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-08,SC-005,Marketplace,Headphones,0,1,0.0,
2024-12-08,SC-007,Automotive OEM,Aviation Headsets,0,1,0.0,
2024-12-08,SC-007,Automotive OEM,Earbuds,1,0,,0.0
2024-12-08,SC-007,Automotive OEM,Speakers,1,0,,0.0
2024-12-08,SC-008,Enterprise Sales,Headphones,1,0,,0.0
2024-12-09,SC-001,Online DTC,Earbuds,0,2,0.0,
2024-12-09,SC-001,Online DTC,Headphones,2,1,2.0,0.0
2024-12-09,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-09,SC-003,Retail Big Box,Earbuds,0,2,0.0,
2024-12-09,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-09,SC-003,Retail Big Box,Portable PA,0,1,0.0,
2024-12-09,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-09,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-09,SC-005,Marketplace,Earbuds,1,0,,0.0
2024-12-09,SC-005,Marketplace,Headphones,0,1,0.0,
2024-12-09,SC-008,Enterprise Sales,Speakers,0,2,0.0,
2024-12-10,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-10,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-10,SC-001,Online DTC,Portable PA,1,0,,0.0
2024-12-10,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-10,SC-002,Mobile App,Earbuds,0,3,0.0,
2024-12-10,SC-002,Mobile App,Headphones,0,2,0.0,
2024-12-10,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-10,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-10,SC-003,Retail Big Box,Headphones,1,2,0.5,0.0
2024-12-10,SC-004,Retail Specialty,Earbuds,1,1,1.0,0.0
2024-12-10,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-10,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-10,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-10,SC-007,Automotive OEM,Earbuds,0,1,0.0,
2024-12-10,SC-008,Enterprise Sales,Headphones,0,1,0.0,
2024-12-11,SC-001,Online DTC,Earbuds,2,2,1.0,0.0
2024-12-11,SC-001,Online DTC,Headphones,1,1,1.0,0.0
2024-12-11,SC-001,Online DTC,Home Theater,0,2,0.0,
2024-12-11,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-11,SC-002,Mobile App,Home Theater,0,2,0.0,
2024-12-11,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-11,SC-004,Retail Specialty,Headphones,1,1,1.0,0.0
2024-12-11,SC-005,Marketplace,Portable PA,0,1,0.0,
2024-12-11,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-11,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-11,SC-007,Automotive OEM,Earbuds,1,0,,0.0
2024-12-11,SC-008,Enterprise Sales,Home Theater,1,0,,0.0
2024-12-11,SC-008,Enterprise Sales,Speakers,1,0,,0.0
2024-12-12,SC-001,Online DTC,Earbuds,0,2,0.0,
2024-12-12,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-12,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-12,SC-001,Online DTC,Portable PA,1,0,,0.0
2024-12-12,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-12,SC-002,Mobile App,Speakers,0,2,0.0,
2024-12-12,SC-003,Retail Big Box,Home Theater,0,2,0.0,
2024-12-12,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-12,SC-004,Retail Specialty,Portable PA,0,1,0.0,
2024-12-12,SC-005,Marketplace,Portable PA,0,1,0.0,
2024-12-12,SC-005,Marketplace,Speakers,1,0,,0.0
2024-12-12,SC-006,Distributor,Headphones,1,0,,0.0
2024-12-12,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-12,SC-007,Automotive OEM,Speakers,0,1,0.0,
2024-12-12,SC-008,Enterprise Sales,Earbuds,0,1,0.0,
2024-12-12,SC-008,Enterprise Sales,Headphones,0,1,0.0,
2024-12-13,SC-001,Online DTC,Earbuds,1,4,0.25,0.0
2024-12-13,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-13,SC-001,Online DTC,Portable PA,0,1,0.0,
2024-12-13,SC-001,Online DTC,Speakers,0,2,0.0,
2024-12-13,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-13,SC-003,Retail Big Box,Earbuds,1,0,,0.0
2024-12-13,SC-004,Retail Specialty,Headphones,1,0,,0.0
2024-12-13,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-13,SC-006,Distributor,Home Theater,0,1,0.0,
2024-12-13,SC-007,Automotive OEM,Headphones,1,0,,0.0
2024-12-13,SC-008,Enterprise Sales,Headphones,0,1,0.0,
2024-12-14,SC-001,Online DTC,Earbuds,0,2,0.0,
2024-12-14,SC-001,Online DTC,Headphones,1,1,1.0,0.0
2024-12-14,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-14,SC-001,Online DTC,Speakers,1,3,0.3333333333333333,0.0
2024-12-14,SC-002,Mobile App,Headphones,0,2,0.0,
2024-12-14,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-14,SC-003,Retail Big Box,Headphones,0,2,0.0,
2024-12-14,SC-003,Retail Big Box,Speakers,1,1,1.0,0.0
2024-12-14,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-14,SC-005,Marketplace,Earbuds,1,0,,0.0
2024-12-14,SC-005,Marketplace,Headphones,1,1,1.0,0.0
2024-12-14,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-14,SC-008,Enterprise Sales,Speakers,0,1,0.0,
2024-12-15,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-15,SC-001,Online DTC,Speakers,1,0,,0.0
2024-12-15,SC-002,Mobile App,Earbuds,1,1,1.0,0.0
2024-12-15,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-15,SC-002,Mobile App,Speakers,1,1,1.0,0.0
2024-12-15,SC-003,Retail Big Box,Earbuds,1,0,,0.0
2024-12-15,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-15,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-15,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-15,SC-006,Distributor,Home Theater,1,0,,0.0
2024-12-15,SC-007,Automotive OEM,Headphones,0,2,0.0,
2024-12-15,SC-007,Automotive OEM,Home Theater,1,0,,0.0
2024-12-15,SC-007,Automotive OEM,Portable PA,1,0,,0.0
2024-12-16,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-16,SC-001,Online DTC,Headphones,2,1,2.0,0.0
2024-12-16,SC-001,Online DTC,Portable PA,0,1,0.0,
2024-12-16,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-16,SC-002,Mobile App,Earbuds,0,2,0.0,
2024-12-16,SC-002,Mobile App,Home Theater,1,1,1.0,0.0
2024-12-16,SC-003,Retail Big Box,Earbuds,1,0,,0.0
2024-12-16,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-16,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-16,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-16,SC-005,Marketplace,Earbuds,1,0,,0.0
2024-12-16,SC-005,Marketplace,Speakers,0,1,0.0,
2024-12-16,SC-006,Distributor,Headphones,1,0,,0.0
2024-12-16,SC-006,Distributor,Portable PA,0,1,0.0,
2024-12-16,SC-007,Automotive OEM,Earbuds,0,2,0.0,
2024-12-16,SC-007,Automotive OEM,Headphones,1,0,,0.0
2024-12-17,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-17,SC-001,Online DTC,Headphones,1,2,0.5,0.0
2024-12-17,SC-001,Online DTC,Home Theater,0,2,0.0,
2024-12-17,SC-001,Online DTC,Portable PA,1,0,,0.0
2024-12-17,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-17,SC-002,Mobile App,Headphones,1,1,1.0,0.0
2024-12-17,SC-002,Mobile App,Portable PA,0,1,0.0,
2024-12-17,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-17,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-17,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-17,SC-004,Retail Specialty,Headphones,1,2,0.5,0.0
2024-12-17,SC-007,Automotive OEM,Aviation Headsets,0,1,0.0,
2024-12-17,SC-007,Automotive OEM,Earbuds,0,1,0.0,
2024-12-17,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-17,SC-008,Enterprise Sales,Portable PA,1,0,,0.0
2024-12-18,SC-001,Online DTC,Earbuds,1,3,0.3333333333333333,0.0
2024-12-18,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-18,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-18,SC-002,Mobile App,Aviation Headsets,0,1,0.0,
2024-12-18,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-18,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-18,SC-002,Mobile App,Portable PA,1,0,,0.0
2024-12-18,SC-002,Mobile App,Speakers,1,0,,0.0
2024-12-18,SC-003,Retail Big Box,Earbuds,1,2,0.5,0.0
2024-12-18,SC-003,Retail Big Box,Headphones,0,3,0.0,
2024-12-18,SC-003,Retail Big Box,Portable PA,1,0,,0.0
2024-12-18,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-18,SC-004,Retail Specialty,Earbuds,1,1,1.0,0.0
2024-12-18,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-18,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-18,SC-007,Automotive OEM,Earbuds,0,2,0.0,
2024-12-18,SC-008,Enterprise Sales,Earbuds,0,1,0.0,
2024-12-19,SC-001,Online DTC,Earbuds,1,2,0.5,0.0
2024-12-19,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-19,SC-001,Online DTC,Home Theater,0,2,0.0,
2024-12-19,SC-001,Online DTC,Speakers,1,1,1.0,0.0
2024-12-19,SC-002,Mobile App,Aviation Headsets,0,1,0.0,
2024-12-19,SC-002,Mobile App,Earbuds,1,0,,0.0
2024-12-19,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-19,SC-003,Retail Big Box,Earbuds,2,0,,0.0
2024-12-19,SC-003,Retail Big Box,Speakers,1,0,,0.0
2024-12-19,SC-004,Retail Specialty,Earbuds,1,0,,0.0
2024-12-19,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-19,SC-007,Automotive OEM,Headphones,0,3,0.0,
2024-12-20,SC-001,Online DTC,Earbuds,0,2,0.0,
2024-12-20,SC-001,Online DTC,Headphones,1,1,1.0,0.0
2024-12-20,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-20,SC-001,Online DTC,Portable PA,1,1,1.0,0.0
2024-12-20,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-20,SC-002,Mobile App,Speakers,0,2,0.0,
2024-12-20,SC-003,Retail Big Box,Earbuds,1,1,1.0,0.0
2024-12-20,SC-003,Retail Big Box,Headphones,1,3,0.3333333333333333,0.0
2024-12-20,SC-004,Retail Specialty,Portable PA,0,1,0.0,
2024-12-20,SC-005,Marketplace,Home Theater,0,1,0.0,
2024-12-20,SC-006,Distributor,Earbuds,2,0,,0.0
2024-12-21,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-21,SC-001,Online DTC,Headphones,0,1,0.0,
2024-12-21,SC-001,Online DTC,Home Theater,1,0,,0.0
2024-12-21,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-21,SC-002,Mobile App,Headphones,0,2,0.0,
2024-12-21,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-21,SC-003,Retail Big Box,Headphones,0,2,0.0,
2024-12-21,SC-003,Retail Big Box,Home Theater,0,2,0.0,
2024-12-21,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-21,SC-005,Marketplace,Earbuds,1,1,1.0,0.0
2024-12-21,SC-006,Distributor,Headphones,2,1,2.0,0.0
2024-12-21,SC-006,Distributor,Portable PA,0,1,0.0,
2024-12-21,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-22,SC-001,Online DTC,Aviation Headsets,0,1,0.0,
2024-12-22,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-22,SC-001,Online DTC,Headphones,1,1,1.0,0.0
2024-12-22,SC-001,Online DTC,Home Theater,1,2,0.5,0.0
2024-12-22,SC-001,Online DTC,Portable PA,1,0,,0.0
2024-12-22,SC-001,Online DTC,Speakers,1,1,1.0,0.0
2024-12-22,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-22,SC-002,Mobile App,Portable PA,0,1,0.0,
2024-12-22,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-22,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-22,SC-004,Retail Specialty,Earbuds,1,0,,0.0
2024-12-22,SC-004,Retail Specialty,Headphones,2,0,,0.0
2024-12-22,SC-004,Retail Specialty,Home Theater,1,0,,0.0
2024-12-22,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-22,SC-005,Marketplace,Headphones,1,0,,0.0
2024-12-22,SC-005,Marketplace,Speakers,0,2,0.0,
2024-12-22,SC-006,Distributor,Home Theater,0,1,0.0,
2024-12-22,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-23,SC-001,Online DTC,Earbuds,1,1,1.0,0.0
2024-12-23,SC-001,Online DTC,Headphones,0,4,0.0,
2024-12-23,SC-001,Online DTC,Home Theater,1,0,,0.0
2024-12-23,SC-001,Online DTC,Speakers,0,3,0.0,
2024-12-23,SC-002,Mobile App,Earbuds,0,2,0.0,
2024-12-23,SC-002,Mobile App,Headphones,1,0,,0.0
2024-12-23,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-23,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-23,SC-003,Retail Big Box,Home Theater,1,0,,0.0
2024-12-23,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-23,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-24,SC-001,Online DTC,Aviation Headsets,1,0,,0.0
2024-12-24,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-24,SC-001,Online DTC,Headphones,2,3,0.6666666666666666,0.0
2024-12-24,SC-001,Online DTC,Speakers,2,0,,0.0
2024-12-24,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-24,SC-002,Mobile App,Headphones,1,1,1.0,0.0
2024-12-24,SC-003,Retail Big Box,Earbuds,1,2,0.5,0.0
2024-12-24,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-24,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-24,SC-004,Retail Specialty,Headphones,1,0,,0.0
2024-12-24,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-24,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-24,SC-005,Marketplace,Speakers,1,0,,0.0
2024-12-24,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-24,SC-007,Automotive OEM,Home Theater,0,1,0.0,
2024-12-25,SC-001,Online DTC,Headphones,0,3,0.0,
2024-12-25,SC-001,Online DTC,Speakers,0,2,0.0,
2024-12-25,SC-002,Mobile App,Earbuds,1,2,0.5,0.0
2024-12-25,SC-002,Mobile App,Headphones,2,1,2.0,0.0
2024-12-25,SC-002,Mobile App,Speakers,1,0,,0.0
2024-12-25,SC-003,Retail Big Box,Earbuds,1,0,,0.0
2024-12-25,SC-003,Retail Big Box,Headphones,1,0,,0.0
2024-12-25,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-25,SC-003,Retail Big Box,Speakers,0,3,0.0,
2024-12-25,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-25,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-25,SC-005,Marketplace,Earbuds,1,1,1.0,0.0
2024-12-25,SC-005,Marketplace,Headphones,0,2,0.0,
2024-12-25,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-25,SC-007,Automotive OEM,Home Theater,0,1,0.0,
2024-12-25,SC-008,Enterprise Sales,Speakers,1,0,,0.0
2024-12-26,SC-001,Online DTC,Aviation Headsets,0,1,0.0,
2024-12-26,SC-001,Online DTC,Earbuds,1,1,1.0,0.0
2024-12-26,SC-001,Online DTC,Headphones,0,3,0.0,
2024-12-26,SC-001,Online DTC,Portable PA,1,2,0.5,0.0
2024-12-26,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-26,SC-002,Mobile App,Headphones,1,0,,0.0
2024-12-26,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-26,SC-003,Retail Big Box,Headphones,0,2,0.0,
2024-12-26,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-26,SC-004,Retail Specialty,Earbuds,0,1,0.0,
2024-12-26,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-26,SC-004,Retail Specialty,Speakers,0,1,0.0,
2024-12-26,SC-005,Marketplace,Speakers,0,1,0.0,
2024-12-26,SC-007,Automotive OEM,Earbuds,0,1,0.0,
2024-12-26,SC-007,Automotive OEM,Portable PA,0,1,0.0,
2024-12-27,SC-001,Online DTC,Earbuds,1,2,0.5,0.0
2024-12-27,SC-001,Online DTC,Home Theater,0,2,0.0,
2024-12-27,SC-001,Online DTC,Portable PA,0,1,0.0,
2024-12-27,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-27,SC-002,Mobile App,Headphones,1,0,,0.0
2024-12-27,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-27,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-27,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-27,SC-003,Retail Big Box,Speakers,0,2,0.0,
2024-12-27,SC-004,Retail Specialty,Home Theater,1,0,,0.0
2024-12-27,SC-005,Marketplace,Earbuds,0,1,0.0,
2024-12-27,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-27,SC-006,Distributor,Home Theater,0,1,0.0,
2024-12-28,SC-001,Online DTC,Earbuds,1,3,0.3333333333333333,0.0
2024-12-28,SC-002,Mobile App,Earbuds,0,1,0.0,
2024-12-28,SC-003,Retail Big Box,Aviation Headsets,0,1,0.0,
2024-12-28,SC-003,Retail Big Box,Earbuds,0,2,0.0,
2024-12-28,SC-003,Retail Big Box,Headphones,1,1,1.0,0.0
2024-12-28,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-28,SC-003,Retail Big Box,Portable PA,1,1,1.0,0.0
2024-12-28,SC-003,Retail Big Box,Speakers,1,1,1.0,0.0
2024-12-28,SC-004,Retail Specialty,Speakers,1,0,,0.0
2024-12-28,SC-005,Marketplace,Earbuds,0,2,0.0,
2024-12-28,SC-006,Distributor,Earbuds,0,3,0.0,
2024-12-28,SC-006,Distributor,Home Theater,0,1,0.0,
2024-12-29,SC-001,Online DTC,Home Theater,0,1,0.0,
2024-12-29,SC-001,Online DTC,Speakers,0,1,0.0,
2024-12-29,SC-002,Mobile App,Headphones,1,0,,0.0
2024-12-29,SC-003,Retail Big Box,Headphones,0,1,0.0,
2024-12-29,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-29,SC-005,Marketplace,Headphones,0,1,0.0,
2024-12-29,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-29,SC-007,Automotive OEM,Earbuds,2,0,,0.0
2024-12-29,SC-007,Automotive OEM,Headphones,0,1,0.0,
2024-12-30,SC-001,Online DTC,Earbuds,0,2,0.0,
2024-12-30,SC-001,Online DTC,Headphones,1,2,0.5,0.0
2024-12-30,SC-002,Mobile App,Earbuds,2,0,,0.0
2024-12-30,SC-002,Mobile App,Headphones,0,1,0.0,
2024-12-30,SC-002,Mobile App,Speakers,0,1,0.0,
2024-12-30,SC-003,Retail Big Box,Earbuds,0,2,0.0,
2024-12-30,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2024-12-30,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-30,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2024-12-30,SC-006,Distributor,Earbuds,0,1,0.0,
2024-12-30,SC-006,Distributor,Headphones,0,1,0.0,
2024-12-30,SC-006,Distributor,Portable PA,0,1,0.0,
2024-12-30,SC-008,Enterprise Sales,Headphones,1,0,,0.0
2024-12-31,SC-001,Online DTC,Earbuds,0,1,0.0,
2024-12-31,SC-001,Online DTC,Headphones,0,3,0.0,
2024-12-31,SC-001,Online DTC,Home Theater,0,2,0.0,
2024-12-31,SC-001,Online DTC,Portable PA,0,1,0.0,
2024-12-31,SC-001,Online DTC,Speakers,1,2,0.5,0.0
2024-12-31,SC-002,Mobile App,Aviation Headsets,0,1,0.0,
2024-12-31,SC-002,Mobile App,Earbuds,1,1,1.0,0.0
2024-12-31,SC-002,Mobile App,Headphones,1,0,,0.0
2024-12-31,SC-002,Mobile App,Home Theater,0,1,0.0,
2024-12-31,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2024-12-31,SC-003,Retail Big Box,Speakers,0,1,0.0,
2024-12-31,SC-004,Retail Specialty,Earbuds,1,0,,0.0
2024-12-31,SC-004,Retail Specialty,Headphones,0,1,0.0,
2024-12-31,SC-007,Automotive OEM,Aviation Headsets,0,1,0.0,
2024-12-31,SC-008,Enterprise Sales,Headphones,0,1,0.0,
2025-01-01,SC-001,Online DTC,Earbuds,0,1,0.0,
2025-01-01,SC-001,Online DTC,Headphones,1,1,1.0,0.0
2025-01-01,SC-001,Online DTC,Home Theater,3,1,3.0,0.0
2025-01-01,SC-001,Online DTC,Portable PA,0,1,0.0,
2025-01-01,SC-002,Mobile App,Earbuds,0,1,0.0,
2025-01-01,SC-003,Retail Big Box,Earbuds,0,1,0.0,
2025-01-01,SC-003,Retail Big Box,Home Theater,0,1,0.0,
2025-01-01,SC-004,Retail Specialty,Headphones,1,0,,0.0
2025-01-01,SC-004,Retail Specialty,Home Theater,0,1,0.0,
2025-01-01,SC-005,Marketplace,Earbuds,1,0,,0.0
2025-01-01,SC-005,Marketplace,Speakers,1,0,,0.0
2025-01-02,SC-001,Online DTC,Headphones,0,1,0.0,
2025-01-02,SC-001,Online DTC,Home Theater,0,2,0.0,
2025-01-02,SC-002,Mobile App,Earbuds,0,1,0.0,
2025-01-02,SC-002,Mobile App,Headphones,0,2,0.0,
2025-01-02,SC-003,Retail Big Box,Portable PA,1,0,,0.0
2025-01-02,SC-003,Retail Big Box,Speakers,1,0,,0.0
2025-01-02,SC-004,Retail Specialty,Portable PA,0,1,0.0,
2025-01-02,SC-005,Marketplace,Aviation Headsets,0,1,0.0,
2025-01-02,SC-005,Marketplace,Earbuds,0,1,0.0,
2025-01-02,SC-005,Marketplace,Headphones,0,1,0.0,
2025-01-02,SC-007,Automotive OEM,Speakers,0,1,0.0,
