"telemetry_date","product_type","avg_disconnects","crash_rate","avg_temp_c","rows"
2025-06-14,Earbuds,0.333,0.0000,30.69,18
2024-08-25,Home Theater,0.286,0.0000,33.16,8
2024-09-27,Headphones,0.451,0.0256,33.03,157
2024-11-04,Aviation Headsets,0.000,0.0000,37.30,2
2024-06-28,Portable PA,0.143,0.0000,31.56,7
2024-10-16,Portable PA,0.000,0.0000,31.02,5
2024-03-27,Home Theater,0.000,0.0000,31.94,11
2025-09-09,Aviation Headsets,0.000,0.0000,34.70,4
2024-01-03,Portable PA,0.000,0.0000,36.00,1
2025-11-09,Home Theater,0.417,0.0000,31.38,14
2025-08-19,Aviation Headsets,0.500,0.0000,34.70,3
2024-02-13,Home Theater,0.273,0.0000,33.77,11
2024-12-30,Aviation Headsets,1.000,0.0000,32.85,2
2025-02-11,Home Theater,0.000,0.0000,32.81,8
2024-09-21,Speakers,0.250,0.0000,33.50,4
2024-05-29,Speakers,0.250,0.0000,29.18,4
2025-07-14,Speakers,0.500,0.2500,32.75,4
2025-03-15,Portable PA,0.000,0.0000,34.14,5
2024-03-22,Portable PA,0.000,0.0000,33.66,7
2024-03-03,Headphones,0.397,0.0000,32.87,161
2024-07-04,Home Theater,0.000,0.0000,34.27,13
2024-11-09,Headphones,0.431,0.0169,31.82,185
2024-11-28,Aviation Headsets,0.000,0.0000,38.70,2
2025-04-27,Speakers,0.500,0.0000,26.60,2
2025-11-21,Earbuds,0.438,0.0000,32.00,17
2024-10-30,Headphones,0.479,0.0169,30.80,178
2025-06-05,Aviation Headsets,0.000,0.0000,33.70,1
2024-03-29,Headphones,0.444,0.0000,32.37,165
2024-04-15,Portable PA,0.167,0.1667,24.68,6
2024-09-19,Portable PA,0.000,0.0000,32.53,7
2025-08-24,Home Theater,0.000,0.0000,36.17,3
2025-10-29,Aviation Headsets,0.000,0.0000,32.35,2
2025-09-18,Headphones,0.385,0.0056,32.56,178
2024-07-27,Speakers,0.000,0.0000,34.40,4
2024-07-11,Portable PA,0.000,0.0000,31.29,11
2024-01-06,Aviation Headsets,0.000,0.0000,36.60,3
2025-05-22,Headphones,0.388,0.0195,32.52,156
2025-08-25,Home Theater,0.000,0.1250,28.22,9
2025-07-22,Aviation Headsets,0.000,0.0000,30.00,1
2025-11-29,Speakers,0.000,0.0000,34.90,2
2025-07-08,Portable PA,0.000,0.0000,32.17,6
2024-06-17,Earbuds,0.524,0.0000,33.02,22
2025-08-14,Earbuds,0.375,0.0000,32.44,28
2024-03-25,Headphones,0.459,0.0054,31.98,186
2025-03-29,Portable PA,0.125,0.1429,36.68,8
2024-11-08,Portable PA,0.125,0.0000,31.88,8
2025-02-06,Portable PA,0.000,0.0000,26.12,5
2025-01-06,Earbuds,0.154,0.0000,32.99,16
2024-06-19,Headphones,0.414,0.0110,31.44,184
2024-10-20,Headphones,0.484,0.0062,31.45,166
2025-03-04,Aviation Headsets,0.000,0.0000,33.60,2
2025-07-26,Home Theater,0.111,0.0000,30.84,9
2024-03-26,Portable PA,0.250,0.0000,32.54,5
2024-05-10,Earbuds,0.250,0.0000,31.23,19
2025-04-22,Headphones,0.416,0.0059,31.92,172
2025-12-28,Aviation Headsets,0.000,0.0000,35.23,3
2024-08-30,Headphones,0.453,0.0065,31.98,154
2025-12-17,Portable PA,0.167,0.0000,27.85,6
2024-01-28,Headphones,0.364,0.0317,33.16,196
2025-09-02,Headphones,0.400,0.0000,32.22,158
2025-04-04,Home Theater,0.222,0.0000,26.59,9
2025-02-24,Aviation Headsets,0.000,0.0000,29.45,2
2025-12-30,Aviation Headsets,0.000,0.0000,36.73,3
2024-03-15,Portable PA,0.000,0.0000,33.03,4
2024-07-14,Home Theater,0.333,0.0000,31.17,9
2025-10-05,Earbuds,0.650,0.0000,30.69,22
2025-09-29,Portable PA,0.000,0.1667,35.90,6
2025-09-01,Portable PA,0.167,0.0000,30.27,6
2024-03-29,Earbuds,0.200,0.0000,33.45,15
2025-04-07,Aviation Headsets,0.000,0.0000,37.80,3
2025-10-12,Aviation Headsets,0.000,0.0000,36.37,3
2024-06-09,Earbuds,0.353,0.0000,32.87,18
2025-09-08,Earbuds,0.294,0.0000,31.12,19
2025-07-26,Aviation Headsets,0.000,0.0000,30.20,2
2025-12-23,Speakers,0.500,0.0000,28.60,4
2025-12-26,Aviation Headsets,0.000,0.0000,27.83,3
2024-10-13,Headphones,0.421,0.0157,31.67,129
2024-09-07,Home Theater,0.000,0.0000,33.00,16
2024-08-08,Headphones,0.427,0.0000,32.06,157
2025-02-06,Headphones,0.362,0.0066,31.84,155
2025-07-10,Aviation Headsets,0.167,0.0000,28.85,6
2025-08-05,Earbuds,0.421,0.0500,32.90,20
2024-07-05,Earbuds,0.667,0.0000,33.88,17
2024-10-08,Speakers,0.333,0.0000,29.13,3
2024-08-12,Speakers,1.000,0.0000,33.70,4
2024-03-11,Home Theater,0.500,0.2500,36.05,4
2025-04-06,Home Theater,0.000,0.1250,32.68,8
2025-01-12,Earbuds,0.071,0.0000,32.01,15
2024-01-21,Home Theater,0.167,0.0000,29.43,9
2025-03-16,Speakers,0.000,0.0000,30.50,2
2025-04-24,Aviation Headsets,0.000,0.0000,42.20,2
2025-01-31,Headphones,0.368,0.0203,32.55,201
2025-10-02,Aviation Headsets,0.000,0.0000,38.75,4
2024-07-16,Headphones,0.415,0.0000,32.31,148
2025-04-17,Home Theater,0.000,0.0000,31.92,9
2024-07-10,Aviation Headsets,0.000,0.0000,30.18,5
2025-01-22,Speakers,0.000,0.0000,35.63,4
2024-11-15,Earbuds,0.600,0.0345,32.55,29
2025-06-04,Portable PA,0.000,0.0000,27.48,4
2025-08-02,Portable PA,0.000,0.1429,35.47,7
2025-02-17,Speakers,1.000,0.0000,25.13,3
2024-04-07,Speakers,0.500,0.0000,39.35,2
2024-11-25,Home Theater,0.250,0.0000,30.65,14
2024-03-30,Home Theater,0.182,0.0000,32.42,12
2025-02-15,Headphones,0.466,0.0066,31.99,158
2025-07-11,Earbuds,0.381,0.0000,29.77,23
2024-08-23,Speakers,0.600,0.0000,31.82,5
2025-10-06,Portable PA,0.625,0.0000,32.06,9
2024-01-11,Speakers,0.500,0.0000,22.25,2
2025-09-19,Home Theater,0.154,0.0000,33.52,13
2025-01-04,Speakers,0.800,0.0000,38.44,5
2025-03-26,Portable PA,0.500,0.0000,27.90,2
2024-03-07,Earbuds,0.500,0.0000,30.96,21
2024-04-04,Speakers,0.333,0.0000,31.02,6
2025-12-29,Headphones,0.467,0.0327,32.02,154
2024-10-13,Aviation Headsets,0.000,0.0000,39.06,5
2025-02-01,Portable PA,0.000,0.0000,31.45,6
2025-03-03,Portable PA,0.000,0.0000,29.17,3
2024-10-12,Headphones,0.405,0.0184,31.25,167
2024-04-08,Headphones,0.493,0.0136,31.33,149
2025-06-21,Earbuds,0.318,0.0417,30.98,25
2025-08-08,Home Theater,0.222,0.0000,30.90,10
2025-11-02,Home Theater,0.143,0.0000,31.90,7
2025-11-07,Home Theater,0.000,0.0000,31.32,12
2025-05-04,Headphones,0.401,0.0140,30.93,145
2025-11-16,Speakers,0.000,0.0000,39.40,5
2025-08-06,Home Theater,0.125,0.0000,31.84,8
2024-06-30,Portable PA,0.000,0.0000,25.85,6
2024-01-25,Earbuds,0.389,0.0000,32.18,22
2025-06-11,Headphones,0.523,0.0190,32.63,161
2025-10-04,Speakers,0.500,0.0000,27.35,2
2024-09-04,Home Theater,0.333,0.0000,32.55,6
2025-06-18,Headphones,0.494,0.0167,31.69,182
2025-03-30,Home Theater,0.200,0.0000,31.75,11
2025-05-09,Portable PA,0.182,0.0000,29.83,12
2025-03-23,Earbuds,0.476,0.0000,31.32,23
2025-03-09,Speakers,1.000,0.0000,31.30,3
2024-12-16,Aviation Headsets,0.000,0.0000,40.10,2
2024-11-24,Home Theater,0.000,0.0000,32.51,9
2025-12-04,Headphones,0.454,0.0129,31.94,157
2024-01-01,Portable PA,0.000,0.0000,36.16,5
2024-10-19,Aviation Headsets,0.000,0.0000,33.30,3
2024-07-23,Earbuds,0.563,0.0000,30.85,19
2025-04-25,Portable PA,0.500,0.0000,31.85,2
2024-10-28,Aviation Headsets,0.000,0.0000,27.83,4
2024-07-12,Home Theater,0.375,0.0000,31.58,9
2024-03-20,Home Theater,0.500,0.0000,32.12,10
2025-10-03,Aviation Headsets,1.000,0.0000,29.65,2
2025-10-13,Earbuds,0.238,0.0000,30.77,23
2025-09-05,Earbuds,0.421,0.1429,31.10,21
2024-06-15,Aviation Headsets,0.000,0.0000,34.65,2
2025-11-06,Earbuds,0.350,0.0000,30.42,22
2025-08-17,Aviation Headsets,0.000,0.0000,31.35,2
2025-06-08,Speakers,0.750,0.0000,26.96,5
2024-05-14,Earbuds,0.895,0.0000,32.64,21
2024-06-10,Aviation Headsets,0.000,0.0000,37.20,2
2025-09-30,Earbuds,0.556,0.0000,31.18,18
2024-06-04,Speakers,0.400,0.0000,32.70,5
2024-07-02,Home Theater,0.000,0.0000,33.56,11
2024-11-23,Headphones,0.462,0.0138,31.98,148
2025-11-08,Headphones,0.470,0.0199,31.69,155
2024-11-19,Speakers,0.000,0.0000,33.83,3
2025-07-13,Earbuds,0.500,0.0000,32.88,18
2024-04-19,Headphones,0.494,0.0171,31.69,178
2024-12-21,Aviation Headsets,0.000,0.0000,29.70,3
2024-09-08,Home Theater,0.000,0.1111,31.19,10
2024-05-25,Speakers,1.000,0.0000,32.00,3
2024-09-26,Home Theater,0.167,0.0000,32.80,6
2025-08-22,Home Theater,0.667,0.0000,34.30,4
2025-09-11,Portable PA,0.167,0.1111,34.64,9
2024-04-04,Home Theater,0.200,0.0000,32.78,5
2025-09-27,Earbuds,0.739,0.0000,31.47,24
2025-07-11,Aviation Headsets,0.000,0.2500,30.85,4
2024-09-16,Aviation Headsets,0.000,0.0000,31.30,2
2024-07-15,Home Theater,0.000,0.0000,33.75,8
2024-06-29,Earbuds,0.542,0.0385,32.64,26
2024-01-06,Earbuds,0.474,0.0000,29.58,21
2025-11-12,Speakers,1.000,0.0000,33.60,3
2025-07-17,Home Theater,0.200,0.0000,32.65,11
2024-01-13,Aviation Headsets,0.000,0.0000,37.83,3
2024-12-23,Speakers,0.500,0.0000,33.71,7
2024-11-17,Portable PA,0.300,0.0000,30.24,10
2024-11-20,Headphones,0.406,0.0131,31.59,156
2025-01-01,Home Theater,0.000,0.0000,29.71,8
2024-01-03,Headphones,0.342,0.0181,31.71,167
2024-05-26,Portable PA,0.000,0.0000,33.48,5
2024-05-06,Earbuds,0.304,0.0000,30.88,24
2025-06-22,Speakers,0.667,0.0000,32.38,6
2025-01-13,Headphones,0.465,0.0000,32.34,174
2025-06-29,Portable PA,0.167,0.0000,29.02,6
2025-08-11,Portable PA,0.000,0.0000,31.85,2
2025-03-19,Headphones,0.407,0.0118,31.77,174
2025-07-02,Earbuds,0.409,0.0000,33.14,24
2024-12-14,Aviation Headsets,0.333,0.0000,25.63,3
2025-03-19,Home Theater,0.100,0.0000,34.72,10
2025-03-30,Headphones,0.444,0.0060,31.50,168
2025-03-05,Headphones,0.562,0.0169,32.12,182
2025-01-08,Speakers,0.000,0.0000,32.82,5
2025-11-03,Home Theater,0.125,0.0000,33.74,9
2025-06-06,Headphones,0.463,0.0254,31.89,198
2025-11-17,Speakers,0.857,0.0000,32.51,8
2024-07-19,Aviation Headsets,0.000,0.0000,36.60,1
2024-01-19,Home Theater,0.273,0.0000,30.72,12
2025-02-20,Earbuds,0.786,0.0000,32.06,20
2024-04-23,Speakers,0.667,0.0000,32.77,3
2024-04-15,Earbuds,0.250,0.0588,32.75,17
2025-09-09,Headphones,0.450,0.0242,32.19,166
2025-10-08,Earbuds,0.286,0.0588,33.01,17
2024-07-07,Earbuds,0.286,0.0000,31.64,23
2025-01-07,Home Theater,0.200,0.0000,32.52,10
2024-12-09,Aviation Headsets,0.500,0.0000,32.18,4
2025-08-28,Aviation Headsets,0.000,0.0000,27.90,2
2025-07-02,Portable PA,0.167,0.0000,34.52,6
2024-07-27,Home Theater,0.100,0.0000,30.80,10
2025-07-24,Earbuds,0.529,0.0476,30.84,21
2024-08-08,Speakers,0.800,0.0000,31.56,5
2025-07-28,Portable PA,0.000,0.0000,33.20,6
2024-02-02,Speakers,0.333,0.0000,31.03,6
2024-03-02,Portable PA,0.200,0.0000,29.72,6
2025-08-13,Portable PA,0.091,0.0000,29.07,12
2025-03-16,Headphones,0.448,0.0000,32.27,177
2025-08-04,Headphones,0.376,0.0120,33.13,168
2024-02-19,Portable PA,0.000,0.0000,27.73,4
2025-01-23,Home Theater,0.250,0.0000,31.48,14
2024-12-09,Portable PA,0.000,0.0000,32.40,3
2024-05-19,Home Theater,0.091,0.0909,33.20,12
2025-11-02,Speakers,0.333,0.0000,29.94,9
2025-10-26,Aviation Headsets,0.000,0.0000,29.73,3
2025-03-20,Speakers,0.500,0.0000,30.88,4
2024-04-17,Portable PA,0.333,0.0000,33.93,6
2025-08-09,Home Theater,0.250,0.0000,36.04,5
2025-07-12,Portable PA,0.167,0.0000,27.08,6
2024-02-14,Portable PA,0.167,0.0000,31.97,7
2024-04-15,Headphones,0.490,0.0000,33.03,164
2025-07-15,Home Theater,0.250,0.0000,36.11,8
2024-06-24,Aviation Headsets,0.000,0.0000,23.90,2
2024-07-10,Earbuds,0.643,0.0000,30.42,16
2025-11-07,Portable PA,0.200,0.0000,28.78,5
2025-06-27,Earbuds,0.313,0.0000,30.66,17
2025-07-28,Aviation Headsets,0.000,0.0000,34.87,3
2025-07-08,Headphones,0.500,0.0124,32.22,163
2024-06-16,Earbuds,0.588,0.0500,31.81,20
2024-06-19,Portable PA,0.500,0.0000,34.49,7
2024-05-28,Earbuds,0.500,0.0000,32.87,27
2025-05-04,Aviation Headsets,0.000,0.2500,29.10,4
2025-02-05,Earbuds,0.474,0.0000,29.86,20
2024-11-12,Speakers,0.167,0.0000,28.10,6
2024-01-10,Earbuds,0.333,0.0000,32.41,20
2024-06-02,Home Theater,0.250,0.0000,32.08,12
2025-02-28,Home Theater,0.364,0.0000,30.17,13
2025-01-07,Speakers,1.000,0.0000,36.85,2
2025-02-20,Headphones,0.374,0.0241,31.47,171
2024-08-04,Speakers,0.182,0.0000,32.62,11
2024-10-19,Speakers,0.200,0.0000,34.32,5
2024-04-29,Portable PA,0.143,0.0000,28.91,8
2025-03-16,Earbuds,0.261,0.0000,32.16,25
2024-05-16,Headphones,0.335,0.0124,32.46,163
2025-12-13,Headphones,0.471,0.0059,31.62,172
2025-01-03,Speakers,0.500,0.0000,31.05,2
2025-07-03,Headphones,0.450,0.0000,33.46,144
2025-01-29,Home Theater,0.333,0.0000,30.26,11
2025-05-01,Headphones,0.407,0.0000,32.88,164
2025-09-20,Earbuds,0.143,0.0000,32.31,22
2024-02-26,Headphones,0.410,0.0056,30.87,178
2025-04-21,Earbuds,0.368,0.0000,32.66,19
2024-09-20,Aviation Headsets,0.500,0.0000,33.23,3
2024-01-17,Aviation Headsets,0.500,0.0000,34.90,2
2024-11-02,Earbuds,0.375,0.0000,31.49,20
2024-07-15,Aviation Headsets,0.333,0.0000,30.63,3
2024-10-09,Aviation Headsets,0.000,0.0000,31.56,7
2024-03-01,Home Theater,0.286,0.0000,32.60,7
2025-06-11,Earbuds,0.111,0.0000,29.75,11
2025-05-02,Speakers,0.000,0.0000,25.00,1
2024-01-20,Portable PA,0.571,0.0000,29.46,7
2024-02-22,Aviation Headsets,0.333,0.0000,37.30,3
2025-02-12,Home Theater,0.333,0.0000,34.29,12
2024-02-02,Home Theater,0.000,0.0000,37.07,3
2025-08-18,Speakers,0.667,0.3333,34.77,3
2024-08-31,Portable PA,0.000,0.0000,43.20,1
2024-07-05,Home Theater,0.083,0.0000,33.03,15
2024-06-08,Aviation Headsets,0.250,0.0000,29.78,4
2024-02-17,Portable PA,0.000,0.0000,30.90,5
2024-08-21,Speakers,0.200,0.0000,32.68,5
2025-06-16,Earbuds,0.333,0.0000,32.48,19
2025-12-22,Portable PA,0.200,0.0000,34.10,5
2024-10-18,Headphones,0.462,0.0065,31.82,154
2025-11-10,Home Theater,0.111,0.0000,31.33,9
2025-02-15,Earbuds,0.500,0.0556,32.03,19
2025-02-20,Aviation Headsets,0.250,0.0000,35.35,4
2025-02-12,Earbuds,0.625,0.0000,34.65,18
2024-07-29,Home Theater,0.333,0.0000,28.77,7
2025-09-07,Portable PA,0.000,0.0000,22.05,4
2025-02-19,Aviation Headsets,0.000,0.0000,29.46,5
2024-10-26,Home Theater,0.077,0.0000,32.73,13
2025-08-19,Headphones,0.369,0.0113,32.68,178
2025-07-06,Aviation Headsets,0.000,0.0000,25.00,1
2024-05-17,Speakers,0.400,0.0000,28.88,5
2024-01-09,Headphones,0.425,0.0000,30.57,167
2025-03-08,Earbuds,0.588,0.0000,32.99,20
2025-05-25,Earbuds,0.333,0.0000,29.20,18
2025-04-24,Earbuds,0.533,0.0000,31.15,19
2025-12-20,Speakers,0.750,0.0000,29.50,4
2024-01-27,Portable PA,0.000,0.0000,30.07,3
2024-01-15,Portable PA,0.500,0.0000,31.07,7
2025-02-14,Aviation Headsets,0.000,0.0000,30.90,1
2024-01-17,Home Theater,0.286,0.0000,37.74,7
2024-08-18,Home Theater,0.077,0.0000,34.24,14
2025-09-07,Speakers,0.000,0.2000,34.78,5
2024-09-07,Headphones,0.470,0.0131,32.35,158
2024-01-19,Headphones,0.500,0.0072,32.20,146
2024-05-23,Speakers,0.000,0.0000,30.18,4
2024-12-11,Home Theater,0.071,0.0000,29.51,16
2025-07-12,Headphones,0.410,0.0053,32.12,192
2024-08-15,Headphones,0.321,0.0071,32.30,146
2024-05-07,Earbuds,0.400,0.0000,34.22,28
2024-11-05,Portable PA,0.000,0.0000,37.95,2
2025-12-16,Aviation Headsets,0.000,0.0000,32.35,2
2024-03-20,Earbuds,0.563,0.0000,33.72,19
2025-04-03,Portable PA,0.250,0.0000,34.63,4
2024-10-31,Earbuds,0.577,0.0000,32.29,27
2024-02-09,Home Theater,0.111,0.0000,32.92,9
2024-03-26,Speakers,0.500,0.0000,34.19,8
2024-05-23,Home Theater,0.429,0.0000,29.71,7
2025-01-12,Home Theater,0.000,0.0000,31.82,13
2025-01-28,Aviation Headsets,0.000,0.0000,29.65,2
2025-08-07,Headphones,0.374,0.0185,32.66,167
2024-02-26,Home Theater,0.111,0.0000,31.30,9
2024-06-14,Aviation Headsets,0.000,0.0000,38.60,1
2024-08-02,Aviation Headsets,0.000,0.0000,31.45,2
2024-07-01,Speakers,0.500,0.0000,41.47,3
2024-10-03,Headphones,0.338,0.0119,32.10,171
2025-09-26,Earbuds,0.429,0.0000,30.73,25
2025-08-07,Earbuds,0.462,0.0000,35.66,16
2025-09-11,Aviation Headsets,0.000,0.0000,32.57,3
2024-11-06,Home Theater,0.100,0.0000,27.67,10
2025-11-26,Headphones,0.469,0.0000,32.25,147
2025-05-10,Speakers,0.000,0.0000,34.90,2
2025-06-17,Aviation Headsets,0.000,0.0000,32.00,1
2024-01-02,Headphones,0.382,0.0121,32.79,166
2025-10-27,Earbuds,0.467,0.0000,32.09,17
2024-11-12,Aviation Headsets,0.000,0.0000,29.99,7
2025-08-25,Aviation Headsets,0.500,0.0000,27.75,2
2025-11-06,Headphones,0.521,0.0065,31.82,158
2025-01-25,Portable PA,0.000,0.0000,28.13,6
2025-05-20,Portable PA,0.000,0.0000,34.98,6
2024-09-23,Home Theater,0.231,0.0667,27.87,15
2024-09-14,Earbuds,0.438,0.0000,31.85,18
2024-02-08,Speakers,0.143,0.0000,23.56,7
2025-09-07,Headphones,0.369,0.0000,32.50,155
2024-12-25,Aviation Headsets,0.000,0.0000,41.70,3
2024-04-18,Aviation Headsets,0.000,0.0000,27.85,2
2025-01-30,Headphones,0.455,0.0261,32.02,157
2025-05-01,Speakers,0.200,0.0000,32.40,5
2024-08-25,Headphones,0.435,0.0124,31.91,167
2024-04-18,Headphones,0.458,0.0068,31.83,153
2024-05-01,Aviation Headsets,0.000,0.0000,29.03,3
2025-02-02,Speakers,1.000,0.0000,33.77,3
2025-12-09,Home Theater,0.100,0.0909,33.45,11
2025-03-08,Portable PA,0.000,0.0000,32.74,7
2025-08-02,Earbuds,0.684,0.0000,33.19,19
2025-01-01,Speakers,0.750,0.0000,31.84,5
2024-07-14,Aviation Headsets,0.000,0.0000,35.30,1
2025-08-16,Headphones,0.396,0.0303,31.71,168
2025-04-04,Aviation Headsets,0.000,0.0000,34.95,2
2025-11-29,Headphones,0.336,0.0065,32.92,156
2025-04-19,Speakers,0.000,0.0000,33.65,2
2024-07-27,Headphones,0.451,0.0000,31.61,147
2024-06-13,Speakers,0.000,0.0000,37.26,7
2025-05-06,Aviation Headsets,0.000,0.3333,36.03,3
2025-03-08,Home Theater,0.000,0.1000,31.48,10
2025-02-27,Headphones,0.342,0.0120,32.00,167
2024-11-23,Earbuds,0.353,0.0000,34.29,19
2025-03-28,Home Theater,0.091,0.0000,32.75,11
2024-07-02,Portable PA,0.000,0.0000,37.30,5
2025-12-05,Home Theater,0.222,0.0000,32.77,10
2025-01-10,Earbuds,0.571,0.0000,31.93,23
2025-02-28,Headphones,0.388,0.0068,31.09,149
2024-12-27,Headphones,0.377,0.0313,32.16,165
2024-06-11,Aviation Headsets,0.000,0.0000,32.95,2
2025-01-23,Earbuds,0.353,0.0000,32.19,19
2024-09-28,Earbuds,0.571,0.0000,30.69,17
2025-06-03,Earbuds,0.222,0.0625,32.94,18
2024-06-23,Headphones,0.430,0.0145,32.03,138
2025-05-29,Aviation Headsets,0.000,0.0000,32.27,3
2025-10-25,Earbuds,0.158,0.0000,32.80,21
2025-02-04,Headphones,0.562,0.0432,32.94,165
2025-06-20,Speakers,0.500,0.0000,32.90,2
2025-06-12,Headphones,0.437,0.0060,31.84,169
2025-11-17,Portable PA,0.333,0.0000,31.58,6
2025-02-18,Portable PA,0.143,0.0000,29.33,7
2024-09-17,Headphones,0.472,0.0230,31.34,177
2025-10-20,Portable PA,0.167,0.0000,31.87,7
2024-08-04,Earbuds,0.500,0.0455,32.05,23
2025-06-25,Home Theater,0.100,0.0000,28.92,12
2025-10-09,Portable PA,0.000,0.0000,32.06,5
2024-08-08,Portable PA,0.250,0.0000,35.72,5
2024-05-23,Portable PA,0.000,0.0000,35.40,5
2024-09-25,Portable PA,0.000,0.0000,36.27,9
2025-10-11,Earbuds,0.474,0.0000,30.47,21
2025-12-16,Home Theater,0.100,0.0000,32.00,11
2024-02-03,Headphones,0.377,0.0000,32.37,181
2024-08-11,Home Theater,0.286,0.0000,31.34,7
2025-07-07,Earbuds,0.320,0.0000,30.73,27
2024-07-02,Speakers,0.000,0.0000,31.92,5
2024-05-05,Home Theater,0.200,0.0000,34.53,7
2025-03-26,Speakers,0.250,0.0000,34.58,4
2025-01-22,Home Theater,0.100,0.0000,32.99,10
2024-01-08,Aviation Headsets,0.000,0.0000,32.54,5
2024-04-29,Home Theater,0.000,0.1250,30.20,10
2025-07-07,Speakers,0.667,0.0000,27.33,3
2025-08-03,Aviation Headsets,0.000,0.0000,32.40,5
2025-04-28,Aviation Headsets,0.250,0.0000,32.15,4
2025-09-04,Speakers,0.286,0.1429,26.20,7
2024-12-02,Speakers,0.444,0.0000,32.63,9
2025-12-16,Portable PA,0.000,0.0000,31.50,4
2024-11-28,Headphones,0.339,0.0137,32.43,146
2024-06-12,Speakers,0.500,0.0000,27.82,6
2024-02-01,Headphones,0.434,0.0276,31.60,183
2024-11-16,Portable PA,0.500,0.0000,25.80,2
2024-02-15,Earbuds,0.348,0.0000,31.73,24
2024-04-10,Aviation Headsets,0.750,0.0000,30.46,5
2024-10-08,Aviation Headsets,0.000,0.0000,30.99,7
2025-11-06,Aviation Headsets,0.000,0.0000,25.50,3
2025-04-05,Home Theater,0.143,0.0000,33.09,8
2024-06-13,Headphones,0.507,0.0199,31.54,152
2025-06-17,Earbuds,0.474,0.0000,30.94,19
2024-05-28,Portable PA,0.250,0.0000,31.06,7
2024-10-11,Aviation Headsets,0.500,0.0000,25.05,2
2024-12-22,Aviation Headsets,,0.0000,29.40,2
2025-12-30,Speakers,0.667,0.0000,32.20,3
2024-04-25,Speakers,0.167,0.0000,34.82,6
2024-09-01,Aviation Headsets,0.000,0.0000,39.90,2
2024-03-11,Speakers,0.333,0.0000,28.60,3
2025-08-31,Earbuds,0.333,0.0000,31.97,22
2024-05-31,Headphones,0.435,0.0276,32.00,148
2025-02-14,Speakers,0.714,0.1429,32.61,7
2024-12-13,Portable PA,0.200,0.0000,33.67,6
2025-01-25,Home Theater,0.200,0.0000,31.34,17
2025-02-12,Aviation Headsets,0.333,0.0000,29.83,3
2024-06-06,Portable PA,0.143,0.0000,30.07,7
2024-08-18,Earbuds,0.381,0.0000,31.63,23
2025-04-18,Portable PA,0.000,0.0000,31.83,4
2025-04-22,Aviation Headsets,0.000,0.0000,31.23,4
2024-09-22,Home Theater,0.300,0.0000,32.57,10
2025-11-05,Home Theater,0.000,0.0000,32.01,7
2024-04-07,Portable PA,0.333,0.0000,30.60,6
2025-02-25,Headphones,0.375,0.0000,32.28,155
2025-04-10,Earbuds,0.500,0.0500,31.12,21
2025-03-12,Portable PA,0.000,0.0000,31.77,10
2025-08-16,Speakers,0.333,0.0000,32.63,3
2025-11-19,Speakers,0.714,0.1667,28.26,7
2024-12-10,Home Theater,0.125,0.0000,32.30,9
2024-11-01,Earbuds,0.412,0.0000,30.07,19
2024-01-23,Home Theater,0.167,0.0000,32.86,9
2024-12-18,Home Theater,0.000,0.0000,31.06,9
2024-05-20,Headphones,0.389,0.0000,32.09,150
2024-12-31,Speakers,0.000,0.0000,33.57,3
2025-09-04,Home Theater,0.000,0.0000,29.48,16
2024-05-20,Portable PA,0.000,0.0000,34.16,5
2024-01-31,Portable PA,0.250,0.0000,34.39,9
2024-04-15,Home Theater,0.000,0.0000,33.04,16
2024-09-23,Headphones,0.421,0.0185,31.53,162
2024-03-05,Speakers,0.333,0.0000,26.81,7
2025-02-25,Earbuds,0.500,0.0000,29.83,23
2024-06-19,Home Theater,0.444,0.0000,30.64,9
2025-09-27,Home Theater,0.200,0.0000,31.84,15
2024-08-19,Speakers,0.000,0.0000,29.63,3
2024-03-28,Home Theater,0.000,0.0000,33.73,6
2024-07-30,Earbuds,0.615,0.0370,34.20,27
2024-03-09,Headphones,0.442,0.0405,31.71,174
2025-08-07,Speakers,0.250,0.0000,33.55,4
2024-01-22,Earbuds,0.429,0.0000,32.34,24
2024-08-02,Portable PA,0.000,0.0000,36.30,6
2024-03-03,Earbuds,0.500,0.0625,31.63,16
2025-03-09,Portable PA,0.500,0.0000,29.20,5
2025-03-23,Speakers,0.200,0.2000,35.24,5
2024-04-01,Portable PA,0.143,0.0000,32.16,7
2025-12-28,Earbuds,0.412,0.0000,32.73,19
2024-01-15,Aviation Headsets,0.000,0.0000,31.00,4
2024-01-09,Earbuds,0.706,0.0000,33.10,17
2025-06-04,Earbuds,0.294,0.0000,33.14,22
2024-09-03,Headphones,0.537,0.0141,32.64,147
2024-11-16,Home Theater,0.250,0.0000,35.15,11
2024-07-23,Speakers,0.333,0.0000,32.80,4
2025-02-01,Headphones,0.430,0.0068,31.26,148
2024-05-24,Speakers,1.000,0.0000,30.57,3
2025-02-22,Earbuds,0.769,0.0000,34.16,28
2024-02-23,Speakers,2.000,0.0000,32.80,2
2025-03-14,Aviation Headsets,0.000,0.0000,30.62,5
2025-08-14,Home Theater,0.182,0.0000,32.23,12
2024-04-02,Home Theater,0.000,0.0000,33.18,4
2025-01-28,Earbuds,0.526,0.0000,33.30,21
2024-02-20,Home Theater,0.143,0.0000,29.94,14
2024-12-31,Portable PA,0.111,0.0000,33.73,9
2024-08-07,Home Theater,0.250,0.0000,34.81,8
