"mfg_id","date","factory_id","product_id","units_produced","scrap_units","downtime_hours","shift"
MFG-413530481,"2025-03-03",WH-006,PRD-96511,1445.0,49,"1.16",B
MFG-407984091,"2025-10-28",WH-005,PRD-59672,498.0,11,"0.51",A
MFG-829672696,"2025-06-18",WH-002,PRD-99353,426.0,17,"1.29 hrs",C
MFG-686377506,"2025-04-12",WH-013,PRD-10425,897.0,28,"0.0",A
MFG-228678315,"2025-12-08",WH-002,PRD-81511,,6,"0.56",C
MFG-192790259,"2024-11-13",WH-006,PRD-74799,787.0,42,"0.61",B
MFG-190747442,"2024-02-15",WH-005,PRD-42527,1020.0,33,"0.06",C
MFG-541649504,"2025-09-22",WH-002,PRD-17100,971.0,53,"0.65",C
MFG-436574646,"2024-10-15",WH-014,PRD-65461,912.0,20,"0.77 hrs",A
MFG-223901894,"2025-08-16",WH-005,PRD-71348,548.0,29,"2.1",B
MFG-785858846,"2024-05-29",WH-013,PRD-63354,953.0,29,"0.69",C
MFG-283876321,"2025-10-11",WH-013,PRD-64040,883.0,28,"0.68",B
MFG-778567316,"2024-08-19",WH-006,PRD-71348,1212.0,39,"1.27",
MFG-593384495,"2024-01-24",WH-006,PRD-82845,458.0,21,"2.12",A
MFG-117347766,"2024-06-02",WH-006,PRD-30635,492.0,17,"0.69",C
MFG-503773688,"2024-12-07",WH-005,PRD-91351,600.0,23,"0.86",B
MFG-276631381,"2025-12-11",WH-006,PRD-25906,812.0,38,"0.14",C
MFG-987727307,"2025-06-21",WH-005,PRD-84085,1319.0,37,"0.05",B
MFG-979290062,"2024-08-20",WH-013,PRD-98555,995.0,20,"1.28",A
MFG-707301434,"2025-06-14",WH-002,PRD-21114,774.0,45,"3.64",C
MFG-140517442,"2025-02-19",WH-006,PRD-65724,1076.0,4,"1.03",C
MFG-402897541,"2025-06-09",WH-006,PRD-49117,913.0,49,"1.08",A
MFG-523680439,"2024-06-04",WH-006,PRD-65724,791.0,18,"5.63 hrs",C
MFG-921639913,"2025-03-18",WH-006,PRD-44237,714.0,19,"0.65",B
MFG-221148432,"2024-08-24",WH-013,PRD-10425,1018.0,7,"0.92",C
MFG-180132799,"2025-12-10",WH-006,PRD-65518,849.0,35,"1.03",B
MFG-640924468,"2024-04-18",WH-006,PRD-30635,794.0,29,"0.43",B
MFG-737826290,"2024-06-04",WH-002,PRD-82845,768.0,25,"1.6",B
MFG-538310975,"2024-05-27",WH-005,PRD-63354,838.0,13,"0.18",C
MFG-296435563,"2024-01-01",WH-002,PRD-10221,822.0,15,"0.19",C
MFG-513370188,"2024-05-11",WH-013,PRD-38080,1197.0,21,"0.42",B
MFG-637409679,"2025-04-12",WH-014,PRD-10221,,8,"2.41",B
MFG-859122357,"2025-08-09",WH-005,PRD-38080,1096.0,53,"1.11",C
MFG-809883788,"2025-10-23",WH-006,PRD-65724,704.0,19,"1.03",B
MFG-606212382,"2025-05-10",WH-002,PRD-39154,848.0,14,"0.57",C
MFG-223727953,"2025-01-04",WH-013,PRD-19171,981.0,44,"0.49",C
MFG-288613229,"2024-10-21",WH-013,PRD-10425,985.0,39,"0.65",C
MFG-686904849,"2025-02-09",WH-002,PRD-74799,1036.0,16,"0.76",C
MFG-189133580,"2024-07-14",WH-005,PRD-12757,1330.0,57,"0.62",A
MFG-183842882,"2024-11-10",WH-013,PRD-68082,686.0,33,"0.6",B
MFG-882453753,"2024-11-25",WH-005,PRD-95180,1019.0,60,"0.52",C
MFG-547347559,"2024-03-18",WH-013,PRD-90120,1016.0,49,"2.1",C
MFG-644193507,"2024-02-27",WH-006,PRD-79329,675.0,18,"0.63",B
MFG-653354217,"2024-07-24",WH-014,PRD-71348,861.0,6,"0.2",B
MFG-106165880,"2025-03-22",WH-006,PRD-40007,1131.0,45,"0.64",A
MFG-508553583,"2025-02-07",WH-013,PRD-90120,943.0,48,"0.45",A
MFG-110115457,"2024-11-12",WH-014,PRD-97153,1083.0,18,"0.64",B
MFG-807500799,"2024-06-27",WH-014,PRD-97153,590.0,7,"0.4",B
MFG-107979859,"2025-07-21",WH-002,PRD-40784,902.0,12,"0.58",A
MFG-143629100,"2024-10-30",WH-013,PRD-65518,832.0,28,"1.24",A
MFG-786435288,"2024-12-05",WH-002,PRD-93130,1166.0,13,"0.28",A
MFG-242749464,"2024-08-05",WH-005,PRD-91351,933.0,31,"0.32",B
MFG-923398226,"2024-02-11",WH-005,PRD-40007,891.0,35,"0.72",B
MFG-813661563,"2024-12-07",WH-006,PRD-84085,766.0,21,"1.31",B
MFG-762333048,"2024-07-01",WH-006,PRD-35112,1144.0,9,"1.18",C
MFG-717381657,"2024-07-11",WH-006,PRD-68008,1172.0,61,"0.42",C
MFG-549656497,"2024-10-14",WH-006,PRD-89457,1078.0,45,"0.07",A
MFG-172305586,"2025-06-21",WH-014,PRD-35112,564.0,28,"7.49",B
MFG-829687333,"2025-01-13",WH-005,PRD-21114,,59,"0.47",B
MFG-438601632,"2024-11-11",WH-006,PRD-65461,656.0,34,"0.62 hrs",B
MFG-188663020,"2024-10-25",WH-006,PRD-47606,842.0,28,"1.72",B
MFG-410444732,"2024-10-20",WH-005,PRD-81066,1421.0,23,"0.55",A
MFG-121497224,"2025-12-23",WH-013,PRD-10425,669.0,9,"0.2",C
MFG-461755741,"2025-07-05",WH-006,PRD-40982,514.0,7,"0.29",B
MFG-320030421,"2025-07-05",WH-013,PRD-71348,810.0,36,"2.41",C
MFG-478867105,"2024-03-13",WH-013,PRD-67912,955.0,46,"0.4",C
MFG-492069416,"2025-06-20",WH-002,PRD-68082,930.0,39,"0.18",C
MFG-378628217,"2024-12-18",WH-002,PRD-30635,472.0,17,"0.01",B
MFG-949212037,"2024-09-08",WH-014,PRD-47606,355.0,9,"0.18",B
MFG-565747601,"2025-12-09",WH-006,PRD-76469,1625.0,34,"1.97",A
MFG-964685647,"2025-02-16",WH-014,PRD-65461,1150.0,40,"0.18",B
MFG-128677744,"2025-10-01",WH-013,PRD-35112,1266.0,30,"1.65",A
MFG-928873483,"2025-11-19",WH-002,PRD-94080,725.0,32,"0.8",B
MFG-798562715,"2024-10-25",WH-013,PRD-64040,543.0,28,"0.07",C
MFG-287791035,"2024-06-17",WH-013,PRD-17100,1087.0,62,"0.22",C
MFG-171224557,"2024-11-26",WH-013,PRD-62923,918.0,46,"0.31",A
MFG-860985955,"2025-09-27",WH-006,PRD-42527,800.0,30,"0.09",C
MFG-157657882,"2025-12-02",WH-013,PRD-82845,862.0,33,"2.03",B
MFG-505225099,"2025-07-13",WH-013,PRD-64040,900.0,9,"0.09",C
MFG-137138060,"2025-01-08",WH-006,PRD-25906,595.0,30,"1.61",C
MFG-896180081,"2024-10-26",WH-014,PRD-62923,853.0,42,"0.33",C
MFG-473657149,"2025-08-27",WH-014,PRD-95180,954.0,11,"3.58",B
MFG-682229403,"2024-07-21",WH-013,PRD-67912,760.0,11,"0.24",B
MFG-657450243,"2025-11-29",WH-006,PRD-59672,914.0,7,"0.26",B
MFG-259224604,"2024-01-25",WH-005,PRD-49117,879.0,17,"0.14",C
MFG-983917903,"2024-11-21",WH-013,PRD-71348,546.0,7,"0.69",C
MFG-103313210,"2025-10-21",WH-002,PRD-25129,972.0,25,"1.18",A
MFG-205601052,"2024-10-03",WH-014,PRD-23104,692.0,30,"4.4",B
MFG-230461619,"2025-08-16",WH-006,PRD-63354,822.0,3,"0.57",B
MFG-719132977,"2024-03-14",WH-006,PRD-67912,1178.0,28,"0.88",A
MFG-475770326,"2024-02-07",WH-006,PRD-17100,754.0,37,"1.15",A
MFG-321210960,"2024-03-12",WH-013,PRD-90120,964.0,36,"0.16",C
MFG-416504522,"2025-10-10",WH-014,PRD-90120,1126.0,14,"3.32",C
MFG-302647079,"2025-03-15",WH-002,PRD-47606,690.0,3,"1.44",A
MFG-833551587,"2025-02-08",WH-006,PRD-47606,562.0,15,"0.02 hrs",B
MFG-949434670,"2024-08-21",WH-013,PRD-82845,1194.0,63,"0.83",C
MFG-164557926,"2025-02-08",WH-005,PRD-90120,1101.0,3,"0.82",C
MFG-515803119,"2024-10-31",WH-005,PRD-94080,668.0,16,"0.13",B
MFG-917324425,"2024-05-25",WH-013,PRD-61876,618.0,8,"1.18",C
MFG-181611645,"2025-04-12",WH-014,PRD-47606,1480.0,12,"2.11",A
MFG-281058822,"2024-04-22",WH-002,PRD-23104,967.0,44,"0.14",A
MFG-412577915,"2024-08-02",WH-013,PRD-17100,228.0,4,"1.37",C
MFG-868926750,"2025-04-15",WH-002,PRD-89457,588.0,6,"5.36",B
MFG-990689706,"2025-03-06",WH-014,PRD-30635,889.0,46,"4.04",B
MFG-600067608,"2024-12-31",WH-014,PRD-82845,861.0,6,"2.15 hrs",B
MFG-854123881,"2025-12-01",WH-006,PRD-74799,861.0,48,"0.25",B
MFG-275112936,"2025-11-20",WH-005,PRD-49117,679.0,21,"2.27",B
MFG-605373359,"2024-01-13",WH-014,PRD-94080,1023.0,8,"1.26",C
MFG-965739435,"2024-08-30",WH-013,PRD-65724,972.0,37,"1.75",C
MFG-664965062,"2025-04-29",WH-006,PRD-49117,1177.0,64,"1.29",
MFG-541216213,"2024-03-03",WH-005,PRD-42527,830.0,32,"0.11",A
MFG-784811656,"2025-06-27",WH-005,PRD-35112,785.0,23,"0.04 hrs",A
MFG-172778298,"2025-08-01",WH-006,PRD-91351,715.0,33,"0.16",A
MFG-351099734,"2025-12-01",WH-006,PRD-25129,745.0,3,"8.99",A
MFG-498632049,"2025-07-01",WH-006,PRD-24371,741.0,31,"0.42",C
MFG-308835951,"2025-10-30",WH-014,PRD-65461,1468.0,14,"0.87",C
MFG-776523220,"2025-04-05",WH-006,PRD-65518,741.0,4,"2.61",C
MFG-526122758,"2024-07-17",WH-006,PRD-25906,1017.0,60,"2.71",B
MFG-816992883,"2024-06-28",WH-002,PRD-39154,676.0,13,"1.58 hrs",A
MFG-443488482,"2024-05-31",WH-006,PRD-64040,773.0,20,"0.84",C
MFG-746317601,"2025-03-13",WH-014,PRD-17100,690.0,24,"0.5",B
MFG-774422936,"2025-08-10",WH-013,PRD-63354,1086.0,29,"0.17",
MFG-984048227,"2025-04-24",WH-002,PRD-64040,598.0,24,"1.37",C
MFG-169609043,"2025-09-27",WH-002,PRD-68008,,8,"0.51",B
MFG-437211914,"2025-08-02",WH-005,PRD-40784,775.0,14,"0.21",A
MFG-822950046,"2025-04-13",WH-013,PRD-81511,1218.0,35,"0.5",A
MFG-883425874,"2024-12-10",WH-005,PRD-81511,1039.0,18,"0.04",B
MFG-418117258,"2025-09-20",WH-014,PRD-93130,468.0,13,"0.22",B
MFG-259712193,"2025-07-18",WH-006,PRD-42018,994.0,22,"0.33",B
MFG-230127820,"2024-06-02",WH-002,PRD-99353,569.0,32,"1.53",A
MFG-555534615,"2024-10-29",WH-013,PRD-66155,907.0,32,"0.42",A
MFG-985389971,"2025-10-12",WH-014,PRD-99353,1574.0,63,"1.83",C
MFG-817324164,"2024-03-25",WH-006,PRD-15229,951.0,44,"2.92",A
MFG-447564414,"2024-03-04",WH-013,PRD-71348,647.0,29,"0.79",A
MFG-973964474,"2024-06-24",WH-002,PRD-10425,1223.0,35,"0.34",C
MFG-319489797,"2024-01-15",WH-005,PRD-25906,1019.0,40,"0.15",A
MFG-448731929,"2024-09-04",WH-002,PRD-23104,714.0,31,"1.37",B
MFG-854966213,"2025-04-26",WH-006,PRD-79329,536.0,8,"0.21",B
MFG-161243007,"2025-03-04",WH-002,PRD-65724,289.0,17,"1.83",C
MFG-285378749,"2024-10-10",WH-014,PRD-35112,818.0,15,"0.27 hrs",A
MFG-625147473,"2025-09-24",WH-013,PRD-39154,1215.0,65,"0.69",C
MFG-866552971,"2025-06-09",WH-002,PRD-23104,573.0,2,"2.08 hrs",C
MFG-923913254,"2025-09-05",WH-005,PRD-21114,278.0,1,"1.1",
MFG-471065459,"2024-05-28",WH-014,PRD-39154,1051.0,39,"0.83",A
MFG-278500415,"2025-02-08",WH-006,PRD-25129,775.0,45,"0.2",A
MFG-745905912,"2025-11-25",WH-014,PRD-82845,528.0,19,"0.12",A
MFG-839134604,"2025-06-26",WH-013,PRD-62923,482.0,2,"2.02",C
MFG-540604719,"2025-05-07",WH-006,PRD-79329,585.0,24,"0.4",B
MFG-328538177,"2024-05-05",WH-006,PRD-63354,1225.0,57,"1.72",C
MFG-372716447,"2024-11-14",WH-006,PRD-66155,797.0,37,"2.37",C
MFG-235399192,"2025-12-01",WH-005,PRD-41385,563.0,13,"1.93",B
MFG-557758395,"2025-04-04",WH-006,PRD-15229,909.0,40,"0.24",C
MFG-297388892,"2024-12-05",WH-005,PRD-42018,566.0,20,"0.09",C
MFG-479306735,"2024-07-15",WH-014,PRD-65518,1054.0,13,"0.48",A
MFG-986054963,"2024-06-25",WH-005,PRD-65724,686.0,40,"0.43",C
MFG-933367266,"2025-08-11",WH-013,PRD-81066,669.0,4,"0.19 hrs",A
MFG-147138654,"2024-01-23",WH-014,PRD-30635,848.0,7,"0.58",C
MFG-920132560,"2024-04-07",WH-014,PRD-89457,990.0,16,"0.16",B
MFG-331210400,"2024-09-30",WH-006,PRD-40784,1351.0,38,"3.99",
MFG-892458624,"2025-03-28",WH-014,PRD-74799,1460.0,78,"0.43",A
MFG-664802288,"2025-11-23",WH-013,PRD-74799,1462.0,72,"1.63",B
MFG-116589024,"2025-12-09",WH-005,PRD-74799,1165.0,25,"3.04",C
MFG-936654569,"2024-01-16",WH-014,PRD-19171,735.0,39,"2.58",C
MFG-388803728,"2024-01-31",WH-013,PRD-93130,928.0,15,"0.19",B
MFG-452555395,"2024-07-26",WH-013,PRD-81066,779.0,36,"0.45",A
MFG-745468524,"2024-03-31",WH-013,PRD-49117,1075.0,46,"1.03",C
MFG-514100932,"2024-01-11",WH-014,PRD-63354,1258.0,64,"0.84",B
MFG-131413585,"2024-04-25",WH-014,PRD-12757,941.0,54,"0.26",B
MFG-279904069,"2024-08-22",WH-002,PRD-23104,866.0,51,"0.87",
MFG-828039924,"2024-08-20",WH-014,PRD-65461,613.0,22,"0.14",C
MFG-594666294,"2025-06-14",WH-014,PRD-74799,901.0,20,"2.3",C
MFG-752361411,"2024-11-15",WH-005,PRD-61876,940.0,19,"0.6",B
MFG-327215961,"2025-08-31",WH-013,PRD-96511,734.0,19,"1.02",B
MFG-659971974,"2025-01-01",WH-006,PRD-40007,,32,"1.55",B
MFG-548430645,"2024-07-22",WH-014,PRD-68082,1238.0,9,"0.45",B
MFG-275897687,"2024-03-24",WH-002,PRD-38080,1049.0,46,"0.21",B
MFG-104477946,"2025-05-01",WH-014,PRD-59672,700.0,16,"0.95",A
MFG-439302514,"2024-07-02",WH-005,PRD-25129,628.0,3,"0.63",B
MFG-663416165,"2025-02-09",WH-013,PRD-94080,1128.0,35,"3.28",
MFG-336983770,"2024-12-07",WH-006,PRD-24371,1083.0,18,"0.11",A
MFG-379092501,"2024-12-28",WH-006,PRD-81066,722.0,26,"0.12",B
MFG-405813613,"2024-04-12",WH-005,PRD-79329,810.0,23,"2.22",C
MFG-901157961,"2025-03-07",WH-006,PRD-62923,,38,"1.59",C
MFG-123717204,"2024-06-19",WH-013,PRD-39154,529.0,8,"2.39 hrs",A
MFG-895176189,"2025-12-10",WH-014,PRD-42527,991.0,30,"0.01",A
MFG-750672264,"2025-10-23",WH-014,PRD-38080,1216.0,70,"0.5",
MFG-800209105,"2024-06-16",WH-013,PRD-67912,895.0,47,"0.16",C
MFG-883534296,"2024-11-30",WH-013,PRD-96511,460.0,12,"0.63",B
MFG-696263005,"2024-10-03",WH-005,PRD-74799,651.0,31,"2.03",A
MFG-364893916,"2024-11-29",WH-006,PRD-79822,1518.0,46,"3.09",A
MFG-219273227,"2025-11-02",WH-002,PRD-96511,875.0,32,"0.88",A
MFG-135527344,"2024-07-06",WH-006,PRD-67912,1205.0,65,"0.2",A
MFG-186652851,"2025-09-09",WH-014,PRD-74799,997.0,28,"1.7",B
MFG-552574641,"2025-06-23",WH-013,PRD-64040,770.0,34,"0.67",C
MFG-885970035,"2025-02-04",WH-005,PRD-81066,875.0,4,"2.12",
MFG-587056700,"2024-03-20",WH-013,PRD-76469,1057.0,31,"0.17",A
MFG-493472651,"2025-09-09",WH-002,PRD-96511,929.0,16,"2.84",C
MFG-876108032,"2024-11-17",WH-005,PRD-93130,1157.0,42,"1.13",A
MFG-923972665,"2025-04-29",WH-014,PRD-38080,598.0,30,"0.27",A
MFG-909291679,"2024-06-11",WH-013,PRD-82845,934.0,41,"1.72",A
MFG-767896118,"2024-07-13",WH-005,PRD-35112,734.0,10,"1.93",A
MFG-997351745,"2024-11-03",WH-013,PRD-68082,,21,"0.42",C
MFG-219572618,"2025-07-17",WH-002,PRD-68008,1168.0,14,"0.04",C
MFG-754927800,"2024-07-26",WH-006,PRD-21114,1019.0,51,"0.71",B
MFG-648197586,"2024-08-17",WH-006,PRD-68008,1264.0,39,"2.97",B
MFG-129824631,"2024-10-16",WH-014,PRD-67912,,23,"2.96",B
MFG-803118447,"2024-01-25",WH-005,PRD-81511,653.0,20,"3.23",A
MFG-715756642,"2024-05-14",WH-006,PRD-90120,905.0,51,"2.45",A
MFG-883262361,"2025-01-03",WH-006,PRD-63354,529.0,11,"0.76",B
MFG-471882908,"2025-05-04",WH-014,PRD-47606,1178.0,13,"0.28",A
MFG-696410431,"2025-05-05",WH-002,PRD-42527,1087.0,60,"3.38",A
MFG-541094289,"2025-01-30",WH-013,PRD-12757,1021.0,42,"0.85",A
MFG-103022163,"2024-07-07",WH-006,PRD-89457,711.0,29,"2.41",A
MFG-610301665,"2024-01-26",WH-005,PRD-30635,1071.0,54,"0.63",B
MFG-940400057,"2025-04-19",WH-014,PRD-65461,576.0,20,"0.5",
MFG-392097427,"2025-06-06",WH-005,PRD-10425,967.0,15,"1.03",C
MFG-575221139,"2025-05-09",WH-014,PRD-99353,556.0,27,"0.53",C
MFG-181638850,"2024-09-28",WH-002,PRD-23104,465.0,9,"1.91",A
MFG-170065870,"2024-02-21",WH-014,PRD-59672,889.0,5,"0.38",B
MFG-619980114,"2024-12-12",WH-002,PRD-24371,732.0,31,"0.03",A
MFG-792336394,"2024-06-23",WH-005,PRD-17100,1259.0,67,"0.1",A
MFG-626837760,"2025-02-12",WH-002,PRD-47606,1038.0,36,"3.15",B
MFG-718042136,"2025-09-21",WH-005,PRD-76469,853.0,27,"0.08",
MFG-393716909,"2024-08-10",WH-005,PRD-84085,816.0,6,"2.37",A
MFG-689138510,"2024-01-18",WH-002,PRD-99353,1242.0,22,"0.41",A
MFG-107336594,"2024-10-08",WH-005,PRD-38080,1295.0,16,"2.83",
MFG-949744696,"2025-11-30",WH-014,PRD-40007,542.0,25,"0.52",A
MFG-601977754,"2024-12-28",WH-002,PRD-97153,802.0,27,"0.37",C
MFG-606312651,"2024-07-31",WH-002,PRD-82845,836.0,40,"1.38",C
MFG-770789440,"2025-04-28",WH-005,PRD-68082,791.0,33,"0.38",B
MFG-898697491,"2025-03-08",WH-014,PRD-84085,1098.0,21,"0.17",B
MFG-265836513,"2025-08-16",WH-006,PRD-67912,685.0,38,"2.07",C
MFG-589927418,"2025-09-19",WH-002,PRD-65461,930.0,38,"0.75",C
MFG-993370476,"2025-03-20",WH-013,PRD-84085,672.0,34,"0.14",B
MFG-983026257,"2025-11-29",WH-005,PRD-93130,715.0,41,"0.25",B
MFG-382100170,"2024-10-28",WH-002,PRD-94080,653.0,2,"0.24",B
MFG-389558893,"2025-12-14",WH-002,PRD-59672,1003.0,22,"1.14",A
MFG-861879287,"2024-07-31",WH-006,PRD-66155,733.0,3,"0.92",B
MFG-507496870,"2024-05-18",WH-006,PRD-12757,1009.0,33,"0.07",C
MFG-942944503,"2025-04-02",WH-013,PRD-64040,868.0,25,"0.47",C
MFG-802846653,"2025-08-19",WH-006,PRD-67912,674.0,5,"0.24",A
MFG-797579774,"2024-11-04",WH-014,PRD-89457,703.0,9,"0.31",A
MFG-130720732,"2024-10-07",WH-006,PRD-96511,1142.0,31,"2.05",C
MFG-538189029,"2024-12-21",WH-005,PRD-89457,971.0,9,"0.7",C
MFG-847751945,"2024-07-06",WH-013,PRD-19171,382.0,7,"3.53 hrs",B
MFG-527252575,"2025-05-17",WH-005,PRD-24371,882.0,49,"1.04",A
MFG-235335476,"2025-09-03",WH-005,PRD-79822,798.0,4,"1.97",A
MFG-137047601,"2024-11-12",WH-005,PRD-89457,774.0,28,"0.06",B
MFG-746862569,"2025-10-29",WH-014,PRD-42018,988.0,3,"0.42",A
MFG-610525690,"2024-03-14",WH-013,PRD-15229,864.0,23,"3.19",C
MFG-377845075,"2024-04-05",WH-014,PRD-93130,864.0,8,"0.08",C
MFG-973376054,"2025-02-18",WH-002,PRD-61876,1420.0,82,"0.08 hrs",B
MFG-455469765,"2025-02-05",WH-013,PRD-44237,1200.0,14,"2.3",A
MFG-637538621,"2024-04-24",WH-005,PRD-79329,466.0,7,"0.5",A
MFG-731656254,"2024-07-06",WH-014,PRD-21114,679.0,12,"1.28",B
MFG-569172199,"2024-05-26",WH-002,PRD-30635,787.0,24,"0.38",A
MFG-231408087,"2024-02-12",WH-013,PRD-42527,862.0,19,"1.16",C
MFG-362050008,"2025-02-17",WH-013,PRD-25129,830.0,29,"0.27",C
MFG-861727343,"2024-10-04",WH-014,PRD-67912,847.0,40,"1.91",C
MFG-337229732,"2024-10-11",WH-002,PRD-25129,1288.0,56,"0.21",C
MFG-614488518,"2024-03-14",WH-013,PRD-35112,916.0,15,"0.97",C
MFG-728421675,"2024-02-27",WH-013,PRD-98555,905.0,13,"0.65",C
MFG-701394856,"2025-02-18",WH-014,PRD-41385,696.0,31,"0.25",B
MFG-814588317,"2025-08-11",WH-006,PRD-15229,998.0,24,"0.66",B
MFG-154273526,"2024-09-05",WH-005,PRD-30635,589.0,9,"0.74",B
MFG-915701947,"2025-12-13",WH-006,PRD-40784,656.0,18,"0.25",A
MFG-500539612,"2025-11-07",WH-014,PRD-40784,1002.0,38,"0.1",A
MFG-648532135,"2024-10-03",WH-013,PRD-91351,725.0,10,"0.26",C
MFG-416215016,"2025-08-27",WH-006,PRD-66155,1058.0,11,"0.13",B
MFG-555330159,"2025-07-22",WH-013,PRD-40007,655.0,14,"0.23",A
MFG-979556278,"2025-09-16",WH-006,PRD-15229,902.0,32,"1.19",B
MFG-654109884,"2024-02-04",WH-013,PRD-65461,511.0,10,"1.93",A
MFG-697161859,"2025-05-15",WH-005,PRD-49117,1163.0,57,"5.13",B
MFG-850664211,"2024-06-09",WH-005,PRD-89457,559.0,15,"0.54 hrs",A
MFG-999300976,"2025-02-20",WH-005,PRD-30635,646.0,2,"1.16",B
MFG-662497717,"2025-04-10",WH-006,PRD-82845,1451.0,13,"0.2",A
MFG-946888148,"2025-04-07",WH-013,PRD-10221,1020.0,57,"0.49",B
MFG-639824425,"2025-09-04",WH-002,PRD-61876,1256.0,70,"0.75",C
MFG-452539037,"2025-10-05",WH-013,PRD-99353,541.0,29,"0.38",C
MFG-354720356,"2024-10-07",WH-014,PRD-25906,724.0,30,"2.4",B
MFG-821079387,"2024-04-06",WH-013,PRD-79329,990.0,5,"1.08",B
MFG-415691202,"2025-10-23",WH-013,PRD-93130,890.0,49,"1.74",A
MFG-645407089,"2025-04-09",WH-005,PRD-81511,1166.0,12,"2.24",A
MFG-986701524,"2024-07-25",WH-006,PRD-74799,978.0,39,"0.2",A
MFG-185815915,"2025-01-30",WH-014,PRD-49117,878.0,35,"0.58",B
MFG-851298491,"2025-01-04",WH-005,PRD-74799,829.0,41,"2.41",A
MFG-658664614,"2025-09-26",WH-006,PRD-90120,858.0,29,"0.91",B
MFG-637466627,"2024-09-05",WH-006,PRD-39154,946.0,54,"2.89",C
MFG-720848569,"2024-10-14",WH-014,PRD-19171,684.0,33,"0.49",B
MFG-715917893,"2025-01-19",WH-005,PRD-10425,1170.0,43,"0.05",C
MFG-563752668,"2024-07-22",WH-006,PRD-42018,1186.0,38,"1.79",C
MFG-700614790,"2025-05-21",WH-002,PRD-76469,,5,"0.32",A
MFG-186828321,"2025-12-10",WH-014,PRD-61876,831.0,32,"0.17",A
MFG-407331361,"2024-02-26",WH-002,PRD-68082,791.0,23,"0.46",A
MFG-542594405,"2024-12-01",WH-002,PRD-23104,,14,"0.58",A
MFG-917132828,"2024-01-10",WH-014,PRD-42527,284.0,13,"2.9",B
MFG-974318632,"2024-10-22",WH-002,PRD-91351,1341.0,41,"0.64",C
MFG-455089331,"2025-05-11",WH-014,PRD-25129,926.0,41,"1.17 hrs",B
MFG-576790210,"2024-05-07",WH-002,PRD-35112,1017.0,26,"0.73",B
MFG-222799057,"2024-09-06",WH-006,PRD-65724,562.0,18,"0.46",B
MFG-117720251,"2024-12-12",WH-005,PRD-40784,806.0,47,"0.14",A
MFG-747864722,"2025-08-12",WH-002,PRD-44237,1056.0,14,"1.03 hrs",A
MFG-519057510,"2025-12-28",WH-014,PRD-38080,1095.0,30,"0.43",B
MFG-368307470,"2025-10-11",WH-005,PRD-91351,532.0,18,"1.64",A
MFG-365639009,"2025-12-25",WH-002,PRD-21114,571.0,33,"1.45",C
MFG-282064635,"2025-04-11",WH-006,PRD-40007,1015.0,6,"2.55",B
MFG-987211894,"2025-09-01",WH-013,PRD-76469,1171.0,10,"2.44",A
MFG-898059518,"2024-01-04",WH-013,PRD-59672,1308.0,50,"1.16",A
MFG-282084422,"2025-08-23",WH-006,PRD-35112,430.0,25,"1.26",C
MFG-630427838,"2024-12-03",WH-002,PRD-25906,650.0,26,"0.87",B
MFG-282518911,"2025-02-09",WH-006,PRD-49117,,51,"1.04",C
MFG-714621835,"2025-07-23",WH-013,PRD-19171,1085.0,51,"0.06",C
MFG-203442620,"2024-02-20",WH-005,PRD-25906,1058.0,22,"0.01",B
MFG-385055143,"2024-01-01",WH-014,PRD-10425,,36,"2.74",A
MFG-804446564,"2024-02-09",WH-006,PRD-49117,393.0,14,"0.54",C
MFG-648285220,"2024-08-26",WH-013,PRD-47606,892.0,25,"0.17",B
MFG-973799237,"2025-04-02",WH-014,PRD-49117,1018.0,30,"0.48",B
MFG-684687536,"2025-03-12",WH-006,PRD-10221,808.0,21,"0.86",A
MFG-581459164,"2025-03-19",WH-005,PRD-81511,1015.0,50,"0.35",B
MFG-928443698,"2025-04-25",WH-002,PRD-84085,1183.0,11,"0.01",C
MFG-767342030,"2025-05-05",WH-014,PRD-82845,600.0,6,"0.77",A
MFG-520420503,"2024-12-14",WH-014,PRD-40784,437.0,10,"0.25",C
MFG-116480267,"2025-10-02",WH-013,PRD-10074,700.0,34,"0.18 hrs",
MFG-435675108,"2024-08-15",WH-013,PRD-23104,1361.0,15,"0.15",A
MFG-116799427,"2025-03-09",WH-002,PRD-21114,973.0,32,"0.9",C
MFG-183145647,"2025-08-21",WH-005,PRD-47606,914.0,23,"0.15",B
MFG-247949180,"2025-06-10",WH-006,PRD-42018,1116.0,45,"0.93",A
MFG-395881828,"2024-03-19",WH-006,PRD-30635,440.0,12,"0.46",B
MFG-521029028,"2025-11-29",WH-002,PRD-21114,803.0,6,"0.17",A
MFG-346968620,"2024-05-16",WH-014,PRD-94080,883.0,26,"0.09",C
MFG-144675214,"2024-11-20",WH-014,PRD-71348,875.0,7,"3.54",
MFG-348439596,"2024-12-02",WH-014,PRD-76469,856.0,9,"1.57 hrs",A
MFG-196205631,"2024-04-19",WH-002,PRD-84085,775.0,24,"0.2",A
MFG-392615686,"2025-09-08",WH-005,PRD-64040,562.0,19,"2.06",A
MFG-717346771,"2024-07-18",WH-013,PRD-30635,477.0,25,"1.15",A
MFG-993297836,"2024-10-25",WH-002,PRD-39154,1215.0,26,"6.03",C
MFG-208444205,"2024-04-05",WH-014,PRD-99353,784.0,30,"0.05",A
