"snapshot_id","snapshot_date","warehouse_id","product_id","on_hand_qty","reserved_qty","in_transit_qty","reorder_point"
INV-876114554,"2025-09-18",WH-006,PRD-93130,459,41.0,50,200.0
INV-796006800,"2024-04-12",WH-001,PRD-94080,264,81.0,113,
INV-505417735,"2024-06-08",WH-005,PRD-39154,317,109.0,60,
INV-444717322,"2025-06-17",WH-006,PRD-24371,347,37.0,101,200.0
INV-463053059,"2025-10-25",WH-016,PRD-93130,228,62.0,0,200.0
INV-989127411,"2024-06-22",WH-013,PRD-35112,374,124.0,87,250.0
INV-518537613,"2024-02-24",WH-011,PRD-30635,419,38.0,91,300.0
INV-793631307,"2024-07-26",WH-015,PRD-40784,510,152.0,49,350.0
INV-971161625,"2024-02-29",WH-004,PRD-81511,501,164.0,64,250.0
INV-663222265,"2025-08-31",WH-015,PRD-35112,641,205.0,59,
INV-788335654,"2025-08-31",WH-007,PRD-19171,214,56.0,178,350.0
INV-254252908,"2025-11-26",WH-009,PRD-10221,359,39.0,150,300.0
INV-894191379,"2024-09-03",WH-009,PRD-12757,326,107.0,161,
INV-823395291,"2025-11-02",WH-013,PRD-61876,194,67.0,106,200.0
INV-119791122,"2024-04-10",WH-011,PRD-12757,579,189.0,77,
INV-999058459,"2024-04-14",WH-016,PRD-67912,412,73.0,95,250.0
INV-413419807,"2025-09-13",WH-008,PRD-63354,255,20.0,149,
INV-521557150,"2024-11-29",WH-015,PRD-89457,281,,173,200.0
INV-774252297,"2024-02-14",WH-008,PRD-68082,319,59.0,119,250.0
INV-446321539,"2024-04-08",WH-008,PRD-99353,614,129.0,80,300.0
INV-200927469,"2024-03-28",WH-006,PRD-79822,551,,138,350.0
INV-742432005,"2024-11-17",WH-001,PRD-74799,-508,0.0,14,350.0
INV-671446172,"2024-11-29",WH-010,PRD-12757,516,146.0,158,250.0
INV-143594211,"2024-07-05",WH-001,PRD-30635,656,57.0,66,200.0
INV-803554197,"2024-03-05",WH-011,PRD-96511,492,144.0,107,
INV-500560359,"2024-08-06",WH-002,PRD-76469,491,103.0,127,300.0
INV-194408564,"12/30/2025",WH-002,PRD-17100,530,60.0,109,350.0
INV-112676112,"2024-05-16",WH-004,PRD-99353,674,122.0,64,
INV-831109724,"2024-11-15",WH-005,PRD-62923,544,57.0,67,350.0
INV-632873831,"2024-07-04",WH-006,PRD-62923,477,160.0,174,
INV-714733614,"2024-10-22",WH-010,PRD-81511,586,93.0,194,200.0
INV-952133363,"2024-07-14",WH-005,PRD-97153,676,,166,300.0
INV-515006320,"2025-02-09",WH-014,PRD-93130,462,86.0,162,300.0
INV-805556738,"2024-07-23",WH-010,PRD-84085,515,46.0,93,350.0
INV-466072617,"2025-10-19",WH-014,PRD-17100,308,62.0,86,300.0
INV-457908905,"2025-08-27",WH-013,PRD-12757,545,156.0,106,200.0
INV-682708494,"2025-04-22",WH-013,PRD-63354,167,13.0,0,300.0
INV-115565180,"2024-06-27",WH-004,PRD-91351,301,59.0,15,
INV-245907703,"2025-11-13",WH-003,PRD-97153,370,111.0,69,200.0
INV-636610877,"2025-05-27",WH-008,PRD-12757,350,93.0,94,200.0
INV-326816735,"2024-03-17",WH-005,PRD-96511,448,,38,350.0
INV-670715404,"2024-07-03",WH-006,PRD-17100,376,86.0,93,
INV-501952289,"2025-04-26",WH-008,PRD-81511,359,103.0,149,200.0
INV-721770203,"2024-02-18",WH-004,PRD-40784,388,,81,350.0
INV-234276807,"2024-12-18",WH-013,PRD-65724,266,26.0,144,350.0
INV-326607058,"2024-01-24",WH-004,PRD-97153,689,103.0,183,200.0
INV-205313848,"2025-01-21",WH-014,PRD-65724,511,178.0,31,300.0
INV-717744070,"11/26/2025",WH-004,PRD-97153,475,111.0,71,250.0
INV-932672028,"2025-04-18",WH-006,PRD-79822,668,190.0,67,300.0
INV-392060913,"2024-08-08",WH-008,PRD-40784,307,73.0,157,
INV-744366003,"2024-04-08",WH-005,PRD-68008,177,58.0,22,250.0
INV-167790843,"2024-10-27",WH-004,PRD-12757,490,88.0,138,300.0
INV-716416290,"2025-12-26",WH-003,PRD-39154,635,206.0,131,
INV-520885312,"2025-11-26",WH-012,PRD-65518,325,60.0,193,300.0
INV-594187758,"2024-10-06",WH-009,PRD-81511,121,23.0,151,250.0
INV-993499183,"2024-06-22",WH-011,PRD-91351,684,148.0,116,300.0
INV-276030423,"2025-06-14",WH-001,PRD-38080,652,56.0,148,250.0
INV-438108799,"2024-08-09",WH-010,PRD-74799,554,73.0,138,300.0
INV-608456870,"2024-12-30",WH-014,PRD-81066,280,44.0,133,
INV-944550904,"2025-08-08",WH-001,PRD-41385,610,171.0,45,200.0
INV-734090907,"2025-05-06",WH-011,PRD-59672,502,113.0,111,300.0
INV-840303718,"01/29/2024",WH-006,PRD-97153,63,20.0,53,300.0
INV-774805566,"2025-04-15",WH-006,PRD-35112,639,173.0,135,
INV-733384393,"2025-05-21",WH-016,PRD-64040,569,54.0,173,300.0
INV-571863307,"2024-06-09",WH-009,PRD-68008,525,138.0,55,200.0
INV-833641768,"2024-10-03",WH-016,PRD-40784,536,162.0,22,300.0
INV-910976461,"2025-08-02",WH-009,PRD-25129,526,,119,
INV-630626209,"2024-03-20",WH-013,PRD-91351,651,62.0,68,
INV-939842300,"2024-08-05",WH-015,PRD-65461,512,117.0,56,300.0
INV-482559345,"2024-08-01",WH-014,PRD-10074,364,122.0,31,
INV-589074779,"2025-03-03",WH-002,PRD-81066,458,,167,250.0
INV-701969742,"2024-04-07",WH-014,PRD-89457,454,144.0,91,200.0
INV-682704936,"2025-04-08",WH-002,PRD-17100,344,22.0,82,250.0
INV-217446321,"2024-07-18",WH-004,PRD-38080,-489,0.0,60,300.0
INV-621797331,"2025-12-20",WH-001,PRD-39154,189,47.0,147,250.0
INV-842055168,"2024-04-30",WH-001,PRD-66155,524,78.0,171,
INV-311220097,"2025-05-27",WH-008,PRD-65518,549,95.0,67,250.0
INV-208896208,"2025-09-03",WH-004,PRD-17100,468,154.0,20,
INV-303873434,"2024-05-26",WH-013,PRD-89457,520,83.0,24,
INV-572028753,"2025-04-28",WH-003,PRD-59672,722,96.0,136,200.0
INV-292492009,"2024-11-30",WH-001,PRD-49117,346,77.0,96,
INV-385950565,"2024-08-16",WH-004,PRD-44237,631,,75,300.0
INV-845000970,"2025-06-22",WH-015,PRD-41385,242,79.0,192,300.0
INV-145262673,"2024-12-16",WH-009,PRD-42527,328,,104,
INV-354341432,"2025-11-23",WH-014,PRD-47606,297,,87,350.0
INV-545475927,"2024-07-20",WH-003,PRD-10074,374,26.0,140,350.0
INV-857396228,"2025-10-25",WH-014,PRD-84085,546,173.0,144,350.0
INV-918166703,"2025-08-18",WH-007,PRD-15229,650,210.0,175,300.0
INV-926038711,"2024-08-08",WH-001,PRD-39154,238,79.0,138,
INV-608154141,"2025-09-28",WH-003,PRD-81066,231,14.0,48,350.0
INV-612568703,"2025-02-24",WH-015,PRD-61876,483,158.0,87,
INV-670959136,"2024-02-03",WH-015,PRD-40982,305,32.0,85,
INV-753051186,"2025-06-23",WH-014,PRD-38080,444,77.0,123,350.0
INV-718573756,"2024-05-09",WH-007,PRD-98555,799,171.0,117,200.0
INV-485300640,"2025-03-21",WH-007,PRD-81066,618,155.0,106,350.0
INV-876644609,"2025-04-12",WH-016,PRD-99353,-413,0.0,137,350.0
INV-285468847,"2025-02-23",WH-003,PRD-62923,430,79.0,140,350.0
INV-863413666,"2024-08-08",WH-007,PRD-10425,327,108.0,171,250.0
INV-719732270,"2024-11-24",WH-014,PRD-89457,294,19.0,121,350.0
INV-549552048,"2025-01-16",WH-002,PRD-15229,400,119.0,130,250.0
INV-898478580,"2024-02-24",WH-009,PRD-10221,636,81.0,47,
INV-999803536,"2025-09-04",WH-005,PRD-42527,298,94.0,61,250.0
INV-908513888,"2024-03-13",WH-010,PRD-64040,373,,164,
INV-616512334,"2025-03-26",WH-013,PRD-81511,439,108.0,94,
INV-131630085,"2024-08-24",WH-010,PRD-71348,245,,124,350.0
INV-734527380,"2024-02-21",WH-003,PRD-71348,388,77.0,135,
INV-447228462,"2024-05-17",WH-016,PRD-79329,524,138.0,171,250.0
INV-484999704,"2024-11-16",WH-003,PRD-15229,267,17.0,107,250.0
INV-696745962,"2024-05-26",WH-001,PRD-41385,679,220.0,93,200.0
INV-142586733,"2025-07-02",WH-015,PRD-15229,102,12.0,0,
INV-209031345,"2024-08-23",WH-004,PRD-95180,515,176.0,54,
INV-411494869,"2025-03-20",WH-009,PRD-10425,318,96.0,86,250.0
INV-607263902,"2024-07-22",WH-011,PRD-41385,531,185.0,142,200.0
INV-283901969,"2025-03-12",WH-001,PRD-40982,243,65.0,165,
INV-601969953,"2025-09-11",WH-016,PRD-59672,338,,83,
INV-589077092,"2024-04-13",WH-011,PRD-66155,542,104.0,115,
INV-761861250,"2025-01-08",WH-010,PRD-23104,708,153.0,120,350.0
INV-724348164,"2024-07-01",WH-003,PRD-40982,741,216.0,72,200.0
INV-264519671,"2025-03-23",WH-016,PRD-91351,461,60.0,41,350.0
INV-106738537,"12/31/2024",WH-007,PRD-93130,512,123.0,159,250.0
INV-184088305,"2024-04-24",WH-005,PRD-40007,533,79.0,176,350.0
INV-330845092,"2024-07-16",WH-012,PRD-62923,682,228.0,138,350.0
INV-721294928,"2024-06-18",WH-012,PRD-15229,183,61.0,72,200.0
INV-578020132,"2024-12-14",WH-003,PRD-41385,358,29.0,161,200.0
INV-388213257,"2024-06-16",WH-015,PRD-71348,440,48.0,203,
INV-374080935,"2024-05-02",WH-002,PRD-15229,410,139.0,3,
INV-167641923,"2025-06-18",WH-013,PRD-44237,429,62.0,0,200.0
INV-456814595,"2024-05-16",WH-016,PRD-67912,-455,0.0,0,300.0
INV-372962718,"2025-07-06",WH-001,PRD-98555,563,118.0,151,350.0
INV-606570651,"2024-07-11",WH-011,PRD-79329,288,21.0,121,
INV-466507608,"2024-03-08",WH-013,PRD-40982,263,66.0,126,
INV-625779171,"2025-06-06",WH-011,PRD-67912,160,12.0,124,
INV-465071337,"2025-10-27",WH-006,PRD-79329,437,100.0,112,250.0
INV-117909202,"2025-04-10",WH-009,PRD-81511,388,90.0,186,350.0
INV-395017511,"2025-08-23",WH-008,PRD-30635,154,,126,250.0
INV-821722480,"2025-01-28",WH-013,PRD-21114,404,64.0,155,250.0
INV-772096778,"2024-11-30",WH-015,PRD-59672,684,236.0,41,250.0
INV-734533909,"2025-09-08",WH-016,PRD-63354,825,254.0,102,300.0
INV-471885806,"2025-11-11",WH-008,PRD-10221,234,,98,300.0
INV-252006612,"2025-07-25",WH-002,PRD-44237,205,51.0,130,300.0
INV-544475791,"2025-10-06",WH-004,PRD-24371,262,83.0,25,300.0
INV-751613595,"2024-12-29",WH-015,PRD-62923,422,,95,200.0
INV-498773391,"2025-07-22",WH-014,PRD-40007,444,76.0,78,300.0
INV-437198806,"2025-07-03",WH-003,PRD-38080,530,75.0,180,200.0
INV-243408043,"2024-07-07",WH-001,PRD-10221,176,,77,200.0
INV-774660257,"2025-11-26",WH-010,PRD-10221,559,145.0,163,250.0
INV-655963592,"2024-02-06",WH-008,PRD-99353,754,240.0,120,250.0
INV-725798570,"2024-07-02",WH-008,PRD-81066,410,133.0,15,200.0
INV-973315291,"2024-08-12",WH-007,PRD-44237,621,165.0,103,250.0
INV-580484198,"2025-03-27",WH-009,PRD-19171,707,140.0,0,
INV-943154562,"2024-01-22",WH-005,PRD-96511,686,212.0,103,300.0
INV-223368479,"2025-02-25",WH-012,PRD-17100,447,128.0,2,200.0
INV-393084854,"2025-10-11",WH-003,PRD-49117,335,116.0,103,350.0
INV-202299465,"2024-06-15",WH-012,PRD-95180,412,,192,
INV-473554183,"2025-02-26",WH-006,PRD-95180,450,101.0,125,350.0
INV-501266353,"2024-12-19",WH-008,PRD-94080,394,94.0,113,
INV-841513295,"2025-07-31",WH-005,PRD-95180,647,82.0,49,
INV-710065984,"2024-04-03",WH-015,PRD-89457,260,,147,350.0
INV-702953557,"2024-09-25",WH-007,PRD-95180,378,81.0,173,300.0
INV-368230493,"2025-09-16",WH-014,PRD-39154,524,103.0,87,250.0
INV-961592096,"2024-01-22",WH-003,PRD-40982,365,85.0,202,300.0
INV-115540772,"2025-08-09",WH-011,PRD-24371,725,230.0,176,300.0
INV-564013997,"2024-02-04",WH-012,PRD-63354,-171,,189,
INV-315169656,"2024-07-19",WH-003,PRD-59672,800,269.0,190,
INV-699552322,"2024-11-03",WH-011,PRD-19171,336,73.0,137,350.0
INV-151821444,"2025-08-24",WH-005,PRD-40982,178,42.0,67,200.0
INV-119111159,"2024-03-15",WH-003,PRD-44237,725,102.0,129,300.0
INV-749600555,"2025-11-23",WH-001,PRD-38080,20,4.0,55,200.0
INV-670322205,"10/21/2024",WH-012,PRD-94080,799,230.0,176,300.0
INV-244258246,"2025-09-21",WH-004,PRD-64040,658,,173,300.0
INV-563824606,"2024-09-10",WH-002,PRD-39154,395,71.0,60,
INV-631018319,"2025-08-26",WH-014,PRD-10074,664,230.0,42,350.0
INV-791400838,"2025-04-28",WH-004,PRD-65518,375,121.0,187,300.0
INV-432122912,"2025-10-04",WH-002,PRD-79822,498,,80,200.0
INV-617412582,"2025-01-04",WH-003,PRD-25906,394,93.0,77,250.0
INV-274384524,"2024-01-25",WH-010,PRD-10074,543,85.0,102,350.0
INV-483663670,"2025-07-16",WH-014,PRD-79329,297,34.0,162,
INV-834688342,"2024-06-27",WH-014,PRD-74799,0,0.0,131,350.0
INV-304279947,"2024-03-23",WH-004,PRD-90120,361,125.0,166,
INV-455460613,"2025-12-25",WH-004,PRD-19171,518,25.0,106,250.0
INV-115743429,"2025-08-22",WH-010,PRD-79329,352,108.0,126,
INV-820549049,"2024-03-16",WH-016,PRD-47606,420,140.0,112,
INV-835213498,"04/05/2025",WH-009,PRD-94080,469,122.0,52,
INV-389845003,"2024-01-16",WH-008,PRD-90120,229,72.0,217,350.0
INV-947200551,"2025-02-05",WH-005,PRD-15229,484,105.0,142,350.0
INV-788908327,"2025-12-03",WH-007,PRD-98555,312,99.0,81,200.0
INV-634067844,"2024-10-24",WH-011,PRD-67912,369,49.0,153,
INV-961943493,"2024-02-13",WH-011,PRD-90120,369,51.0,82,300.0
INV-618169702,"2025-07-28",WH-001,PRD-95180,671,144.0,171,300.0
INV-451371369,"05/14/2024",WH-013,PRD-44237,474,46.0,100,200.0
INV-646017156,"2024-12-05",WH-011,PRD-68082,592,86.0,84,200.0
INV-406372320,"2024-12-24",WH-006,PRD-82845,730,220.0,65,
INV-226831043,"2025-03-20",WH-010,PRD-17100,371,29.0,192,300.0
INV-580633682,"2025-08-10",WH-011,PRD-74799,500,116.0,138,200.0
INV-115181473,"10/15/2025",WH-001,PRD-21114,529,,162,300.0
INV-291175394,"2025-10-14",WH-006,PRD-65461,300,77.0,84,
INV-786533235,"2024-08-03",WH-012,PRD-40982,431,37.0,203,350.0
INV-707625642,"2024-03-09",WH-005,PRD-47606,444,112.0,130,
INV-921943837,"2025-10-11",WH-008,PRD-63354,409,122.0,0,
INV-204514815,"2024-03-28",WH-004,PRD-38080,465,53.0,33,
INV-729075647,"2025-08-03",WH-010,PRD-61876,292,66.0,135,250.0
INV-425104982,"2025-04-11",WH-012,PRD-81511,485,41.0,74,
INV-278378978,"2024-09-22",WH-001,PRD-65518,203,57.0,69,350.0
INV-148167380,"2025-01-29",WH-009,PRD-23104,304,75.0,97,
INV-100955468,"2025-01-16",WH-002,PRD-84085,538,132.0,106,350.0
INV-657430260,"2025-04-10",WH-014,PRD-76469,434,103.0,37,200.0
INV-910281558,"2024-05-04",WH-015,PRD-99353,571,162.0,48,300.0
INV-578568267,"2024-06-28",WH-007,PRD-44237,779,92.0,60,
INV-772512072,"2024-11-05",WH-006,PRD-40982,367,111.0,131,
INV-458829307,"2025-04-30",WH-015,PRD-79822,269,69.0,104,200.0
INV-880001178,"2024-01-05",WH-008,PRD-10221,306,24.0,213,300.0
INV-158865608,"2024-07-07",WH-012,PRD-67912,553,157.0,81,250.0
INV-266261379,"2024-01-28",WH-013,PRD-65724,582,51.0,78,200.0
INV-158551239,"2025-11-17",WH-014,PRD-25906,491,25.0,89,250.0
INV-436880114,"02/06/2025",WH-014,PRD-42527,484,143.0,28,250.0
INV-264524861,"08/24/2025",WH-011,PRD-90120,712,100.0,168,300.0
INV-994189919,"2025-07-10",WH-006,PRD-74799,696,184.0,124,300.0
INV-443635992,"2025-02-06",WH-002,PRD-89457,377,,78,250.0
INV-537286431,"2024-06-28",WH-006,PRD-84085,446,109.0,91,300.0
INV-279248952,"2025-06-08",WH-006,PRD-90120,524,41.0,65,
INV-564556977,"2025-02-22",WH-008,PRD-40784,421,50.0,116,250.0
INV-406947714,"2025-08-06",WH-015,PRD-71348,698,45.0,51,
INV-786453887,"2024-10-23",WH-011,PRD-19171,413,42.0,130,300.0
INV-829849425,"2024-02-29",WH-012,PRD-65518,312,99.0,135,250.0
INV-146387806,"2024-04-26",WH-004,PRD-81066,306,99.0,104,300.0
INV-185427500,"2024-09-24",WH-011,PRD-97153,113,31.0,77,350.0
INV-559900929,"2025-04-19",WH-008,PRD-39154,749,79.0,153,200.0
INV-978413096,"2025-04-08",WH-015,PRD-65461,617,202.0,157,
INV-119005046,"2024-11-26",WH-011,PRD-35112,732,223.0,64,350.0
INV-250174734,"2024-04-28",WH-005,PRD-19171,565,177.0,213,350.0
INV-310516587,"2024-05-21",WH-009,PRD-84085,508,40.0,97,200.0
INV-264585940,"2024-10-28",WH-007,PRD-24371,497,157.0,96,200.0
INV-867668374,"2024-01-10",WH-014,PRD-23104,514,96.0,67,350.0
INV-741811656,"2025-09-23",WH-005,PRD-61876,526,148.0,117,200.0
INV-227576607,"12/09/2025",WH-003,PRD-21114,215,72.0,87,350.0
INV-756168845,"2025-05-17",WH-014,PRD-42527,102,,118,350.0
INV-794011314,"2025-04-23",WH-013,PRD-42018,443,67.0,70,200.0
INV-917012833,"2024-06-11",WH-013,PRD-15229,620,211.0,97,300.0
INV-998664723,"2024-02-06",WH-004,PRD-81066,405,78.0,87,350.0
INV-659842023,"2024-09-25",WH-002,PRD-97153,375,115.0,147,300.0
INV-525393148,"2024-10-20",WH-012,PRD-68082,255,72.0,191,350.0
INV-963566163,"2025-04-21",WH-012,PRD-41385,384,59.0,37,200.0
INV-820836085,"2025-08-09",WH-015,PRD-67912,462,158.0,140,350.0
INV-566701989,"2024-07-23",WH-003,PRD-79329,681,124.0,124,
INV-661050793,"2024-02-05",WH-003,PRD-76469,629,,150,
INV-610477620,"2024-11-29",WH-008,PRD-44237,413,39.0,38,
INV-118671582,"2025-07-19",WH-002,PRD-96511,513,75.0,9,200.0
INV-115708409,"2024-11-13",WH-012,PRD-61876,326,99.0,145,200.0
INV-325621691,"03/23/2024",WH-007,PRD-15229,837,54.0,105,250.0
INV-509229176,"2025-02-19",WH-003,PRD-71348,246,60.0,78,300.0
INV-853332124,"2024-07-29",WH-016,PRD-71348,323,75.0,136,350.0
INV-647718318,"2024-05-08",WH-009,PRD-21114,-478,0.0,61,200.0
INV-629046394,"2024-08-22",WH-016,PRD-10074,440,111.0,102,200.0
INV-823338479,"2024-06-24",WH-006,PRD-47606,295,85.0,157,350.0
INV-289926311,"2024-08-15",WH-012,PRD-30635,594,97.0,94,200.0
INV-203573565,"2024-04-14",WH-001,PRD-63354,144,23.0,146,350.0
INV-238257017,"06/30/2024",WH-010,PRD-79822,279,45.0,116,300.0
INV-728861837,"2025-05-25",WH-007,PRD-17100,-387,0.0,92,
INV-980261292,"2025-02-06",WH-002,PRD-19171,281,58.0,129,
INV-770054119,"2025-09-12",WH-003,PRD-12757,572,40.0,165,300.0
INV-518156518,"2025-05-18",WH-005,PRD-82845,0,0.0,78,350.0
INV-604970799,"2024-12-04",WH-003,PRD-84085,396,63.0,87,200.0
INV-320098847,"2025-12-13",WH-012,PRD-44237,395,65.0,152,250.0
INV-248809399,"2025-07-19",WH-004,PRD-71348,492,55.0,103,300.0
INV-516352191,"2025-12-22",WH-001,PRD-12757,325,76.0,161,250.0
INV-574005286,"2024-02-15",WH-002,PRD-96511,362,94.0,118,
INV-171075896,"2024-05-07",WH-007,PRD-25906,639,122.0,191,250.0
INV-569471784,"2024-06-11",WH-002,PRD-65724,241,26.0,0,350.0
INV-824482153,"2025-11-09",WH-008,PRD-74799,241,60.0,160,300.0
INV-551055955,"2024-01-14",WH-010,PRD-68082,521,39.0,116,
INV-415835900,"2024-06-13",WH-014,PRD-42527,350,26.0,144,300.0
INV-387500065,"2025-10-06",WH-006,PRD-62923,374,49.0,237,300.0
INV-423173769,"2025-12-27",WH-013,PRD-71348,329,28.0,80,300.0
INV-839280308,"09/06/2024",WH-015,PRD-62923,413,62.0,123,
INV-230507609,"2025-07-18",WH-013,PRD-61876,661,157.0,127,250.0
INV-421079766,"2025-11-20",WH-008,PRD-65518,692,221.0,118,200.0
INV-882838349,"2025-05-07",WH-006,PRD-93130,259,48.0,222,250.0
INV-403119308,"2025-07-17",WH-008,PRD-84085,384,58.0,76,250.0
INV-312190246,"2024-01-06",WH-007,PRD-95180,462,84.0,122,250.0
INV-891092173,"2025-09-04",WH-012,PRD-17100,264,49.0,128,200.0
INV-729159079,"2024-12-08",WH-005,PRD-25906,231,42.0,106,
INV-682408940,"04/30/2024",WH-003,PRD-65724,388,132.0,76,300.0
INV-204016998,"2024-08-03",WH-002,PRD-84085,523,164.0,128,200.0
INV-631011305,"08/18/2024",WH-010,PRD-38080,364,48.0,144,200.0
INV-560559861,"2025-11-27",WH-011,PRD-68008,206,35.0,80,350.0
INV-142522515,"2024-04-18",WH-014,PRD-35112,4,0.0,125,350.0
INV-491381057,"2024-12-17",WH-008,PRD-96511,440,29.0,115,300.0
INV-395837395,"2025-12-21",WH-016,PRD-67912,545,173.0,56,250.0
INV-920504513,"2025-09-05",WH-011,PRD-96511,215,69.0,35,200.0
INV-588177576,"12/13/2024",WH-002,PRD-79329,303,76.0,78,
INV-227939042,"2025-02-16",WH-008,PRD-79329,321,55.0,64,
INV-231780842,"2025-01-05",WH-002,PRD-17100,464,137.0,70,200.0
INV-780092320,"2025-05-13",WH-002,PRD-65518,499,96.0,169,250.0
INV-653757910,"2024-01-05",WH-001,PRD-40982,202,47.0,118,350.0
INV-345185719,"2024-05-13",WH-013,PRD-10425,440,125.0,61,300.0
INV-770130600,"2025-09-09",WH-008,PRD-40982,198,46.0,115,200.0
INV-752544287,"2024-01-27",WH-011,PRD-10425,581,35.0,119,300.0
INV-524874306,"2025-03-06",WH-010,PRD-74799,340,63.0,199,350.0
INV-185813544,"2024-03-12",WH-008,PRD-65461,405,92.0,125,350.0
INV-220479542,"2024-07-01",WH-013,PRD-81511,293,64.0,34,200.0
INV-747098052,"2025-08-24",WH-002,PRD-38080,514,31.0,22,350.0
INV-677046296,"09/10/2025",WH-008,PRD-35112,536,30.0,105,
INV-687689240,"2024-10-17",WH-011,PRD-63354,579,151.0,36,250.0
INV-593466713,"2025-01-06",WH-001,PRD-67912,683,97.0,113,200.0
INV-808438476,"05/27/2025",WH-015,PRD-79329,520,96.0,2,350.0
INV-601168437,"2024-03-30",WH-003,PRD-84085,337,20.0,98,300.0
INV-458950534,"2024-01-12",WH-002,PRD-67912,298,24.0,135,200.0
INV-938032602,"2025-10-09",WH-013,PRD-61876,712,234.0,126,300.0
INV-168932854,"2024-04-01",WH-001,PRD-79329,525,108.0,119,
INV-580668647,"2025-04-07",WH-008,PRD-61876,636,158.0,133,300.0
INV-534989560,"2025-11-09",WH-001,PRD-65461,880,185.0,199,250.0
INV-801070118,"2024-08-22",WH-002,PRD-93130,246,61.0,11,250.0
INV-215196464,"2024-04-27",WH-003,PRD-79822,468,81.0,170,300.0
INV-419232211,"2025-12-05",WH-007,PRD-40982,487,147.0,156,300.0
INV-647250395,"10/02/2025",WH-002,PRD-38080,604,37.0,91,200.0
INV-111253122,"2024-02-18",WH-005,PRD-93130,501,131.0,104,250.0
INV-769672465,"2024-08-25",WH-006,PRD-47606,167,54.0,213,200.0
INV-382142768,"2024-05-23",WH-008,PRD-90120,384,55.0,194,250.0
INV-855019092,"2025-03-28",WH-003,PRD-24371,789,184.0,143,
INV-752509019,"2025-06-11",WH-008,PRD-90120,111,34.0,159,
INV-212601060,"2025-03-04",WH-010,PRD-68082,277,67.0,157,
INV-839588586,"2025-01-13",WH-004,PRD-91351,447,136.0,125,200.0
INV-761460144,"2025-01-13",WH-010,PRD-93130,651,,0,350.0
INV-298584813,"2024-09-08",WH-006,PRD-79822,534,108.0,54,
INV-566284923,"2025-12-02",WH-015,PRD-10221,92,7.0,118,
INV-476260349,"2025-08-16",WH-001,PRD-96511,490,102.0,263,200.0
INV-117372250,"2025-05-27",WH-012,PRD-42018,532,98.0,95,
INV-974728801,"2024-07-25",WH-010,PRD-38080,366,69.0,211,350.0
INV-320231749,"2024-12-28",WH-015,PRD-98555,457,77.0,190,200.0
INV-173762497,"2025-04-19",WH-011,PRD-17100,277,93.0,90,250.0
INV-252810566,"2025-07-01",WH-010,PRD-10221,336,38.0,109,200.0
INV-289133790,"2024-02-10",WH-007,PRD-47606,509,45.0,104,350.0
INV-505590850,"2024-12-21",WH-001,PRD-17100,-376,0.0,132,300.0
INV-810376426,"2024-12-15",WH-012,PRD-84085,502,,112,300.0
INV-787029070,"2025-11-22",WH-007,PRD-66155,681,122.0,87,300.0
INV-144456109,"04/21/2025",WH-011,PRD-40007,-351,0.0,114,250.0
INV-258798135,"2025-09-23",WH-015,PRD-65518,260,52.0,140,200.0
INV-710516903,"2024-10-10",WH-004,PRD-39154,503,92.0,83,250.0
INV-417019192,"2025-11-23",WH-006,PRD-81511,419,,111,200.0
INV-353816804,"2025-08-21",WH-016,PRD-49117,792,47.0,162,350.0
INV-845158673,"2025-07-11",WH-002,PRD-79329,680,133.0,114,350.0
INV-154634714,"2024-08-30",WH-016,PRD-65461,530,170.0,66,300.0
INV-777380214,"2024-10-06",WH-003,PRD-62923,80,19.0,170,300.0
INV-639476470,"2024-06-28",WH-006,PRD-41385,638,136.0,110,300.0
INV-756939396,"2025-11-24",WH-013,PRD-59672,502,115.0,95,
INV-199523148,"2025-04-12",WH-013,PRD-21114,197,51.0,182,350.0
INV-210427858,"2024-11-27",WH-003,PRD-99353,390,61.0,59,350.0
INV-438627996,"2024-06-12",WH-012,PRD-91351,362,26.0,0,300.0
INV-972676064,"2024-07-25",WH-012,PRD-35112,-436,0.0,160,250.0
INV-174369215,"2025-02-28",WH-003,PRD-82845,104,16.0,28,
INV-773479122,"2024-06-09",WH-013,PRD-59672,436,41.0,61,200.0
INV-937998223,"2025-10-02",WH-004,PRD-49117,304,46.0,139,
INV-793603635,"2025-05-24",WH-011,PRD-61876,587,125.0,185,200.0
INV-302255101,"2024-10-26",WH-005,PRD-79329,350,86.0,104,350.0
INV-317614287,"2024-09-01",WH-004,PRD-41385,301,59.0,76,
INV-963924908,"2024-01-26",WH-008,PRD-41385,388,113.0,154,
INV-310926918,"2024-05-26",WH-012,PRD-25906,187,60.0,131,200.0
INV-969958523,"2024-09-25",WH-005,PRD-65518,372,39.0,138,250.0
INV-476180551,"2024-06-06",WH-011,PRD-74799,896,,72,250.0
INV-954540638,"2025-06-03",WH-008,PRD-40784,483,69.0,125,200.0
INV-100798702,"2024-12-02",WH-016,PRD-42527,135,17.0,99,350.0
INV-525264723,"2024-11-25",WH-009,PRD-97153,477,43.0,177,350.0
INV-397028255,"2025-04-04",WH-003,PRD-35112,486,136.0,134,350.0
INV-183298958,"2024-06-05",WH-013,PRD-41385,553,90.0,95,200.0
INV-256984917,"2024-02-24",WH-004,PRD-81511,194,44.0,36,
INV-122535671,"2024-11-02",WH-006,PRD-25129,172,38.0,64,350.0
