"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-599815394,"2024-10-02",ORD-9121846,DEV-8531390712,Software,low,1.0,10.0,needs firmware,ORD-9121846,dev-8531390712,2024-10-02 00:00:00.000,0
CLM-684861837,"2024-04-21",ORD-6808252,DEV-5736461473,Connectivity,low,1.0,3.0,needs firmware,ORD-6808252,dev-5736461473,2024-04-21 00:00:00.000,0
CLM-302069118,"2025-10-15",ORD-9295148,DEV-6713118507,Overheating,low,1.0,7.0,,ORD-9295148,dev-6713118507,2025-10-15 00:00:00.000,0
CLM-331451770,"2025-08-19",ORD-9838679,DEV-4337345484,,med,1.0,2.0,no fault found,ORD-9838679,dev-4337345484,2025-08-19 00:00:00.000,0
CLM-780001494,"2025-02-03",ORD-9355770,DEV-2042748274,Software,high,1.0,2.0,customer reports intermittent issue,ORD-9355770,dev-2042748274,2025-02-03 00:00:00.000,0
CLM-153242430,"2024-07-01",ORD-3577762,DEV-1189943494,Software,high,1.0,5.0,customer reports intermittent issue,ORD-3577762,dev-1189943494,2024-07-01 00:00:00.000,0
CLM-218975830,"2025-05-19",ORD-4089645,DEV-2613889744,Sound Distortion,med,1.0,3.0,customer reports intermittent issue,ORD-4089645,dev-2613889744,2025-05-19 00:00:00.000,0
CLM-408510227,"2024-04-06",ORD-6513723,DEV-2967947250,Software,low,1.0,5.0,no fault found,ORD-6513723,dev-2967947250,2024-04-06 00:00:00.000,0
CLM-260524143,"2024-10-20",ORD-3397580,DEV-4574252579,Software,med,0.0,7.0,customer reports intermittent issue,ORD-3397580,dev-4574252579,2024-10-20 00:00:00.000,0
CLM-492463482,"2024-02-14",ORD-9718016,DEV-7935537533,Overheating,high,1.0,10.0,customer reports intermittent issue,ORD-9718016,dev-7935537533,2024-02-14 00:00:00.000,0
CLM-426592650,"2024-10-18",ORD-7699721,,Physical Damage,med,0.0,7.0,repeat failure,ORD-7699721,,2024-10-18 00:00:00.000,0
CLM-374616387,"2025-09-19",ORD-3118461,DEV-2029640252,Battery,high,,5.0,no fault found,ORD-3118461,dev-2029640252,2025-09-19 00:00:00.000,0
CLM-456391899,"2024-03-03",ORD-3544066,DEV-5874065714,Sound Distortion,low,1.0,5.0,repeat failure,ORD-3544066,dev-5874065714,2024-03-03 00:00:00.000,0
CLM-783700086,"2025-02-18",ORD-6006351,DEV-4614591668,Connectivity,high,1.0,7.0,customer reports intermittent issue,ORD-6006351,dev-4614591668,2025-02-18 00:00:00.000,0
CLM-823512488,"2024-02-09",ORD-2080846,DEV-2998594189,,med,0.0,2.0,,ORD-2080846,dev-2998594189,2024-02-09 00:00:00.000,0
CLM-831076478,"2025-01-25",ORD-6489893,DEV-6271078165,Software,med,1.0,7.0,customer reports intermittent issue,ORD-6489893,dev-6271078165,2025-01-25 00:00:00.000,0
CLM-815985722,"2025-05-15",ORD-2654714,DEV-7015890586,Connectivity,high,,,,ORD-2654714,dev-7015890586,2025-05-15 00:00:00.000,0
CLM-564745085,"2024-01-16",ORD-8161740,,Software,high,0.0,2.0,repeat failure,ORD-8161740,,2024-01-16 00:00:00.000,0
CLM-367873470,"08/08/2025",ORD-1224221,,Connectivity,high,1.0,3.0,needs firmware,ORD-1224221,,2025-08-08 00:00:00.000,0
CLM-688518290,"2025-06-22",ORD-2558223,DEV-1558305950,Overheating,low,1.0,3.0,needs firmware,ORD-2558223,dev-1558305950,2025-06-22 00:00:00.000,0
CLM-733147719,"2024-12-05",ORD-3905192,DEV-6885929109,,med,0.0,3.0,repeat failure,ORD-3905192,dev-6885929109,2024-12-05 00:00:00.000,0
CLM-972402878,"2025-01-02",ORD-1278381,DEV-2401777577,Sound Distortion,med,0.0,10.0,customer reports intermittent issue,ORD-1278381,dev-2401777577,2025-01-02 00:00:00.000,0
CLM-651320034,"05/18/2024",ORD-9717040,DEV-5402623262,Battery,low,1.0,,repeat failure,ORD-9717040,dev-5402623262,2024-05-18 00:00:00.000,0
CLM-767251865,"2024-11-24",ORD-9554120,DEV-9634729829,Battery,low,1.0,10.0,,ORD-9554120,dev-9634729829,2024-11-24 00:00:00.000,0
CLM-816533130,"2024-07-11",ORD-6898188,DEV-3565738076,Sound Distortion,critical,1.0,2.0,needs firmware,ORD-6898188,dev-3565738076,2024-07-11 00:00:00.000,0
CLM-150258358,"2024-07-13",OR-8316711,DEV-9169109975,Connectivity,,1.0,7.0,,OR-8316711,dev-9169109975,2024-07-13 00:00:00.000,1
CLM-961462926,"2025-09-30",ORD-4929033,DEV-8754521823,Software,,,3.0,customer reports intermittent issue,ORD-4929033,dev-8754521823,2025-09-30 00:00:00.000,0
CLM-558045926,"2024-04-11",ORD-4526537,DEV-5767111275,Connectivity,med,1.0,7.0,no fault found,ORD-4526537,dev-5767111275,2024-04-11 00:00:00.000,0
CLM-379971421,"2025-07-17",ORD-4929033,DEV-1996450764,Software,high,1.0,3.0,repeat failure,ORD-4929033,dev-1996450764,2025-07-17 00:00:00.000,0
CLM-762008856,"2024-12-24",ORD-9794511,DEV-1191338554,Mic issues,low,1.0,7.0,,ORD-9794511,dev-1191338554,2024-12-24 00:00:00.000,0
CLM-229675087,"2025-01-26",ORD-1436394,DEV-4448521710,Connectivity,high,1.0,3.0,customer reports intermittent issue,ORD-1436394,dev-4448521710,2025-01-26 00:00:00.000,0
CLM-763734329,"2025-05-16",ORD-7208339,DEV-4546102982,Physical Damage,med,1.0,5.0,customer reports intermittent issue,ORD-7208339,dev-4546102982,2025-05-16 00:00:00.000,0
CLM-478220781,"2024-09-02",ORD-1791527,DEV-2451736145,Software,med,1.0,5.0,,ORD-1791527,dev-2451736145,2024-09-02 00:00:00.000,0
CLM-960344773,"2024-10-10",ORD-7943126,DEV-5533194113,Software,high,1.0,,customer reports intermittent issue,ORD-7943126,dev-5533194113,2024-10-10 00:00:00.000,0
CLM-584641397,"01/31/2024",ORD-9311214,DEV-6464739316,Battery,low,0.0,7.0,no fault found,ORD-9311214,dev-6464739316,2024-01-31 00:00:00.000,0
CLM-137164251,"2024-12-26",ORD-2560714,DEV-2148745449,Physical Damage,low,1.0,2.0,repeat failure,ORD-2560714,dev-2148745449,2024-12-26 00:00:00.000,0
CLM-485551736,"2025-10-06",ORD-3699572,DEV-2221326891,Physical Damage,low,1.0,5.0,needs firmware,ORD-3699572,dev-2221326891,2025-10-06 00:00:00.000,0
CLM-489371956,"2025-12-09",ORD-3383032,DEV-5092671976,Connectivity,low,1.0,5.0,needs firmware,ORD-3383032,dev-5092671976,2025-12-09 00:00:00.000,0
CLM-511401360,"2025-02-14",ORD-9226280,DEV-6948142987,Connectivity,high,0.0,7.0,customer reports intermittent issue,ORD-9226280,dev-6948142987,2025-02-14 00:00:00.000,0
CLM-582860871,"2025-12-11",ORD-9343046,DEV-9244925913,Sound Distortion,high,0.0,3.0,,ORD-9343046,dev-9244925913,2025-12-11 00:00:00.000,0
CLM-554533898,"2024-12-25",ORD-8537249,DEV-8752438396,Software,med,1.0,7.0,needs firmware,ORD-8537249,dev-8752438396,2024-12-25 00:00:00.000,0
CLM-394328998,"2024-04-28",ORD-2743427,DEV-3124934637,Physical Damage,low,1.0,5.0,,ORD-2743427,dev-3124934637,2024-04-28 00:00:00.000,0
CLM-269942605,"2025-11-26",ORD-9277693,DEV-3845215049,Sound Distortion,med,0.0,7.0,repeat failure,ORD-9277693,dev-3845215049,2025-11-26 00:00:00.000,0
CLM-361224563,"2025-04-13",ORD-1855330,DEV-6553755986,Physical Damage,med,1.0,3.0,no fault found,ORD-1855330,dev-6553755986,2025-04-13 00:00:00.000,0
CLM-312943573,"2025-11-09",ORD-4644552,DEV-8647473596,Sound Distortion,med,1.0,2.0,customer reports intermittent issue,ORD-4644552,dev-8647473596,2025-11-09 00:00:00.000,0
CLM-657615165,"2024-05-28",ORD-9569881,DEV-1393019146,,med,1.0,5.0,customer reports intermittent issue,ORD-9569881,dev-1393019146,2024-05-28 00:00:00.000,0
CLM-165391430,"2025-01-02",ORD-1186369,DEV-4275772666,Connectivity,med,0.0,3.0,,ORD-1186369,dev-4275772666,2025-01-02 00:00:00.000,0
CLM-340863642,"2025-06-24",ORD-8530904,DEV-7580546067,,low,1.0,5.0,,ORD-8530904,dev-7580546067,2025-06-24 00:00:00.000,0
CLM-746382832,"2025-07-31",ORD-7787874,DEV-8422357562,Software,med,,5.0,customer reports intermittent issue,ORD-7787874,dev-8422357562,2025-07-31 00:00:00.000,0
CLM-350927810,"2025-03-24",ORD-5131602,DEV-6461513451,Battery,high,1.0,5.0,customer reports intermittent issue,ORD-5131602,dev-6461513451,2025-03-24 00:00:00.000,0
CLM-596297334,"2025-01-28",ORD-2419117,DEV-8945892426,Connectivity,high,1.0,10.0,,ORD-2419117,dev-8945892426,2025-01-28 00:00:00.000,0
CLM-463419079,"2024-07-01",ORD-6066577,DEV-5415559366,Software,low,1.0,7.0,needs firmware,ORD-6066577,dev-5415559366,2024-07-01 00:00:00.000,0
CLM-306030825,"2025-01-11",ORD-4382611,DEV-7500142283,Connectivity,low,1.0,10.0,,ORD-4382611,dev-7500142283,2025-01-11 00:00:00.000,0
CLM-368310837,"2024-04-06",ORD-1568185,,Software,high,0.0,2.0,no fault found,ORD-1568185,,2024-04-06 00:00:00.000,0
CLM-634099935,"2025-09-22",ORD-4441613,DEV-5308137715,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-4441613,dev-5308137715,2025-09-22 00:00:00.000,0
CLM-813572748,"10/13/2024",ORD-9747499,DEV-3486750975,Connectivity,med,1.0,3.0,no fault found,ORD-9747499,dev-3486750975,2024-10-13 00:00:00.000,0
CLM-826400335,"2025-11-09",ORD-6784943,DEV-2510645737,Software,low,0.0,5.0,customer reports intermittent issue,ORD-6784943,dev-2510645737,2025-11-09 00:00:00.000,0
CLM-991058619,"2024-12-06",ORD-2653840,DEV-5973170754,Software,high,1.0,3.0,,ORD-2653840,dev-5973170754,2024-12-06 00:00:00.000,0
CLM-306667488,"2025-06-19",ORD-2534858,DEV-4764480261,Physical Damage,low,1.0,,,ORD-2534858,dev-4764480261,2025-06-19 00:00:00.000,0
CLM-285408915,"2024-01-20",ORD-9577088,DEV-5530524236,Software,med,1.0,5.0,customer reports intermittent issue,ORD-9577088,dev-5530524236,2024-01-20 00:00:00.000,0
CLM-790241472,"2024-01-04",ORD-7459020,DEV-8867392787,Software,high,0.0,3.0,repeat failure,ORD-7459020,dev-8867392787,2024-01-04 00:00:00.000,0
CLM-855176661,"2025-09-29",ORD-5360998,DEV-8471324542,Sound Distortion,med,0.0,,no fault found,ORD-5360998,dev-8471324542,2025-09-29 00:00:00.000,0
CLM-759084188,"02/23/2024",ORD-6016796,DEV-1904968362,Physical Damage,med,1.0,10.0,customer reports intermittent issue,ORD-6016796,dev-1904968362,2024-02-23 00:00:00.000,0
CLM-498871987,"2024-05-20",ORD-6040297,DEV-6435661928,Sound Distortion,low,1.0,2.0,repeat failure,ORD-6040297,dev-6435661928,2024-05-20 00:00:00.000,0
CLM-841203589,"2024-06-05",ORD-5111798,DEV-4278323723,Physical Damage,med,1.0,10.0,needs firmware,ORD-5111798,dev-4278323723,2024-06-05 00:00:00.000,0
CLM-597127175,"2024-07-20",ORD-4461508,DEV-5275227650,Sound Distortion,med,0.0,2.0,customer reports intermittent issue,ORD-4461508,dev-5275227650,2024-07-20 00:00:00.000,0
CLM-950796705,"2024-12-03",ORD-1010910,DEV-3049060027,Software,med,0.0,5.0,customer reports intermittent issue,ORD-1010910,dev-3049060027,2024-12-03 00:00:00.000,0
CLM-859546519,"2025-07-11",ORD-5953137,DEV-4770521693,Physical Damage,med,0.0,3.0,customer reports intermittent issue,ORD-5953137,dev-4770521693,2025-07-11 00:00:00.000,0
CLM-118318373,"2024-02-17",ORD-8455831,DEV-6983145639,Connectivity,low,1.0,5.0,no fault found,ORD-8455831,dev-6983145639,2024-02-17 00:00:00.000,0
CLM-449789101,"08/23/2025",ORD-3172126,DEV-3056351700,Battery,low,1.0,5.0,no fault found,ORD-3172126,dev-3056351700,2025-08-23 00:00:00.000,0
CLM-451196980,"2024-12-22",ORD-1927547,DEV-5849922957,Software,med,0.0,2.0,customer reports intermittent issue,ORD-1927547,dev-5849922957,2024-12-22 00:00:00.000,0
CLM-836997146,"10/21/2024",ORD-6285825,DEV-5699264958,,high,1.0,5.0,customer reports intermittent issue,ORD-6285825,dev-5699264958,2024-10-21 00:00:00.000,0
CLM-877354847,"2025-11-03",ORD-3882849,,Mic issues,high,1.0,10.0,customer reports intermittent issue,ORD-3882849,,2025-11-03 00:00:00.000,0
CLM-602375577,"06/26/2024",ORD-4529690,DEV-3303432783,Software,low,1.0,7.0,customer reports intermittent issue,ORD-4529690,dev-3303432783,2024-06-26 00:00:00.000,0
CLM-177443148,"2025-01-27",ORD-7463544,DEV-2758085952,Connectivity,high,1.0,5.0,customer reports intermittent issue,ORD-7463544,dev-2758085952,2025-01-27 00:00:00.000,0
CLM-831714331,"2025-01-15",ORD-1853708,DEV-7763189846,Sound Distortion,low,1.0,7.0,,ORD-1853708,dev-7763189846,2025-01-15 00:00:00.000,0
CLM-107438577,"2025-04-18",ORD-8844062,DEV-4329482337,Connectivity,high,1.0,3.0,no fault found,ORD-8844062,dev-4329482337,2025-04-18 00:00:00.000,0
CLM-154657075,"2024-04-06",ORD-5693618,,,high,0.0,,,ORD-5693618,,2024-04-06 00:00:00.000,0
CLM-514014381,"2025-03-11",ORD-3342686,DEV-8215557184,Overheating,low,1.0,3.0,customer reports intermittent issue,ORD-3342686,dev-8215557184,2025-03-11 00:00:00.000,0
CLM-937676671,"2024-06-15",ORD-6462360,DEV-8043053505,Sound Distortion,low,,5.0,customer reports intermittent issue,ORD-6462360,dev-8043053505,2024-06-15 00:00:00.000,0
CLM-627953169,"2025-10-30",ORD-1145676,DEV-2324184858,Mic issues,med,1.0,10.0,no fault found,ORD-1145676,dev-2324184858,2025-10-30 00:00:00.000,0
CLM-185842067,"2024-04-05",ORD-2320844,DEV-7741876807,Software,med,1.0,5.0,no fault found,ORD-2320844,dev-7741876807,2024-04-05 00:00:00.000,0
CLM-152885031,"2024-10-17",ORD-1985379,DEV-9797835871,Software,low,1.0,5.0,no fault found,ORD-1985379,dev-9797835871,2024-10-17 00:00:00.000,0
CLM-461870798,"09/13/2025",ORD-9637980,DEV-3215289244,Software,med,1.0,7.0,no fault found,ORD-9637980,dev-3215289244,2025-09-13 00:00:00.000,0
CLM-209521537,"2024-01-01",ORD-8100124,DEV-8141853816,,med,1.0,7.0,,ORD-8100124,dev-8141853816,2024-01-01 00:00:00.000,0
CLM-486510350,"2025-06-26",ORD-8261547,DEV-5780484687,Battery,low,1.0,10.0,no fault found,ORD-8261547,dev-5780484687,2025-06-26 00:00:00.000,0
CLM-130251999,"2024-07-17",ORD-4264123,DEV-7961593935,Physical Damage,high,1.0,3.0,repeat failure,ORD-4264123,dev-7961593935,2024-07-17 00:00:00.000,0
CLM-278846714,"2025-03-31",ORD-2934402,DEV-5062055775,Connectivity,med,1.0,3.0,needs firmware,ORD-2934402,dev-5062055775,2025-03-31 00:00:00.000,0
CLM-769461665,"2025-09-27",ORD-3923416,DEV-7403547936,Battery,med,0.0,5.0,no fault found,ORD-3923416,dev-7403547936,2025-09-27 00:00:00.000,0
CLM-132484775,"2024-11-24",ORD-7142391,DEV-2212501870,Software,low,1.0,10.0,customer reports intermittent issue,ORD-7142391,dev-2212501870,2024-11-24 00:00:00.000,0
CLM-190412182,"2024-03-12",ORD-1045552,DEV-1193949527,Mic issues,med,1.0,7.0,,ORD-1045552,dev-1193949527,2024-03-12 00:00:00.000,0
CLM-491856885,"2024-02-29",ORD-8155967,DEV-4654122528,Software,med,1.0,,no fault found,ORD-8155967,dev-4654122528,2024-02-29 00:00:00.000,0
CLM-944747156,"2025-04-09",ORD-6569513,DEV-3340547170,Battery,med,1.0,10.0,repeat failure,ORD-6569513,dev-3340547170,2025-04-09 00:00:00.000,0
CLM-287052398,"2024-10-29",ORD-9449607,DEV-6354103244,Battery,low,1.0,5.0,needs firmware,ORD-9449607,dev-6354103244,2024-10-29 00:00:00.000,0
CLM-259727700,"2024-03-24",ORD-8847112,DEV-7021642105,,high,1.0,3.0,,ORD-8847112,dev-7021642105,2024-03-24 00:00:00.000,0
CLM-926124266,"2024-01-15",ORD-2143159,DEV-7580546067,Software,med,1.0,,customer reports intermittent issue,ORD-2143159,dev-7580546067,2024-01-15 00:00:00.000,0
CLM-941882696,"2024-07-22",ORD-7905758,DEV-3964287698,Overheating,med,1.0,10.0,customer reports intermittent issue,ORD-7905758,dev-3964287698,2024-07-22 00:00:00.000,0
CLM-349511184,"2025-08-09",ORD-7624805,DEV-7958731468,Connectivity,med,1.0,10.0,no fault found,ORD-7624805,dev-7958731468,2025-08-09 00:00:00.000,0
CLM-897443121,"2024-10-06",ORD-3758393,DEV-3845215049,Sound Distortion,med,1.0,2.0,customer reports intermittent issue,ORD-3758393,dev-3845215049,2024-10-06 00:00:00.000,0
CLM-887949676,"2024-02-22",ORD-8219635,DEV-8594420165,Overheating,high,1.0,10.0,no fault found,ORD-8219635,dev-8594420165,2024-02-22 00:00:00.000,0
CLM-850924655,"2024-01-28",ORD-3160689,DEV-3413089717,Software,high,1.0,5.0,customer reports intermittent issue,ORD-3160689,dev-3413089717,2024-01-28 00:00:00.000,0
CLM-143477043,"2025-10-01",ORD-5362658,DEV-3156696866,Connectivity,low,0.0,7.0,,ORD-5362658,dev-3156696866,2025-10-01 00:00:00.000,0
CLM-711800772,"2025-11-18",ORD-5684898,,Software,critical,0.0,7.0,customer reports intermittent issue,ORD-5684898,,2025-11-18 00:00:00.000,0
CLM-162670621,"2025-08-28",ORD-4638366,DEV-7325623156,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-4638366,dev-7325623156,2025-08-28 00:00:00.000,0
CLM-547263213,"2024-10-02",ORD-6917428,,Connectivity,,1.0,5.0,,ORD-6917428,,2024-10-02 00:00:00.000,0
CLM-126782525,"2024-11-19",ORD-1431372,DEV-6195140826,,high,1.0,7.0,needs firmware,ORD-1431372,dev-6195140826,2024-11-19 00:00:00.000,0
CLM-855647023,"2025-01-04",ORD-9037665,DEV-2701850931,Sound Distortion,low,1.0,,customer reports intermittent issue,ORD-9037665,dev-2701850931,2025-01-04 00:00:00.000,0
CLM-250007480,"2025-11-05",ORD-3566898,DEV-9036608671,Overheating,low,0.0,10.0,needs firmware,ORD-3566898,dev-9036608671,2025-11-05 00:00:00.000,0
CLM-493380258,"2025-03-30",ORD-7968830,DEV-5486152031,Connectivity,low,1.0,7.0,customer reports intermittent issue,ORD-7968830,dev-5486152031,2025-03-30 00:00:00.000,0
CLM-973624257,"2025-05-16",ORD-6315886,DEV-5144604069,Battery,high,1.0,3.0,needs firmware,ORD-6315886,dev-5144604069,2025-05-16 00:00:00.000,0
CLM-365752229,"2025-01-31",ORD-9201886,DEV-2690191755,Battery,low,1.0,5.0,customer reports intermittent issue,ORD-9201886,dev-2690191755,2025-01-31 00:00:00.000,0
CLM-235672203,"2024-10-27",ORD-1027704,DEV-5480792737,Overheating,low,1.0,2.0,repeat failure,ORD-1027704,dev-5480792737,2024-10-27 00:00:00.000,0
CLM-195087911,"2024-01-23",ORD-7472808,DEV-7459485205,Software,low,1.0,10.0,customer reports intermittent issue,ORD-7472808,dev-7459485205,2024-01-23 00:00:00.000,0
CLM-402061678,"2025-08-22",ORD-6862603,DEV-3756434584,Sound Distortion,high,1.0,5.0,customer reports intermittent issue,ORD-6862603,dev-3756434584,2025-08-22 00:00:00.000,0
CLM-711736521,"2024-03-31",ORD-4844392,DEV-6090770523,Physical Damage,low,1.0,2.0,customer reports intermittent issue,ORD-4844392,dev-6090770523,2024-03-31 00:00:00.000,0
CLM-950289021,"2025-01-29",ORD-3279176,DEV-5883178329,Connectivity,high,1.0,5.0,repeat failure,ORD-3279176,dev-5883178329,2025-01-29 00:00:00.000,0
CLM-844011440,"2025-09-24",ORD-4124366,DEV-1739024459,Sound Distortion,low,1.0,3.0,customer reports intermittent issue,ORD-4124366,dev-1739024459,2025-09-24 00:00:00.000,0
CLM-139863453,"2025-09-03",ORD-3720930,DEV-6859678451,,low,1.0,5.0,customer reports intermittent issue,ORD-3720930,dev-6859678451,2025-09-03 00:00:00.000,0
CLM-369109698,"2024-09-03",ORD-5366935,DEV-1393019146,Sound Distortion,med,1.0,3.0,needs firmware,ORD-5366935,dev-1393019146,2024-09-03 00:00:00.000,0
CLM-375441389,"2024-12-30",ORD-6049989,DEV-2242655074,Software,high,1.0,3.0,repeat failure,ORD-6049989,dev-2242655074,2024-12-30 00:00:00.000,0
CLM-749281767,"2025-06-05",ORD-8935817,,Connectivity,med,1.0,5.0,,ORD-8935817,,2025-06-05 00:00:00.000,0
CLM-338359578,"2024-03-24",ORD-5842344,DEV-4224619798,,low,1.0,2.0,repeat failure,ORD-5842344,dev-4224619798,2024-03-24 00:00:00.000,0
CLM-243906597,"07/04/2024",ORD-5315803,DEV-8772923231,Software,high,1.0,5.0,,ORD-5315803,dev-8772923231,2024-07-04 00:00:00.000,0
CLM-495396360,"2024-06-10",ORD-9070270,DEV-2160709065,Sound Distortion,med,1.0,3.0,repeat failure,ORD-9070270,dev-2160709065,2024-06-10 00:00:00.000,0
CLM-458047091,"2025-06-26",ORD-5794031,DEV-9403298062,Battery,low,1.0,10.0,repeat failure,ORD-5794031,dev-9403298062,2025-06-26 00:00:00.000,0
CLM-295507954,"2024-01-10",ORD-7305351,DEV-8583866948,,low,1.0,7.0,no fault found,ORD-7305351,dev-8583866948,2024-01-10 00:00:00.000,0
CLM-771339444,"2024-05-05",ORD-3259915,DEV-9890809544,Mic issues,high,1.0,3.0,customer reports intermittent issue,ORD-3259915,dev-9890809544,2024-05-05 00:00:00.000,0
CLM-792236347,"2024-11-11",ORD-1969334,DEV-3424340744,Sound Distortion,med,1.0,7.0,customer reports intermittent issue,ORD-1969334,dev-3424340744,2024-11-11 00:00:00.000,0
CLM-202337304,"2024-03-31",ORD-9179253,DEV-9413163095,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-9179253,dev-9413163095,2024-03-31 00:00:00.000,0
CLM-131255482,"2024-05-31",ORD-8866000,DEV-4973636917,Software,low,1.0,5.0,customer reports intermittent issue,ORD-8866000,dev-4973636917,2024-05-31 00:00:00.000,0
CLM-255270850,"2024-11-15",ORD-2401158,DEV-5351585770,Connectivity,high,1.0,10.0,customer reports intermittent issue,ORD-2401158,dev-5351585770,2024-11-15 00:00:00.000,0
CLM-132943179,"2024-10-25",ORD-7412355,DEV-8403776650,Software,critical,0.0,5.0,customer reports intermittent issue,ORD-7412355,dev-8403776650,2024-10-25 00:00:00.000,0
CLM-846268471,"2025-08-19",ORD-4497122,DEV-3882025167,Sound Distortion,high,1.0,7.0,needs firmware,ORD-4497122,dev-3882025167,2025-08-19 00:00:00.000,0
CLM-590310878,"2025-01-01",ORD-6937698,DEV-3396546864,Software,,1.0,,no fault found,ORD-6937698,dev-3396546864,2025-01-01 00:00:00.000,0
CLM-799064663,"2024-08-10",ORD-4116701,DEV-4498132611,Connectivity,low,1.0,3.0,repeat failure,ORD-4116701,dev-4498132611,2024-08-10 00:00:00.000,0
CLM-579129590,"2025-11-28",ORD-3316461,DEV-4494574567,Battery,low,1.0,,customer reports intermittent issue,ORD-3316461,dev-4494574567,2025-11-28 00:00:00.000,0
CLM-752389389,"2025-05-13",ORD-2519603,DEV-7432148890,Physical Damage,low,1.0,,no fault found,ORD-2519603,dev-7432148890,2025-05-13 00:00:00.000,0
CLM-290008012,"2024-11-07",ORD-5452325,DEV-6588216930,Connectivity,low,1.0,5.0,customer reports intermittent issue,ORD-5452325,dev-6588216930,2024-11-07 00:00:00.000,0
CLM-202550139,"2025-03-13",ORD-6877440,DEV-8592068727,Battery,low,1.0,,repeat failure,ORD-6877440,dev-8592068727,2025-03-13 00:00:00.000,0
CLM-706324086,"2025-02-23",ORD-1071862,DEV-2776232793,Battery,high,0.0,3.0,repeat failure,ORD-1071862,dev-2776232793,2025-02-23 00:00:00.000,0
CLM-832615525,"2024-11-13",ORD-2936608,DEV-2250518532,Battery,high,1.0,2.0,no fault found,ORD-2936608,dev-2250518532,2024-11-13 00:00:00.000,0
CLM-197648991,"2025-04-26",ORD-3778655,DEV-4194750455,Sound Distortion,med,1.0,7.0,,ORD-3778655,dev-4194750455,2025-04-26 00:00:00.000,0
CLM-544396543,"2025-12-20",ORD-4731544,,Software,low,0.0,7.0,,ORD-4731544,,2025-12-20 00:00:00.000,0
CLM-995544663,"2024-05-13",ORD-6439727,DEV-4865400497,Battery,med,0.0,5.0,no fault found,ORD-6439727,dev-4865400497,2024-05-13 00:00:00.000,0
CLM-208990650,"2025-02-15",ORD-7588142,DEV-4254430269,Overheating,med,1.0,,,ORD-7588142,dev-4254430269,2025-02-15 00:00:00.000,0
CLM-528509235,"2024-08-14",ORD-2892033,DEV-7264983500,Connectivity,med,1.0,5.0,no fault found,ORD-2892033,dev-7264983500,2024-08-14 00:00:00.000,0
CLM-514253032,"2024-12-31",ORD-8931585,DEV-7029351911,Software,med,0.0,3.0,,ORD-8931585,dev-7029351911,2024-12-31 00:00:00.000,0
CLM-620590298,"2024-01-04",ORD-3907354,DEV-1831710846,Mic issues,low,1.0,7.0,customer reports intermittent issue,ORD-3907354,dev-1831710846,2024-01-04 00:00:00.000,0
CLM-581648461,"2025-12-09",ORD-7311887,DEV-5514050134,Battery,low,0.0,10.0,repeat failure,ORD-7311887,dev-5514050134,2025-12-09 00:00:00.000,0
CLM-285639562,"2024-09-19",ORD-7544268,DEV-2097006393,Mic issues,critical,0.0,10.0,,ORD-7544268,dev-2097006393,2024-09-19 00:00:00.000,0
CLM-392151803,"2024-04-02",ORD-5226561,DEV-3403937842,Overheating,med,1.0,,,ORD-5226561,dev-3403937842,2024-04-02 00:00:00.000,0
CLM-209797780,"2024-06-19",ORD-9869036,DEV-9903201136,Battery,low,1.0,2.0,,ORD-9869036,dev-9903201136,2024-06-19 00:00:00.000,0
CLM-691791667,"2024-10-17",ORD-9219991,DEV-7071619980,Sound Distortion,med,0.0,7.0,no fault found,ORD-9219991,dev-7071619980,2024-10-17 00:00:00.000,0
CLM-925562216,"2024-09-16",ORD-2386182,DEV-1514218251,Sound Distortion,high,1.0,,customer reports intermittent issue,ORD-2386182,dev-1514218251,2024-09-16 00:00:00.000,0
CLM-140149767,"2024-06-01",ORD-4651364,DEV-2123999583,Software,low,,7.0,customer reports intermittent issue,ORD-4651364,dev-2123999583,2024-06-01 00:00:00.000,0
CLM-323622036,"2025-09-03",ORD-8812347,DEV-1186146421,Connectivity,high,0.0,5.0,customer reports intermittent issue,ORD-8812347,dev-1186146421,2025-09-03 00:00:00.000,0
CLM-843399648,"2024-11-11",ORD-9785116,DEV-3887367173,Sound Distortion,high,0.0,3.0,needs firmware,ORD-9785116,dev-3887367173,2024-11-11 00:00:00.000,0
CLM-975623023,"2024-02-26",ORD-9335141,DEV-3818985408,Physical Damage,high,1.0,,,ORD-9335141,dev-3818985408,2024-02-26 00:00:00.000,0
CLM-950366079,"2024-02-19",ORD-6361171,DEV-3980736621,Connectivity,high,1.0,2.0,needs firmware,ORD-6361171,dev-3980736621,2024-02-19 00:00:00.000,0
CLM-663394884,"2024-09-01",ORD-8231644,DEV-6102944734,Sound Distortion,med,1.0,3.0,repeat failure,ORD-8231644,dev-6102944734,2024-09-01 00:00:00.000,0
CLM-876506081,"02/23/2024",ORD-5333516,DEV-8135903179,Software,high,0.0,7.0,repeat failure,ORD-5333516,dev-8135903179,2024-02-23 00:00:00.000,0
