update_id,device_id,update_ts,from_version,to_version,update_status,error_code
FWU-223975113,DEV-1299837920,2025-05-25 16:08:22,1.1.2,2.0.0,success,
FWU-194232567,DEV-2196382710,2024-02-04 10:27:17,1.0.3,2.0.1,success,
FWU-752257848,DEV-6288412270,2025-03-13 11:51:54,1.1.2,1.0.3,success,
FWU-521627534,DEV-5158932325,2024-04-26 00:28:28,,1.1.0,success,
FWU-747941717,DEV-9817885611,2024-03-14 23:48:20,2.0.0,1.1.0,success,
FWU-737040085,DEV-7383798563,2024-12-27 13:59:53,1.1.0,1.1.2,success,
FWU-364671924,DEV-2047191259,2024-01-20 00:59:56,1.0.3,2.0.0,success,
FWU-753970968,DEV-2449628041,2024-02-26 11:20:58,,1.1.0,success,
FWU-691611946,DEV-5229537468,2024-07-23 21:10:46,2.0.0,1.1.2,failed,E_PWR
FWU-557203020,,2025-07-31 17:36:02,,1.0.8,success,
FWU-822654785,DEV-8967658407,2024-01-27 08:45:28,,1.1.0,success,
FWU-502132237,DEV-5473025524,2025-01-14 23:10:56,1.0.3,2.0.0,success,
FWU-180521290,DEV-2579162223,2024-05-01 21:02:31,,1.0.8,success,
FWU-439944162,DEV-3066796804,2025-08-25 10:16:22,1.0.3,1.1.0,failed,E_STORAGE
FWU-805153140,DEV-9645844174,2025-01-18 10:28:51,1.1.2,2.0.1,success,
FWU-382088840,DEV-5971843408,2024-09-29 21:54:29,1.0.8,1.0.8,success,
FWU-179142616,DEV-6644602561,2025-05-14 14:38:12,1.1.2,1.0.3,partial,E_TIMEOUT
FWU-717956169,DEV-1842572532,2024-06-05 06:22:46,1.1.0,1.0.8,success,
FWU-870222418,DEV-2834062946,2025-09-08 09:59:37,1.1.2,2.0.1,success,
FWU-782893815,DEV-9758393482,2024-01-16 00:21:34,1.1.2,1.1.2,success,
FWU-886506059,DEV-6413428504,2024-11-29 15:04:53,2.0.0,2.0.1,success,
FWU-304652519,DEV-1578665615,2024-04-21 06:48:42,1.0.8,1.0.8,failed,
FWU-813891356,DEV-4771386197,2025-05-10 22:27:37,2.0.0,2.0.1,failed,E_STORAGE
FWU-340618972,,2025-03-21 20:26:55,1.1.0,1.0.8,success,
FWU-882895856,DEV-1343504999,2024-04-14 14:22:13,1.0.3,1.0.3,success,
FWU-563346113,DEV-6207207820,2024-03-30 03:31:18,1.0.8,2.0.1,success,
FWU-703024224,DEV-1637894077,2025-03-06 06:46:51,1.0.8,1.0.3,failed,E_STORAGE
FWU-390923248,DEV-9288898291,2025-01-03 08:11:19,1.0.8,1.1.0,success,
FWU-272364190,DEV-2871060473,2025-04-18 05:24:39,,2.0.1,success,
FWU-626913157,DEV-7278640113,2025-01-04 12:41:16,,2.0.0,success,
FWU-989998811,DEV-5141916782,2024-07-10 09:00:11,1.1.0,1.1.2,success,
FWU-112101677,,2025-01-15 14:25:53,,1.1.0,success,
FWU-558864081,DEV-5756897700,2025-11-26 01:25:48,1.1.2,1.1.2,partial,E_PWR
FWU-641998927,DEV-7951893153,2024-06-15 19:19:55,1.0.8,1.0.3,success,
FWU-373977495,DEV-1123748717,2025-09-09 13:50:03,1.1.2,2.0.1,success,
FWU-230344530,DEV-9276164406,2024-06-29 17:51:04,2.0.0,1.0.3,success,
FWU-509738323,DEV-5199523948,2024-05-10 06:06:31,1.1.0,1.0.3,success,
FWU-633762206,DEV-9769878938,2025-12-16 02:20:27,2.0.0,1.0.8,partial,
FWU-534149405,DEV-2825231211,2025-01-29 14:39:35,1.1.0,2.0.0,partial,E_TIMEOUT
FWU-246741572,DEV-9295286514,2025-07-08 10:46:47,2.0.0,1.0.3,success,
FWU-694461016,DEV-7167374582,2025-06-14 03:13:30,2.0.0,1.1.2,success,
FWU-314289868,DEV-9826654029,2025-10-29 16:45:57,1.1.2,1.0.3,failed,E_PWR
FWU-718177083,DEV-5024348372,2025-01-07 23:20:03,1.1.2,1.0.8,success,
FWU-846104224,DEV-8432430482,2025-07-11 09:07:39,2.0.0,2.0.1,success,
FWU-443183622,DEV-1210806141,2024-05-06 16:27:51,1.1.2,1.0.8,success,
FWU-310559132,DEV-9714973291,2024-06-03 02:22:02,1.1.2,1.1.2,success,
FWU-931489157,DEV-9183229580,2025-06-23 12:00:08,,1.0.3,success,
FWU-626187437,DEV-2902678035,2025-08-02 03:40:31,2.0.0,2.0.0,success,
FWU-216626005,DEV-6910772784,2024-08-22 02:54:46,2.0.0,1.1.2,success,
FWU-390148003,DEV-2026019484,2024-01-05 02:10:31,1.1.2,1.1.0,failed,E_STORAGE
FWU-188572330,DEV-3931573517,2025-08-17 03:23:38,1.1.2,1.0.3,success,
FWU-725008828,DEV-4371169839,2025-09-24 00:28:02,1.1.2,2.0.0,success,
FWU-319345366,DEV-5005358917,2024-09-26 14:39:07,1.1.2,2.0.0,success,
FWU-267489495,DEV-6337543050,2025-05-07 16:37:25,1.0.3,1.0.3,success,
FWU-197197981,DEV-1010856843,2025-07-27 21:20:49,1.0.3,2.0.1,success,
FWU-211258651,,2025-06-17 02:43:52,1.1.0,1.0.3,success,
FWU-913895368,DEV-6823336672,2025-03-01 07:01:31,1.0.3,1.1.2,success,
FWU-192303253,DEV-7478611197,2025-02-13 17:31:43,2.0.0,2.0.1,partial,E_TIMEOUT
FWU-418104230,DEV-4888501524,2025-10-24 07:26:40,1.1.2,1.0.3,success,
FWU-279266137,DEV-3447232523,2024-11-25 09:07:56,1.1.2,1.1.2,success,
FWU-825232775,DEV-7834973746,2024-12-29 17:00:28,1.1.2,1.0.3,failed,E_TIMEOUT
FWU-407889301,DEV-2659098833,2025-03-16 05:17:48,1.1.2,1.0.3,success,
FWU-461108373,DEV-3914201496,2025-04-16 23:15:02,1.1.2,1.1.0,success,
FWU-774730043,DEV-8594420165,2025-05-04 20:29:36,1.0.8,2.0.0,success,
FWU-904411371,DEV-4609487344,2025-11-22 02:39:20,,1.0.8,success,
FWU-882612635,DEV-2833158108,2025-03-26 17:28:24,1.1.0,2.0.1,success,
FWU-456629096,DEV-7998365236,2025-06-14 02:21:50,1.1.2,1.0.3,success,
FWU-505265086,DEV-1977830234,2024-11-14 20:46:28,,1.1.0,success,
FWU-520973376,DEV-2254791667,2024-06-02 12:25:57,2.0.0,1.0.8,success,
FWU-503084357,DEV-2621013168,2025-09-19 04:41:17,1.0.8,1.1.2,success,
FWU-621854332,DEV-7022116624,10/15/2025 15:50,1.1.0,2.0.0,partial,E_TIMEOUT
FWU-125028659,DEV-5699264958,2024-06-02 05:58:43,1.0.3,2.0.0,success,
FWU-637340913,DEV-5322811492,2025-04-22 01:33:36,2.0.0,1.0.8,success,
FWU-816554830,DEV-1893862915,2024-12-05 05:37:09,2.0.0,1.0.8,success,
FWU-808158727,DEV-4753325908,2025-08-09 15:18:33,2.0.0,1.1.0,partial,E_TIMEOUT
FWU-824275824,DEV-9519638395,2025-08-02 19:17:14,1.1.0,1.1.0,success,
FWU-422223901,DEV-7508638029,2024-09-17 06:35:16,2.0.0,1.1.0,success,
FWU-517895091,DEV-6867476540,2025-09-09 20:53:53,1.1.2,1.1.2,success,
FWU-438132807,,2024-12-14 00:02:24,1.0.3,2.0.0,success,
FWU-974047585,DEV-5193952271,2024-09-05 18:50:27,,1.1.0,success,
FWU-799920114,DEV-1078969430,2025-08-02 21:14:55,,2.0.1,success,
FWU-481053287,DEV-8658452494,2024-01-20 19:13:30,1.1.0,1.0.3,success,
FWU-624915292,DEV-9156301387,2024-02-04 03:22:32,1.0.8,2.0.0,success,
FWU-756647456,DEV-9953427755,2024-10-23 21:47:12,1.1.2,1.1.0,success,
FWU-178260409,DEV-7872986936,2024-09-25 12:33:51,,2.0.0,success,
FWU-729711949,DEV-6155505163,2024-12-21 02:28:56,1.0.8,1.1.0,success,
FWU-681901925,DEV-7214714896,2025-06-07 09:29:19,1.1.0,1.1.2,success,
FWU-296869835,DEV-4529374529,2025-01-05 08:27:43,1.1.2,1.0.3,success,
FWU-853800104,DEV-4186812559,2025-06-24 13:14:12,1.0.8,1.0.3,success,
FWU-237701985,DEV-3134508210,2024-11-25 13:33:32,1.0.3,1.1.2,success,
FWU-237993914,DEV-5380173443,2025-09-29 01:20:26,2.0.0,1.1.2,success,
FWU-656159739,DEV-3576214947,2024-10-09 18:31:04,1.1.0,1.1.2,success,
FWU-839262190,DEV-4645326145,2024-10-24 12:00:26,,1.1.2,success,
FWU-237140368,DEV-9735261623,2024-04-24 03:11:40,,2.0.0,success,
FWU-323485128,,2025-08-12 01:51:38,1.1.2,1.0.8,success,
FWU-259778975,DEV-1527722674,2025-12-13 11:20:21,2.0.0,1.1.2,success,
FWU-901089321,DEV-3940078355,2025-05-19 02:01:57,1.1.2,1.1.2,success,
FWU-772964066,DEV-7418113245,2024-03-11 08:13:48,1.0.3,2.0.0,failed,
FWU-162285343,DEV-8631325372,2025-12-07 07:24:25,2.0.0,1.1.2,success,
FWU-842952676,DEV-4879712290,2025-11-14 07:59:43,1.0.8,1.1.2,success,
FWU-479743132,DEV-1250332341,2025-11-05 01:24:12,1.0.8,1.0.8,success,
FWU-322965468,DEV-5028577363,2025-04-03 18:02:04,1.0.3,1.0.8,success,
FWU-186497273,DEV-8399749149,2024-07-28 11:04:50,1.0.8,1.1.0,success,
FWU-940716982,DEV-8929027336,2025-04-27 18:31:48,2.0.0,1.0.8,success,
FWU-492297682,DEV-7392845721,2024-12-01 19:47:52,2.0.0,2.0.1,success,
FWU-846046162,,2025-12-06 03:13:27,,1.1.0,success,
FWU-452416676,DEV-5677782223,2024-07-01 12:56:20,1.0.3,1.1.0,success,
FWU-728281396,DEV-7618444313,2025-01-07 00:08:18,1.0.3,1.0.3,success,
FWU-821630860,DEV-6347131821,2025-04-03 00:03:52,1.1.0,2.0.0,success,
FWU-812845147,DEV-1348158533,2025-07-27 13:51:00,1.1.2,1.1.0,success,
FWU-636260321,DEV-8698130924,2024-06-21 05:54:11,1.0.8,2.0.0,success,
FWU-964971221,DEV-1235164478,2024-11-29 07:20:14,1.1.2,2.0.0,success,
FWU-840079394,DEV-1982023149,2024-10-27 12:45:59,1.1.0,1.0.3,success,
FWU-565466162,DEV-4721043139,2025-04-03 18:35:43,1.1.0,2.0.1,success,
FWU-804022890,DEV-9066823167,10/16/2024 16:19,1.0.3,1.0.3,success,
FWU-865546425,DEV-4008747030,2025-02-27 17:28:54,2.0.0,1.0.3,success,
FWU-608833606,DEV-5659664860,2024-07-13 16:54:34,1.0.8,1.0.8,failed,
FWU-156476539,DEV-9085068485,2024-01-19 11:04:12,1.0.8,1.1.0,success,
FWU-504444658,DEV-8868843988,2025-06-10 04:16:46,,1.1.0,success,
FWU-734325200,DEV-8064882799,2025-10-13 19:04:14,1.1.0,1.1.0,success,
FWU-430892181,DEV-3636583994,2024-11-07 20:43:01,1.1.2,1.0.3,success,
FWU-900119797,DEV-5203379410,2025-06-16 03:23:58,1.1.2,1.0.3,success,
FWU-292411473,DEV-4298233159,2025-09-28 03:04:07,,1.1.2,success,
FWU-325585056,DEV-5973170754,2024-10-01 12:45:56,1.0.3,1.0.8,success,
FWU-141178657,DEV-8274059956,2025-04-12 13:28:27,1.0.3,1.0.3,success,
FWU-597549793,DEV-9764416679,2025-05-12 20:05:57,1.1.2,1.1.0,success,
FWU-304930594,DEV-6554995700,2024-11-16 13:48:26,1.0.8,1.0.8,success,
FWU-271514256,DEV-8561393025,2025-11-09 22:33:57,1.0.3,1.0.8,success,
FWU-968774521,DEV-7074958542,2025-08-11 20:56:14,1.0.8,2.0.1,success,
FWU-292969954,DEV-5951819643,2025-10-29 03:14:08,2.0.0,2.0.0,success,
FWU-711041309,DEV-6152781880,2025-03-06 09:47:12,1.1.2,2.0.0,success,
FWU-638530950,DEV-7293891893,2024-03-07 23:25:09,1.0.3,1.1.0,success,
FWU-386892931,DEV-8063165090,2024-07-21 09:05:08,,1.0.3,success,
FWU-805341726,DEV-9444888350,2025-01-31 21:13:20,1.0.3,1.1.0,success,
FWU-895186180,DEV-2986945495,2024-11-13 03:08:19,,2.0.1,success,
FWU-359129787,DEV-7761100005,01/05/2024 12:50,1.1.0,2.0.0,success,
FWU-841601061,DEV-1259331111,2024-05-06 15:58:26,1.1.0,2.0.1,success,
FWU-971289452,DEV-4674092634,2024-03-12 02:25:11,1.1.0,2.0.0,success,
FWU-156061082,DEV-4525377203,2025-02-08 15:18:06,1.1.2,2.0.1,success,
FWU-337306098,DEV-8053027783,2024-01-01 12:04:49,1.1.2,1.0.3,,
FWU-848370274,DEV-8235834707,2025-12-01 12:52:24,1.1.2,1.1.2,failed,E_TIMEOUT
FWU-898714590,DEV-7345562100,2024-02-10 04:04:40,2.0.0,1.0.3,failed,E_STORAGE
FWU-434304815,DEV-1804474636,2024-11-07 06:10:36,1.1.0,1.1.2,success,
FWU-368409038,DEV-3307090385,2025-11-07 08:59:44,1.1.0,1.0.3,success,
FWU-966882544,DEV-2762722701,2025-11-04 15:10:00,1.1.0,1.0.3,success,
FWU-313443492,DEV-1578304848,2024-07-21 13:44:29,1.1.0,1.1.2,success,
FWU-611661741,DEV-9854455655,2024-01-26 07:08:53,1.1.2,1.0.3,success,
FWU-128268420,DEV-2983982686,2024-01-14 18:32:26,1.0.3,2.0.1,failed,E_TIMEOUT
FWU-245988949,DEV-8026912395,2025-08-21 11:47:10,1.1.0,1.1.0,partial,E_TIMEOUT
FWU-747200123,DEV-1888869155,2025-01-19 11:40:20,1.1.0,2.0.1,success,
FWU-204293264,DEV-9237083553,2025-10-25 09:12:20,1.0.3,1.0.8,success,
FWU-108793046,DEV-7558280812,2025-10-28 18:43:11,1.1.2,1.1.2,success,
FWU-574335804,DEV-1141506956,2024-08-03 04:44:57,1.1.0,1.0.8,success,
FWU-555349723,DEV-9259402161,05/06/2025 23:06,1.1.2,1.1.2,success,
FWU-500244587,DEV-9414260250,2024-09-20 13:52:12,1.1.0,2.0.1,success,
FWU-435159938,DEV-6426356499,2025-10-15 07:01:16,1.0.8,1.0.8,success,
FWU-770691814,DEV-7948199232,2025-01-25 07:53:48,1.0.8,1.1.0,success,
FWU-851741943,DEV-1250872340,2025-10-11 20:27:58,1.0.8,1.1.2,failed,E_TIMEOUT
FWU-733699548,DEV-2481745377,2025-04-19 12:50:01,2.0.0,1.1.2,success,E_STORAGE
FWU-445009951,DEV-1637036957,2025-10-25 18:55:55,2.0.0,2.0.0,success,
FWU-962695142,DEV-1024872588,2024-08-11 19:48:52,,2.0.0,success,
FWU-698716795,DEV-7055551080,2024-11-29 19:35:07,1.1.0,1.0.8,success,
FWU-705858826,DEV-7330062085,2024-09-01 11:59:26,1.1.0,1.1.2,success,
FWU-491878463,DEV-5359527558,2025-12-17 21:23:46,1.0.3,2.0.1,success,
FWU-730328651,DEV-8621213057,2024-09-21 19:47:45,1.1.2,2.0.1,success,
FWU-934357661,DEV-6369934500,2024-11-05 02:26:41,2.0.0,2.0.0,success,
FWU-800779431,,2024-04-15 01:24:33,1.1.0,2.0.0,success,
FWU-378913514,DEV-3031906489,2024-09-29 11:22:56,1.1.2,2.0.1,success,
FWU-750042961,DEV-6609132187,2025-08-28 17:04:52,2.0.0,2.0.0,success,
FWU-950242455,DEV-2764306346,2025-04-21 08:32:02,1.0.8,2.0.1,success,
FWU-833776393,DEV-2299643496,2024-08-10 03:42:58,1.1.2,2.0.1,,
FWU-899450796,DEV-8803333717,2025-11-20 20:33:04,1.1.0,1.0.3,failed,E_BT
FWU-418952235,DEV-4332309202,09/12/2025 13:52,1.1.0,1.1.0,success,
FWU-355280287,DEV-9435208170,2025-07-10 08:56:12,1.1.2,2.0.1,success,
FWU-314887489,DEV-8141853816,2025-12-12 04:54:57,,1.1.0,failed,E_PWR
FWU-648950717,DEV-8037135964,2025-07-30 13:57:42,2.0.0,1.0.3,success,
FWU-976528071,DEV-6665879948,2024-08-14 03:43:58,,2.0.0,success,
FWU-201100665,DEV-5819417473,2024-11-16 09:08:05,1.0.8,1.1.2,success,
FWU-493007756,DEV-6545319422,2024-08-25 15:54:14,1.1.2,2.0.0,failed,E_STORAGE
FWU-874499886,DEV-9662073628,2024-10-03 09:12:01,2.0.0,1.1.2,success,
FWU-385800002,DEV-7973402068,2025-01-02 10:12:37,2.0.0,1.0.8,success,
FWU-741858777,DEV-6031257053,2025-04-26 03:29:48,1.1.0,1.1.2,success,
FWU-330541378,DEV-9994335217,2025-10-13 20:45:02,1.0.8,2.0.1,success,
FWU-329871448,DEV-2671005087,2024-06-14 06:20:54,2.0.0,1.0.8,success,
FWU-897066298,DEV-2529108374,2025-11-07 01:30:18,1.1.2,1.0.3,success,
FWU-814516931,DEV-4945172663,2025-05-23 09:01:06,1.0.3,2.0.1,success,
FWU-315717770,DEV-2363379552,2025-09-11 19:51:06,1.1.2,1.1.2,partial,E_STORAGE
FWU-872207035,,2024-11-21 15:48:01,1.1.0,1.1.0,failed,
FWU-686445227,DEV-3181601173,2024-04-20 06:49:30,2.0.0,1.1.2,success,
FWU-991564145,DEV-3304136407,2025-10-08 22:27:34,1.0.3,1.0.3,failed,E_BT
FWU-380420838,DEV-6290898935,2024-02-24 08:29:46,1.1.2,1.1.2,success,
FWU-591250194,DEV-6486824909,2024-11-27 07:27:56,1.0.8,2.0.1,success,
FWU-840917873,DEV-1922075125,2024-02-16 03:51:40,1.1.0,1.1.2,success,
FWU-683928938,,2024-04-02 21:47:14,1.0.8,1.1.0,success,
FWU-316443546,DEV-7608778051,2024-09-30 14:06:57,2.0.0,1.1.2,success,
FWU-449063691,,2024-09-16 20:53:50,,1.0.3,success,
FWU-514351121,DEV-3106153843,2024-11-17 22:20:48,1.1.2,1.1.2,failed,E_PWR
FWU-845370779,DEV-3025968149,2025-02-23 22:35:32,1.1.2,2.0.1,success,
FWU-255717737,DEV-6986354135,2024-08-09 08:13:08,,1.1.2,success,
FWU-412955769,DEV-9572414288,2025-09-12 17:16:56,1.0.3,1.0.3,failed,
FWU-496324082,DEV-7297732094,2024-04-09 10:18:09,2.0.0,1.1.2,failed,E_TIMEOUT
FWU-512448555,DEV-8190804221,2024-08-04 03:31:49,1.1.2,1.0.3,success,
FWU-358043104,DEV-1549838609,05/07/2025 22:29,2.0.0,1.1.2,success,
FWU-486946952,DEV-7574900430,2024-11-30 09:12:39,1.0.3,1.1.0,success,
FWU-309772889,,2024-10-19 04:14:45,2.0.0,2.0.1,success,
FWU-785309908,DEV-8433137915,2025-01-28 20:55:04,2.0.0,1.0.8,success,
FWU-638193375,DEV-4962041913,2024-01-07 15:49:38,2.0.0,1.1.2,success,
FWU-736717387,DEV-5216098224,2025-06-20 06:51:49,1.1.2,2.0.1,failed,E_TIMEOUT
FWU-239931545,DEV-3252043192,2025-03-17 11:13:05,1.0.3,1.0.8,success,
FWU-499420317,DEV-4893322890,03/14/2024 06:22,1.0.3,1.0.8,success,
FWU-286174955,DEV-1706905972,2025-01-20 20:39:08,,1.0.8,success,
FWU-247601812,DEV-4333724031,2025-07-17 14:18:05,1.1.0,1.1.2,success,
FWU-816691134,DEV-2985398763,2024-07-06 06:59:43,2.0.0,2.0.1,success,
FWU-888528314,DEV-3441529619,2024-05-28 17:25:33,1.0.3,1.0.8,success,
FWU-514923657,DEV-7773814055,2025-02-25 07:12:58,2.0.0,1.1.0,success,
FWU-876831762,DEV-4969642559,2024-12-22 22:14:46,1.0.3,1.0.3,success,
FWU-385513940,DEV-3273243606,2024-12-08 02:28:44,,1.0.8,success,
FWU-138949785,DEV-4424240437,2025-06-01 09:49:57,1.0.8,1.0.3,success,
FWU-870338493,DEV-1974569877,2025-10-28 07:07:45,1.0.8,1.1.2,failed,E_BT
FWU-887312347,DEV-6427239597,2024-02-17 10:46:23,,1.1.0,success,
FWU-111968099,DEV-2407692034,2024-08-21 00:55:03,1.1.0,1.0.8,partial,
FWU-860879074,DEV-8823266732,2025-12-11 01:43:46,1.1.0,2.0.1,success,
FWU-505390308,DEV-1495978105,2024-02-21 21:54:38,1.0.3,1.1.0,success,
FWU-949994000,DEV-6360027517,2024-05-23 13:29:12,,1.0.8,success,
FWU-205372497,DEV-4420867094,2025-02-25 11:43:22,2.0.0,2.0.1,success,
FWU-329873383,DEV-3232710580,2024-10-21 14:34:58,1.1.2,1.0.8,success,
FWU-810527596,DEV-1165244575,2024-07-07 21:24:28,2.0.0,1.0.8,success,
FWU-457559835,DEV-5843242253,2024-07-18 23:07:02,1.0.8,1.1.2,success,
FWU-215971616,,2024-04-29 08:13:22,2.0.0,1.0.8,success,
FWU-265266355,DEV-4612640114,2024-11-20 10:01:36,1.0.8,1.0.8,success,
FWU-717370139,DEV-5670260654,2025-10-04 13:25:24,2.0.0,1.1.2,success,
FWU-449701470,DEV-8895090298,2025-09-20 05:23:58,,2.0.0,failed,
FWU-589252700,DEV-4615426817,09/27/2025 01:17,1.1.2,2.0.1,success,
FWU-814545212,DEV-5590665219,2025-07-30 14:41:59,1.0.3,1.0.8,partial,E_STORAGE
FWU-999476839,DEV-5777000212,2025-08-11 14:31:59,1.1.2,1.0.8,success,
FWU-226801472,,2024-12-21 04:17:35,,1.0.3,success,
FWU-878994615,DEV-6642422190,2024-02-27 22:20:34,1.0.3,1.0.8,success,
FWU-646687082,DEV-1170004678,2025-11-08 04:40:27,1.1.2,1.0.8,success,
FWU-306149171,DEV-4041122758,2024-11-06 17:41:29,1.1.2,1.1.2,success,
FWU-664588713,DEV-5415559366,2025-05-09 04:56:49,1.0.8,1.0.8,success,
FWU-374173325,DEV-8935231117,2024-12-26 09:15:33,1.0.3,1.0.3,success,
FWU-826323652,DEV-7336559081,2024-01-02 17:07:37,1.0.3,1.0.3,success,
FWU-762433143,DEV-4614591668,2025-08-30 10:57:32,1.0.8,1.1.2,success,
FWU-117515082,DEV-8059102593,2024-07-14 22:01:31,1.0.3,1.1.2,success,
FWU-386325931,DEV-2831310616,2025-03-04 16:44:42,1.0.8,1.0.3,success,
FWU-983945129,DEV-2468493455,2025-01-12 17:25:47,1.1.2,1.0.3,success,
FWU-918035167,DEV-3985511348,2025-05-11 13:57:34,1.1.0,1.0.8,partial,E_STORAGE
FWU-637124346,DEV-3713904908,2025-03-25 03:23:38,1.1.2,1.1.2,success,
FWU-189389230,DEV-4878752889,2025-06-26 14:25:18,2.0.0,1.1.2,success,E_STORAGE
FWU-248983179,DEV-9365333271,2024-11-11 18:37:48,1.1.2,2.0.0,success,
FWU-671562204,DEV-9219967972,2025-07-01 06:12:16,,2.0.0,success,
FWU-260776075,DEV-8501043530,2024-05-18 22:16:07,1.1.0,1.1.0,success,
FWU-528401744,DEV-5354098761,2025-09-24 10:52:40,1.1.2,1.0.8,success,
FWU-811424920,DEV-3650013144,2024-07-20 04:08:14,1.0.3,2.0.1,success,
FWU-740527271,DEV-6334395858,2025-02-17 09:22:41,1.0.8,1.1.2,success,
FWU-617966228,DEV-4931237532,2024-06-01 13:06:22,,1.0.3,success,
FWU-817887945,DEV-3351919741,2025-10-10 03:30:16,2.0.0,1.0.8,partial,E_TIMEOUT
FWU-224156339,DEV-4684247486,2025-12-06 14:14:43,1.0.3,1.1.0,success,
FWU-295570026,DEV-5819417473,2025-08-30 22:32:23,1.1.0,1.1.0,success,
FWU-975522687,DEV-7200865273,2025-03-31 03:59:08,,2.0.1,failed,E_STORAGE
FWU-741604542,DEV-8416613232,2025-09-03 09:06:07,,2.0.1,success,
FWU-415344387,DEV-8760998190,2025-02-24 18:30:16,,1.0.3,success,
FWU-390247163,DEV-6306659694,2024-06-09 21:34:09,1.0.8,1.1.2,success,
FWU-574303963,DEV-2593084556,08/19/2025 21:21,,1.1.0,success,
FWU-528365556,DEV-7810642249,2025-10-22 18:50:20,1.0.3,1.0.8,success,
FWU-696406513,DEV-4049368780,2024-06-14 07:08:15,,1.1.0,success,
FWU-469695540,DEV-7531513968,2024-08-10 19:11:08,1.0.3,1.0.8,success,
FWU-731698908,DEV-5280976183,2025-02-05 01:50:10,,1.0.8,success,
FWU-461793176,DEV-6901547830,2025-08-17 10:19:53,1.1.0,1.1.2,success,
FWU-762332395,DEV-6140365572,2024-02-12 12:53:35,2.0.0,2.0.1,success,
FWU-358648686,DEV-4563729199,2024-12-16 01:10:27,1.0.3,1.1.0,success,
FWU-819538997,DEV-1598659548,2025-05-10 02:08:09,,2.0.0,success,
FWU-401406597,DEV-9496381759,2024-01-02 14:56:17,1.1.0,2.0.1,success,
FWU-241132222,DEV-3327775965,2025-05-08 23:36:29,1.1.2,1.1.2,failed,E_PWR
FWU-463010094,DEV-6913007233,2025-07-21 22:30:01,2.0.0,1.0.8,success,
FWU-681369181,DEV-4387994138,2025-09-30 03:03:17,1.1.2,1.1.2,,
FWU-163659833,,2024-11-30 15:21:22,,1.1.2,success,
FWU-569433666,DEV-6514461953,2024-11-09 13:16:28,1.0.8,1.0.8,success,
FWU-832868816,DEV-7002490844,2025-02-22 22:41:55,1.0.3,2.0.0,success,
FWU-331222420,DEV-3940466763,2024-12-01 02:23:21,2.0.0,1.1.2,success,
FWU-648485657,DEV-5621144686,2025-04-03 17:29:34,2.0.0,2.0.0,success,
FWU-554497511,DEV-7562649267,2024-07-12 23:54:33,1.0.8,1.1.0,success,
FWU-434239844,DEV-4276427174,2025-05-02 06:42:57,1.1.2,1.1.0,success,
FWU-541144301,DEV-2582222285,2025-02-13 08:20:12,2.0.0,1.0.8,failed,
FWU-813892662,DEV-4837552127,2024-10-18 22:13:46,1.0.3,2.0.0,success,
FWU-958279634,DEV-5453940328,2025-05-25 14:40:49,2.0.0,1.1.2,success,
FWU-825012932,DEV-5111714773,2024-07-01 19:04:24,1.1.2,2.0.0,success,
FWU-616859227,DEV-2981327592,2025-10-16 06:18:59,1.0.3,1.1.0,success,
FWU-281047040,DEV-2044036630,2025-06-27 13:21:54,1.0.8,1.1.2,success,
FWU-560660514,DEV-5696007076,2025-03-03 14:09:51,1.0.8,1.1.0,success,
FWU-629807347,DEV-9644631517,2025-04-01 06:51:07,2.0.0,1.0.3,success,
FWU-293585146,DEV-7633746932,2024-12-10 17:40:17,,1.1.2,success,
FWU-277505841,DEV-3439482394,2024-10-20 21:11:55,1.1.0,1.1.2,failed,
FWU-920158899,DEV-1808358153,2024-09-23 00:48:48,1.0.3,1.0.8,success,
FWU-647787233,DEV-1496510785,2025-11-21 01:22:47,1.0.8,1.0.8,failed,E_STORAGE
FWU-524448951,DEV-1230468358,2025-10-13 01:05:34,1.1.0,1.1.0,success,
FWU-617985474,,2024-10-13 21:41:05,1.1.0,2.0.1,success,
FWU-240019318,DEV-2736216405,2025-04-02 06:14:17,,1.1.0,failed,
FWU-136270663,DEV-8031884870,2025-01-29 18:46:10,2.0.0,1.1.0,success,
FWU-472694826,DEV-4412999337,2024-06-20 10:13:04,1.0.8,2.0.1,success,
FWU-486876456,,2024-01-29 13:28:37,1.1.2,1.0.8,success,
FWU-795854229,DEV-7000070551,2025-08-18 17:56:53,,2.0.0,success,
FWU-704437404,DEV-2447875710,2024-01-14 23:09:12,1.1.0,2.0.1,success,
FWU-267392016,DEV-6745102417,2025-12-17 04:48:44,1.0.8,1.0.3,failed,E_BT
FWU-742145463,DEV-5341842641,2025-07-18 23:03:19,1.1.2,1.1.0,success,
FWU-695370572,DEV-4131652865,2025-11-21 17:02:47,1.1.2,2.0.0,success,
FWU-831873579,DEV-4383295358,2025-05-31 11:51:23,1.1.0,1.1.0,success,
FWU-687730691,DEV-8232900626,05/28/2024 01:02,2.0.0,1.0.8,success,
FWU-509039422,DEV-1934770845,2025-10-18 07:40:30,1.0.8,2.0.0,success,
FWU-640739037,DEV-7667720127,12/30/2025 10:47,1.1.2,1.0.8,success,
FWU-498713729,DEV-6062652527,2024-07-24 19:08:25,1.0.3,1.0.8,,
FWU-210133591,DEV-5855133344,2024-02-12 14:43:22,1.0.8,1.0.8,success,
