device_id,product_id,model_name,hw_revision,manufacture_lot,activated_date
DEV-5485937019,PRD-99353,QC45,A,LOT-398470,2025-09-23
DEV-7061613757,PRD-99353,Studio Pro,D,LOT-973319,2025-05-26
DEV-5832740069,PRD-24371,Studio Pro,A,LOT-467658,2025-07-23
DEV-3420845796,PRD-63354,Sport Buds,D,LOT-797079,2025-05-23
DEV-6570943259,PRD-66155,QC Ultra,C,LOT-158741,
DEV-1831710846,PRD-12757,QC45,D,LOT-724317,2024-01-29
DEV-2715669638,PRD-24371,QC45,C,LOT-635540,2025-10-14
DEV-4529010746,PRD-17100,Air Mini,B,LOT-873281,2025-07-06
DEV-5365653394,PRD-66155,Studio Pro,B,LOT-790553,01/03/2025
DEV-1284429034,PRD-35112,Air Mini,A,LOT-159221,08/05/2024
DEV-4122987337,PRD-24371,QC45,C,LOT-386617,2024-05-09
DEV-9351969100,PRD-71348,QC45,D,LOT-100164,2025-09-18
DEV-1156252974,PRD-99353,Studio Pro,C,LOT-104148,2025-11-15
DEV-9609958483,PRD-96511,Theater Kit X,C,LOT-935641,2024-04-04
DEV-2776779784,PRD-96511,Theater Kit X,B,LOT-455303,
DEV-9733048540,PRD-49117,QC45,C,LOT-254472,2025-12-18
DEV-1715209196,PRD-66155,QC Ultra,C,LOT-921259,2024-01-12
DEV-4746107121,PRD-24371,QC45,C,LOT-540534,2024-07-22
DEV-4507255660,PRD-99353,Studio Pro,D,,2025-10-29
DEV-2335177144,PRD-17100,Air Mini,B,LOT-259526,2025-07-11
DEV-9147755624,PRD-65461,QC45,C,LOT-889706,2025-04-02
DEV-5715307834,PRD-24371,Studio Pro,B,LOT-279004,2025-07-19
DEV-8591832588,PRD-99353,Studio Pro,A,LOT-790648,
DEV-2955296532,PRD-66155,QC Ultra,B,,
DEV-6271078165,PRD-47606,Portable PA Mini,C,LOT-767680,2025-05-12
DEV-3215517075,PRD-79822,Studio Pro,B,LOT-194838,2024-06-26
DEV-7757214867,PRD-66155,QC Ultra,B,LOT-888417,2025-04-18
DEV-2291092850,PRD-71348,QC Ultra,D,LOT-753939,2025-05-16
DEV-2180224582,PRD-24371,Studio Pro,,LOT-710229,2025-05-27
DEV-8410482041,PRD-10074,QC Ultra,,LOT-737932,2025-02-06
DEV-8826043444,PRD-71348,QC Ultra,,LOT-339914,2025-06-19
DEV-1145565956,PRD-10425,QC45,A,LOT-537836,2024-07-08
DEV-3084759813,PRD-66155,QC45,B,LOT-478955,2025-04-05
DEV-2166115415,PRD-66155,Studio Pro,A,,2024-07-06
DEV-8975546109,PRD-24371,QC Ultra,,LOT-621260,2025-12-09
DEV-9288700094,PRD-71348,QC45,B,,2025-04-20
DEV-1992296576,PRD-66155,QC45,B,LOT-709427,2024-10-03
DEV-3894899709,PRD-47606,Portable PA Mini,B,LOT-335048,2025-01-23
DEV-1317563904,PRD-24371,Studio Pro,B,LOT-478583,2025-02-11
DEV-5422693222,PRD-23104,SoundLink Flex,C,LOT-201084,2025-11-17
DEV-8476266324,PRD-71348,Studio Pro,A,LOT-785377,
DEV-4864075264,PRD-12757,QC Ultra,B,LOT-791032,2024-01-01
DEV-7571013657,PRD-71348,QC Ultra,A,LOT-936579,2024-06-08
DEV-4847412688,PRD-40007,QC45,D,LOT-852522,2025-01-26
DEV-8299148610,PRD-49117,Studio Pro,B,LOT-945326,2024-12-17
DEV-8971755160,PRD-24371,QC Ultra,A,LOT-319818,2024-03-19
DEV-3324959409,PRD-68008,Aviation Pro X,A,LOT-542868,2024-03-29
DEV-8648821596,PRD-12757,Studio Pro,B,LOT-354167,
DEV-1574845450,PRD-66155,QC Ultra,B,LOT-841764,2025-12-22
DEV-2220977106,PRD-66155,QC45,D,LOT-503269,2024-12-20
DEV-9450232374,PRD-38080,Studio Pro,D,LOT-836700,2025-01-25
DEV-5290392241,PRD-66155,QC45,A,LOT-955098,11/07/2025
DEV-8302335124,PRD-66155,QC45,A,LOT-573763,2025-05-04
DEV-6036047917,PRD-49117,Studio Pro,D,LOT-777786,2025-09-14
DEV-8938320655,PRD-24371,QC Ultra,B,LOT-242547,2024-10-11
DEV-1137436218,PRD-41385,QC Ultra,A,LOT-886772,2024-12-16
DEV-1730920637,PRD-10425,QC Ultra,D,LOT-629397,2025-09-01
DEV-8062604803,PRD-66155,QC45,A,LOT-268330,2025-06-10
DEV-8893245468,PRD-41385,Studio Pro,B,,2024-01-03
DEV-3875116605,PRD-66155,QC Ultra,D,,2025-05-18
DEV-2059856646,PRD-10074,QC Ultra,C,LOT-431656,2025-06-08
DEV-5306783007,PRD-71348,QC45,A,LOT-205985,2025-07-05
DEV-7227862632,PRD-66155,Studio Pro,,LOT-394440,2025-08-27
DEV-6692739834,PRD-24371,QC Ultra,B,LOT-166058,2025-07-10
DEV-3152989489,PRD-66155,Studio Pro,B,,2024-08-03
DEV-6842704263,PRD-68008,Aviation Pro X,B,LOT-491905,2024-03-02
DEV-8972777561,PRD-41385,QC Ultra,B,LOT-414884,2024-11-24
DEV-9689668797,PRD-12757,QC Ultra,C,LOT-278266,2025-03-12
DEV-3408937387,PRD-79822,QC45,B,LOT-963780,2025-12-02
DEV-4987073765,PRD-10074,QC45,A,LOT-677380,2024-06-02
DEV-7868170070,PRD-66155,QC45,,LOT-271474,2024-02-10
DEV-8085254337,PRD-24371,QC Ultra,B,LOT-682754,
DEV-4848269096,PRD-68082,Air Mini,B,LOT-645769,2025-03-25
DEV-6829582340,PRD-49117,QC Ultra,C,LOT-914731,2025-07-02
DEV-7111782073,PRD-23104,SoundLink Flex,A,LOT-106834,2024-11-09
DEV-8433778468,PRD-99353,QC Ultra,D,LOT-551486,
DEV-5677615118,PRD-66155,QC45,D,LOT-346891,2024-04-04
DEV-9703119231,PRD-95180,Studio Pro,B,LOT-578496,2024-11-06
DEV-5932325004,PRD-66155,QC Ultra,A,LOT-525600,2025-04-13
DEV-2852114130,PRD-66155,QC45,C,,2024-07-24
DEV-5734714022,PRD-10425,Studio Pro,A,,2024-12-10
DEV-1299806783,PRD-81511,Theater Kit X,D,LOT-107427,2025-11-12
DEV-3069623214,PRD-49117,QC45,C,LOT-748588,2025-11-17
DEV-5782588142,PRD-71348,QC45,,,2025-01-03
DEV-7716366421,PRD-76469,Portable PA X,D,LOT-576919,2024-09-05
DEV-3903663800,PRD-99353,Studio Pro,D,LOT-304005,2025-08-03
DEV-2842745793,PRD-24371,QC45,C,LOT-967415,2025-09-25
DEV-5749719355,PRD-41385,Studio Pro,D,LOT-148237,2024-01-14
DEV-6321251544,PRD-66155,QC45,C,LOT-835603,2025-06-13
DEV-3141645384,PRD-49117,QC Ultra,C,LOT-461614,2024-05-29
DEV-1240505797,PRD-24371,QC45,A,LOT-111496,2025-01-01
DEV-6222218814,PRD-10425,Studio Pro,D,LOT-608371,2025-04-27
DEV-3758430379,PRD-71348,QC45,B,LOT-998286,2024-04-22
DEV-5226459250,PRD-66155,QC45,D,LOT-234469,2024-04-25
DEV-6927060195,PRD-10425,QC45,B,LOT-257937,2024-10-06
DEV-5395629257,PRD-71348,QC Ultra,B,LOT-310045,2024-06-17
DEV-9049693639,PRD-66155,QC Ultra,B,LOT-161800,
DEV-5837129541,PRD-66155,QC Ultra,B,LOT-325441,2025-01-17
DEV-6079669748,PRD-81511,Soundbar 600,A,LOT-685311,2024-01-25
DEV-9379663171,PRD-59672,Air Mini,B,,2025-01-18
DEV-7238407693,PRD-40982,Quiet Buds,C,LOT-444753,2025-10-16
DEV-8603638806,PRD-49117,Studio Pro,C,LOT-222112,2025-06-18
DEV-8401059093,PRD-66155,Studio Pro,A,LOT-640209,2025-04-21
DEV-7813219671,PRD-24371,QC45,A,LOT-317721,
DEV-7996596515,PRD-41385,QC45,B,LOT-680117,2024-01-22
DEV-8927851572,PRD-64040,Theater Kit X,A,LOT-575438,2025-01-11
DEV-3656441249,PRD-95180,Studio Pro,C,LOT-190897,2025-02-13
DEV-9617274256,PRD-17100,Quiet Buds,C,LOT-995956,2025-05-14
DEV-7827336210,PRD-66155,QC45,A,LOT-167269,2024-12-30
DEV-9032010258,PRD-35112,Air Mini,D,LOT-166655,2024-02-15
DEV-6881014636,PRD-66155,Studio Pro,A,LOT-885512,2025-03-02
DEV-7739822129,PRD-24371,QC45,A,LOT-351643,03/24/2024
DEV-3256945963,PRD-41385,QC Ultra,A,LOT-854889,2024-11-11
DEV-8552659149,PRD-95180,QC45,B,LOT-705380,
DEV-4408813691,PRD-71348,Studio Pro,C,LOT-788636,2024-08-31
DEV-2455541491,PRD-24371,Studio Pro,C,LOT-110398,2024-06-14
DEV-4327028066,PRD-10074,QC Ultra,A,LOT-703680,2025-06-18
DEV-6053604374,PRD-66155,QC Ultra,D,LOT-771891,2025-01-31
DEV-1079279059,PRD-71348,QC45,C,LOT-390114,2024-02-19
DEV-1743647785,PRD-66155,Studio Pro,C,LOT-819643,
DEV-4900611384,PRD-66155,QC45,D,LOT-935217,2024-03-22
DEV-7097891598,PRD-66155,QC Ultra,B,LOT-757260,2024-11-12
DEV-6363755879,PRD-40007,Studio Pro,B,LOT-776362,2024-05-06
DEV-1179588802,PRD-66155,QC45,C,LOT-210639,2025-10-21
DEV-4249238710,PRD-71348,QC Ultra,C,LOT-817386,2025-09-03
DEV-3800558911,PRD-66155,QC Ultra,A,,2025-04-27
DEV-5734134248,PRD-66155,Studio Pro,A,LOT-525626,2025-10-10
DEV-5453634297,PRD-24371,QC45,D,LOT-528332,2024-07-10
DEV-5223345091,PRD-66155,QC Ultra,C,LOT-737606,2025-12-13
DEV-9162735058,PRD-24371,QC Ultra,C,LOT-359806,2025-01-11
DEV-2777834545,PRD-66155,QC Ultra,B,LOT-954049,2024-07-09
DEV-5271538858,PRD-65461,QC45,A,LOT-599326,2025-07-13
DEV-9935559166,PRD-91351,Soundbar 900,D,,2025-05-12
DEV-1377043342,PRD-98555,Portable PA Mini,D,LOT-611117,2024-06-04
DEV-8776399178,PRD-66155,QC Ultra,A,LOT-564348,2024-12-15
DEV-2985493621,PRD-99353,QC45,D,,2024-08-17
DEV-9471278841,PRD-25906,Aviation Pro X,C,LOT-967616,2025-09-22
DEV-2611452782,PRD-99353,QC45,B,LOT-111698,2025-11-21
DEV-1056035422,PRD-97153,Portable PA X,B,LOT-682833,2025-06-19
DEV-1194476091,PRD-81066,Sport Buds,D,LOT-405562,
DEV-1004929437,PRD-30635,Quiet Buds,A,LOT-241173,
DEV-1599683576,PRD-66155,Studio Pro,D,LOT-298149,2025-11-15
DEV-9038873600,PRD-10425,QC Ultra,D,LOT-255730,2025-04-30
DEV-4611091880,PRD-66155,QC Ultra,D,LOT-829000,2025-12-01
DEV-1592496203,PRD-66155,QC45,A,LOT-878439,02/01/2024
DEV-5972189439,PRD-24371,QC45,C,LOT-767027,2025-09-13
DEV-6046119134,PRD-66155,QC45,C,LOT-122783,2025-07-24
DEV-3396546864,PRD-42018,SoundLink Flex,D,LOT-911337,2024-02-06
DEV-5863694721,PRD-62923,Air Mini,A,LOT-614922,2025-04-27
DEV-3258418050,PRD-24371,Studio Pro,D,LOT-336610,03/23/2025
DEV-7624674781,PRD-95180,Studio Pro,A,LOT-662362,2025-07-12
DEV-9318419009,PRD-66155,Studio Pro,,LOT-252777,2024-01-08
DEV-5507538008,PRD-12757,Studio Pro,D,LOT-981626,2025-02-17
DEV-6707392765,PRD-66155,QC Ultra,A,LOT-344662,2025-06-05
DEV-8885019049,PRD-66155,QC Ultra,A,LOT-904323,2024-05-22
DEV-4211630279,PRD-10425,Studio Pro,C,LOT-449335,12/24/2024
DEV-2203612533,PRD-24371,Studio Pro,,LOT-533656,2024-04-24
DEV-9642899119,PRD-10074,QC45,C,LOT-360721,2025-01-31
DEV-2648258884,PRD-40007,Studio Pro,D,LOT-454636,06/28/2025
DEV-4507578664,PRD-17100,Quiet Buds,C,LOT-555370,2025-05-20
DEV-7807380188,PRD-99353,QC Ultra,A,LOT-101886,2024-11-21
DEV-4672488682,PRD-79822,QC Ultra,A,LOT-328484,2025-01-10
DEV-1210331375,PRD-66155,Studio Pro,D,LOT-276465,2025-03-10
DEV-7570576716,PRD-66155,Studio Pro,A,LOT-404385,2025-10-23
DEV-6871200189,PRD-59672,Quiet Buds,D,LOT-513084,2024-11-26
DEV-9146493077,PRD-66155,QC45,D,LOT-151787,2024-10-02
DEV-2299643496,PRD-66155,QC Ultra,D,LOT-153761,2025-05-29
DEV-6269018068,PRD-42527,Soundbar 600,C,LOT-605498,2025-10-21
DEV-6074802395,PRD-49117,QC Ultra,,LOT-510898,2024-10-09
DEV-7488280807,PRD-66155,QC Ultra,A,,07/18/2024
DEV-5585259786,PRD-95180,Studio Pro,A,LOT-127128,2025-03-09
DEV-2049154037,PRD-66155,QC Ultra,B,LOT-745922,2025-07-12
DEV-5352224266,PRD-71348,QC45,D,LOT-912155,2025-10-17
DEV-8819659709,PRD-24371,QC Ultra,C,LOT-217816,2025-03-03
DEV-3470689625,PRD-71348,QC45,A,LOT-784677,2025-12-02
DEV-3123784208,PRD-66155,Studio Pro,C,LOT-416871,2024-09-25
DEV-3384887010,PRD-12757,QC45,A,LOT-996730,2024-11-25
DEV-5658542624,PRD-49117,Studio Pro,C,LOT-701830,2025-09-23
DEV-6607360283,PRD-10425,Studio Pro,D,,2025-11-12
DEV-3946451158,PRD-49117,QC Ultra,C,LOT-110318,2024-10-26
DEV-4917042723,PRD-24371,QC45,C,LOT-979855,
DEV-6580517643,PRD-81511,Soundbar 900,B,,2025-08-25
DEV-7712353536,PRD-99353,Studio Pro,D,LOT-622528,2025-03-29
DEV-5962112808,PRD-66155,Studio Pro,B,LOT-787823,2025-07-08
DEV-3391970237,PRD-66155,QC Ultra,C,LOT-331562,2025-07-16
DEV-1835593788,PRD-66155,QC Ultra,B,LOT-417362,2025-07-19
DEV-5621144686,PRD-71348,QC45,A,LOT-166700,2024-10-15
DEV-1553632772,PRD-65518,Theater Kit X,D,LOT-358128,2025-04-07
DEV-6873110926,PRD-66155,QC Ultra,B,LOT-544907,05/20/2025
DEV-3982120037,PRD-66155,QC Ultra,B,LOT-955023,
DEV-4893322890,PRD-24371,QC45,B,LOT-523927,2024-09-18
DEV-9413418539,PRD-12757,QC Ultra,D,LOT-216434,
DEV-4947436521,PRD-81066,Quiet Buds,A,LOT-463561,2025-10-29
DEV-7602146347,PRD-47606,Portable PA X,A,LOT-315741,2024-12-25
DEV-3745404856,PRD-12757,Studio Pro,B,,2024-08-27
DEV-5071572251,PRD-98555,Portable PA Mini,A,LOT-884825,2025-12-13
DEV-7803566929,PRD-66155,Studio Pro,D,LOT-875386,
DEV-4484192539,PRD-10425,QC45,A,LOT-289111,2025-11-03
DEV-5731916551,PRD-66155,Studio Pro,A,LOT-756286,2024-01-24
DEV-5578600559,PRD-66155,QC Ultra,A,LOT-979745,08/23/2025
DEV-3788176246,PRD-41385,QC Ultra,B,LOT-427730,
DEV-4675836451,PRD-68082,Quiet Buds,A,LOT-307667,2024-10-21
DEV-6434484401,PRD-24371,QC Ultra,C,LOT-217815,2024-07-17
DEV-2641034990,PRD-71348,QC Ultra,C,LOT-712514,2024-03-05
DEV-1844180581,PRD-24371,QC Ultra,A,LOT-321956,01/03/2024
DEV-6731384397,PRD-49117,QC Ultra,B,LOT-259847,2024-07-23
DEV-1473184877,PRD-79822,QC Ultra,A,LOT-113892,2024-03-19
DEV-4825647356,PRD-41385,QC45,A,LOT-535342,2025-06-08
DEV-3562577985,PRD-66155,QC45,A,LOT-295772,
DEV-9415186200,PRD-23104,Wave Plus,D,,2025-07-12
DEV-5748260780,PRD-24371,Studio Pro,A,,2025-01-31
DEV-3482699045,PRD-63354,Quiet Buds,C,LOT-737820,
DEV-6717955791,PRD-99353,QC45,B,LOT-378838,2025-01-08
DEV-2160287539,PRD-66155,QC Ultra,C,LOT-422902,2024-07-31
DEV-9937008288,PRD-17100,Quiet Buds,C,LOT-934506,
DEV-8545738996,PRD-10425,QC Ultra,C,LOT-256990,2024-03-27
DEV-3756434584,PRD-65518,Theater Kit X,B,LOT-353149,2025-04-08
DEV-5907045124,PRD-95180,QC Ultra,D,LOT-249622,2025-08-07
DEV-6847585651,PRD-10425,Studio Pro,A,LOT-792021,2024-10-02
DEV-6625370152,PRD-66155,Studio Pro,B,,2024-07-25
DEV-3956629696,PRD-91351,Soundbar 600,C,LOT-911909,2025-01-24
DEV-4223423247,PRD-66155,Studio Pro,A,LOT-752250,2024-04-22
DEV-2802678977,PRD-62923,Air Mini,C,LOT-127309,2024-02-09
DEV-4646649216,PRD-35112,Quiet Buds,C,LOT-317520,2024-01-30
DEV-4315722478,PRD-66155,QC Ultra,A,LOT-158992,2024-01-16
DEV-1555936716,PRD-10425,QC45,A,LOT-826171,2025-01-19
DEV-3390529181,PRD-71348,QC45,B,LOT-711997,2025-04-04
DEV-9024062066,PRD-66155,QC45,D,LOT-604453,2025-10-29
DEV-5537056654,PRD-30635,Quiet Buds,A,LOT-333049,2025-09-23
DEV-5536470155,PRD-61876,Quiet Buds,D,LOT-984653,2024-12-29
DEV-4771056790,PRD-66155,Studio Pro,B,LOT-590167,2024-01-02
DEV-3489666983,PRD-39154,Theater Kit X,A,LOT-193860,2024-06-17
DEV-8238359183,PRD-40982,Air Mini,A,LOT-502222,2025-12-19
DEV-8361347698,PRD-24371,QC Ultra,C,LOT-702569,
DEV-4004945491,PRD-10425,QC45,A,LOT-199302,2025-01-23
DEV-4918380910,PRD-49117,Studio Pro,B,LOT-981846,07/31/2024
DEV-8449075755,PRD-41385,QC45,B,LOT-119166,2024-03-09
DEV-8121780898,PRD-24371,Studio Pro,A,LOT-620389,2025-07-06
DEV-4066675913,PRD-10425,QC Ultra,D,LOT-687258,2025-08-29
DEV-7618444313,PRD-10425,QC Ultra,C,LOT-194814,2025-06-05
DEV-9826317188,PRD-66155,QC45,C,LOT-494685,2025-01-13
DEV-8825063009,PRD-17100,Air Mini,C,LOT-709056,2025-11-30
DEV-3864177391,PRD-99353,Studio Pro,B,LOT-799470,2024-06-24
DEV-5420974704,PRD-66155,Studio Pro,B,LOT-424196,2024-02-14
DEV-9956837711,PRD-65461,QC45,C,LOT-685459,2025-09-11
DEV-7973806904,PRD-40007,QC Ultra,A,LOT-964538,2025-12-17
DEV-4556137034,PRD-66155,QC45,B,LOT-966415,2025-02-24
DEV-1525768422,PRD-66155,QC Ultra,A,LOT-453254,2024-05-02
DEV-8890851757,PRD-66155,QC45,A,LOT-210122,2024-04-03
DEV-4020754804,PRD-24371,Studio Pro,A,LOT-248217,04/20/2024
DEV-1381097918,PRD-64040,Soundbar 900,A,,2024-11-30
DEV-3025529723,PRD-99353,QC45,C,LOT-752800,2024-04-15
DEV-3703539681,PRD-41385,QC Ultra,C,LOT-646742,2024-08-04
DEV-3474434615,PRD-24371,Studio Pro,,LOT-364129,
DEV-4149038169,PRD-10074,QC Ultra,D,LOT-287576,2024-10-12
DEV-1106862560,PRD-25129,Wave Plus,C,LOT-463473,2025-01-16
DEV-5549165452,PRD-66155,Studio Pro,D,LOT-512450,2024-10-29
DEV-3621304823,PRD-61876,Air Mini,B,,2025-07-18
DEV-9317006303,PRD-79822,QC45,B,LOT-463684,2024-07-09
DEV-6230838722,PRD-71348,Studio Pro,B,LOT-742110,
DEV-5257681589,PRD-66155,Studio Pro,A,LOT-703226,2024-01-22
DEV-7200865273,PRD-40007,Studio Pro,A,LOT-730833,11/26/2025
DEV-6029070057,PRD-24371,QC Ultra,C,LOT-760340,2024-04-16
DEV-9820872064,PRD-47606,Portable PA Mini,B,LOT-316224,2025-05-22
DEV-5334617041,PRD-79822,Studio Pro,D,LOT-912105,2025-02-13
DEV-3906009574,PRD-74799,Aviation Pro X,A,LOT-454558,2025-01-10
DEV-1411362371,PRD-99353,QC45,C,LOT-630424,2024-10-03
DEV-8652399740,PRD-66155,QC45,D,LOT-170156,2024-05-19
DEV-5566383964,PRD-40007,QC Ultra,B,LOT-629244,2024-10-15
DEV-1493356310,PRD-49117,QC45,B,LOT-744079,2025-08-12
DEV-9649459430,PRD-66155,Studio Pro,A,LOT-818162,2025-02-19
DEV-5216195493,PRD-99353,Studio Pro,A,LOT-414123,2025-03-03
DEV-1138651997,PRD-66155,QC Ultra,B,LOT-130553,2025-06-09
DEV-9375027524,PRD-40007,Studio Pro,A,LOT-581688,
DEV-7958982303,PRD-24371,QC Ultra,C,LOT-186785,2024-01-14
DEV-1855249049,PRD-24371,QC Ultra,B,LOT-525369,
DEV-3674922657,PRD-41385,Studio Pro,D,LOT-488678,2025-07-23
DEV-6005287827,PRD-12757,Studio Pro,A,LOT-251441,2024-11-07
DEV-1938597893,PRD-24371,QC Ultra,A,,2024-12-15
DEV-6641147007,PRD-24371,QC Ultra,A,LOT-393777,2024-01-27
DEV-3120193511,PRD-66155,QC Ultra,D,LOT-569659,2024-11-22
DEV-1338444340,PRD-66155,Studio Pro,A,,2025-06-24
DEV-1446318227,PRD-64040,Soundbar 600,A,,12/26/2024
DEV-1491261905,PRD-99353,QC Ultra,C,,2024-10-18
DEV-9115426112,PRD-96511,Theater Kit X,B,LOT-917388,2025-09-15
DEV-8350146545,PRD-10425,QC Ultra,D,LOT-270155,2025-02-16
DEV-3821910213,PRD-24371,QC45,A,LOT-260263,2024-10-05
DEV-7483402435,PRD-66155,QC45,B,LOT-793819,2025-09-05
DEV-8484831008,PRD-66155,QC Ultra,A,LOT-794820,2024-03-05
DEV-9117946910,PRD-24371,QC Ultra,B,LOT-567812,2025-11-03
DEV-5467941773,PRD-66155,Studio Pro,D,LOT-979526,2025-02-20
DEV-1631908562,PRD-63354,Sport Buds,B,LOT-872212,2025-01-26
DEV-6054466040,PRD-66155,QC Ultra,B,LOT-215954,2024-03-15
DEV-1251944255,PRD-67912,Soundbar 900,B,,2025-05-14
DEV-4942609313,PRD-71348,QC Ultra,A,LOT-243363,2025-12-04
DEV-8720242947,PRD-38080,QC Ultra,A,LOT-426566,2025-09-02
DEV-8071953998,PRD-71348,Studio Pro,D,,2025-12-25
DEV-6226231087,PRD-66155,Studio Pro,D,LOT-791696,2024-03-22
DEV-4544725001,PRD-71348,QC45,D,LOT-593181,
DEV-4704295600,PRD-10425,QC Ultra,C,LOT-105002,2024-04-12
DEV-1512889070,PRD-10425,QC Ultra,C,LOT-864363,2024-11-10
DEV-8787882617,PRD-24371,Studio Pro,C,LOT-113734,2025-06-28
DEV-9219122870,PRD-35112,Air Mini,A,LOT-997693,2025-08-21
DEV-8282097387,PRD-24371,QC Ultra,A,LOT-637522,2025-09-16
DEV-5308137715,PRD-17100,Sport Buds,,LOT-203998,
DEV-5670461403,PRD-71348,QC45,A,LOT-691481,2025-11-28
DEV-6537886137,PRD-41385,QC45,A,LOT-484419,2024-05-31
DEV-8707402143,PRD-66155,Studio Pro,C,LOT-296018,2024-08-01
DEV-3837225390,PRD-95180,QC Ultra,A,LOT-131883,2025-06-04
DEV-9237083553,PRD-64040,Theater Kit X,B,LOT-265585,2025-04-07
DEV-5401342363,PRD-10425,QC Ultra,B,,2024-04-16
DEV-1494504296,PRD-66155,QC Ultra,D,LOT-901358,2024-08-07
DEV-4187198775,PRD-10074,QC Ultra,A,LOT-353697,2024-02-09
DEV-7837591118,PRD-24371,QC45,B,LOT-310653,2024-08-19
DEV-1370452535,PRD-99353,QC Ultra,D,LOT-115067,2025-11-06
DEV-2721156605,PRD-40007,QC45,B,,2025-12-03
DEV-6388204626,PRD-23104,Pulse S,C,LOT-499251,2024-08-23
DEV-4073491061,PRD-66155,QC Ultra,B,,02/21/2024
DEV-4710707285,PRD-24371,QC Ultra,A,LOT-928431,2025-05-06
DEV-2980366869,PRD-66155,QC Ultra,B,LOT-420396,2025-03-07
DEV-8745615759,PRD-12757,QC Ultra,C,LOT-258892,2025-12-01
DEV-8422357562,PRD-25906,Aviation Pro X,C,LOT-790134,2024-08-27
DEV-3175276828,PRD-10074,QC45,D,LOT-214932,2024-09-10
DEV-2534179662,PRD-10425,QC Ultra,B,LOT-981434,2024-05-04
DEV-9696404036,PRD-66155,QC Ultra,D,LOT-841660,2024-05-27
DEV-4280159652,PRD-79822,QC45,C,LOT-843587,2024-08-09
DEV-4776117468,PRD-49117,Studio Pro,A,LOT-772182,2024-05-21
DEV-4018108641,PRD-66155,Studio Pro,A,LOT-581702,
DEV-2987123316,PRD-10425,Studio Pro,A,LOT-164226,2024-08-08
DEV-2430065360,PRD-71348,QC45,,,2025-12-24
DEV-6916879633,PRD-24371,QC Ultra,A,LOT-752205,2025-04-02
DEV-3067609531,PRD-17100,Quiet Buds,B,LOT-847701,2025-09-13
DEV-1304307434,PRD-99353,QC45,C,LOT-404449,
DEV-2003785219,PRD-17100,Air Mini,,LOT-232879,2025-12-07
DEV-7613341153,PRD-24371,Studio Pro,C,,2025-01-11
DEV-5643012975,PRD-61876,Air Mini,C,LOT-198242,
DEV-9208433618,PRD-24371,QC Ultra,C,LOT-984102,2024-08-12
DEV-8680456210,PRD-24371,Studio Pro,D,LOT-641392,2025-03-31
DEV-9531472893,PRD-35112,Air Mini,A,LOT-224927,2024-02-09
DEV-6341902689,PRD-66155,Studio Pro,D,LOT-384022,2025-08-16
DEV-8821052197,PRD-10425,QC Ultra,A,LOT-199561,
DEV-5607017180,PRD-66155,QC45,B,LOT-604470,
DEV-8122518348,PRD-99353,Studio Pro,B,LOT-628476,2024-01-10
DEV-1653290380,PRD-24371,QC Ultra,D,LOT-258386,2024-01-11
DEV-6787504582,PRD-66155,QC Ultra,A,LOT-344414,2025-03-18
DEV-6377012613,PRD-66155,QC Ultra,C,LOT-237146,2025-12-05
DEV-8837948360,PRD-25129,Pulse S,D,LOT-343448,2025-07-06
DEV-7730734195,PRD-24371,QC Ultra,C,LOT-569416,2025-12-30
DEV-5926424537,PRD-66155,QC Ultra,B,LOT-772980,2024-03-11
DEV-7252405083,PRD-66155,QC Ultra,C,LOT-725064,09/10/2024
DEV-1996450764,PRD-24371,QC45,C,LOT-349774,2025-01-30
DEV-4869751161,PRD-81511,Soundbar 600,B,LOT-645037,2025-07-29
DEV-7935773257,PRD-66155,Studio Pro,A,LOT-355301,2024-02-01
DEV-3408732062,PRD-66155,QC45,B,,2025-02-18
DEV-6943924025,PRD-66155,QC Ultra,B,LOT-640213,2025-10-03
DEV-6140505359,PRD-66155,QC45,B,LOT-387799,2024-04-29
DEV-2423746057,PRD-49117,QC Ultra,C,LOT-671385,2024-06-01
DEV-3582891399,PRD-24371,Studio Pro,A,LOT-492309,
DEV-9752287341,PRD-71348,QC45,D,LOT-588196,2025-04-18
DEV-3623900864,PRD-63354,Air Mini,B,,2025-04-07
DEV-6851935721,PRD-24371,QC45,C,LOT-789271,2025-12-21
DEV-1225980642,PRD-65518,Soundbar 600,,LOT-171776,05/01/2025
DEV-7208800923,PRD-24371,Studio Pro,A,LOT-776924,2024-10-07
DEV-6824496482,PRD-17100,Air Mini,B,LOT-853494,2025-10-31
DEV-2361544288,PRD-94080,Soundbar 900,D,LOT-373682,2025-02-15
DEV-2075684693,PRD-65518,Soundbar 900,D,LOT-343789,2025-08-14
DEV-4446107837,PRD-24371,QC45,A,,2025-09-16
DEV-6545319422,PRD-66155,QC Ultra,A,LOT-278961,01/22/2024
DEV-7359027407,PRD-71348,Studio Pro,A,LOT-330569,2024-09-10
DEV-9461565676,PRD-10074,QC45,D,LOT-596287,2025-01-29
DEV-2941837800,PRD-35112,Air Mini,D,LOT-279375,2024-04-21
DEV-4621294221,PRD-68082,Quiet Buds,A,,2025-06-30
DEV-8606584373,PRD-49117,QC Ultra,A,LOT-840815,2025-04-10
DEV-2864925637,PRD-66155,Studio Pro,B,LOT-128922,
DEV-9786961762,PRD-17100,Sport Buds,C,LOT-458926,2025-10-08
