customer_id,customer_segment,region,loyalty_tier,age,signup_date
CUST-663658,Consumer,APAC,Silver,49.0,2024-06-19
CUST-242254,Automotive,EU,Gold,51.0,2024-08-05
CUST-507524,Consumer,EU,Gold,18.0,2024-01-13
CUST-575679,Consumer,NA,Platinum,41.0,2025-11-05
CUST-489033,Consumer,NA,,39.0,2025-08-29
CUST-803055,Consumer,NA,Silver,39.0,2025-07-15
CUST-879238,Consumer,EU,Platinum,36.0,2024-10-23
CUST-830316,Consumer,APAC,Gold,36.0,2024-07-18
CUST-666432,Enterprise,NA,Gold,48.0,2025-05-07
CUST-539486,Consumer,APAC,Silver,39.0,2024-06-09
CUST-715870,Consumer,NA,Silver,36.0,2024-06-20
CUST-878325,Enterprise,LATAM,Gold,46.0,2024-06-07
CUST-861894,Consumer,LATAM,Platinum,38.0,2025-09-19
CUST-262029,Consumer,NA,Silver,,2024-11-03
CUST-535037,Consumer,EU,Silver,39.0,2024-06-28
CUST-786735,Automotive,NA,,54.0,2024-12-03
CUST-203831,Consumer,NA,Gold,29.0,2025-12-01
CUST-974190,Consumer,EU,,18.0,2025-01-20
CUST-613117,Consumer,LATAM,Platinum,34.0,2024-05-23
CUST-745558,Consumer,APAC,,36.0,2024-05-16
CUST-527940,Consumer,NA,Silver,41.0,2025-01-15
CUST-393328,Consumer,EU,Silver,35.0,2024-05-20
CUST-134305,Consumer,NA,,42.0,2024-01-17
CUST-823811,Consumer,EU,,61.0,2025-11-18
CUST-488528,Consumer,APAC,Silver,42.0,2024-11-02
CUST-327823,Consumer,APAC,Gold,44.0,2024-05-25
CUST-564920,Consumer,LATAM,Platinum,32.0,2024-02-25
CUST-566297,Consumer,EU,Platinum,18.0,2024-12-19
CUST-347582,Consumer,EU,,18.0,2024-11-08
CUST-997004,Consumer,LATAM,Platinum,28.0,2025-02-13
CUST-480303,Consumer,LATAM,Gold,18.0,2025-08-05
CUST-204180,Automotive,EU,Gold,39.0,2025-04-13
CUST-818987,Consumer,LATAM,Gold,29.0,10/25/2024
CUST-485178,Consumer,APAC,Platinum,19.0,10/04/2025
CUST-670913,Consumer,NA,,,2025-10-07
CUST-776149,Consumer,APAC,,35.0,2024-02-03
CUST-476096,Consumer,LATAM,,25.0,2025-08-21
CUST-163491,Consumer,EU,Silver,38.0,2024-04-20
CUST-517479,Consumer,EU,Platinum,,04/10/2025
CUST-389282,Consumer,APAC,Silver,41.0,2024-01-08
CUST-299028,Automotive,EU,Gold,26.0,2024-03-23
CUST-228093,Enterprise,LATAM,Platinum,31.0,2025-09-27
CUST-989227,Consumer,APAC,,36.0,2025-07-03
CUST-964226,Consumer,EU,Platinum,,2024-04-18
CUST-576805,Enterprise,NA,,18.0,2025-03-13
CUST-196126,Consumer,NA,Silver,,2025-09-25
CUST-794963,Consumer,LATAM,Gold,,2024-09-14
CUST-322409,Automotive,EU,Platinum,36.0,07/08/2024
CUST-772875,Consumer,LATAM,Gold,18.0,2025-06-21
CUST-770556,Consumer,APAC,Gold,40.0,2025-02-26
CUST-726152,Automotive,NA,Silver,29.0,10/02/2025
CUST-122394,Consumer,APAC,Platinum,18.0,2025-02-27
CUST-153035,Consumer,EU,Platinum,,2025-02-01
CUST-925013,Consumer,LATAM,Silver,27.0,2024-11-18
CUST-449709,Enterprise,LATAM,,28.0,2025-12-09
CUST-355400,Enterprise,LATAM,Gold,45.0,2024-06-25
CUST-232040,Enterprise,APAC,Platinum,35.0,2024-04-24
CUST-925206,Consumer,NA,Gold,23.0,2024-08-10
CUST-692002,Enterprise,APAC,Gold,52.0,2025-11-13
CUST-315173,Enterprise,APAC,,40.0,2025-06-17
CUST-171942,Consumer,EU,Platinum,30.0,2025-10-01
CUST-970127,Automotive,EU,Gold,18.0,2025-01-17
CUST-902325,Enterprise,EU,Platinum,,2024-03-26
CUST-681128,Consumer,NA,Platinum,29.0,2024-08-06
CUST-317220,Consumer,NA,Silver,31.0,2025-04-23
CUST-714867,Consumer,EU,Silver,38.0,2024-10-07
CUST-326441,Consumer,EU,Platinum,40.0,2025-12-15
CUST-952547,Consumer,NA,Gold,42.0,2024-02-03
CUST-344316,Consumer,LATAM,Platinum,18.0,2024-05-18
CUST-444519,Enterprise,NA,,36.0,2024-09-17
CUST-911984,Automotive,NA,Gold,,2025-06-11
CUST-254721,Enterprise,NA,Gold,32.0,2025-11-24
CUST-926952,Consumer,EU,Platinum,63.0,2024-08-22
CUST-724932,Consumer,LATAM,,34.0,2024-08-10
CUST-102973,Consumer,NA,Platinum,27.0,2024-03-21
CUST-390743,Consumer,EU,Gold,35.0,2025-01-22
CUST-251716,Enterprise,APAC,Silver,33.0,2025-12-25
CUST-236306,Automotive,APAC,Platinum,18.0,2025-12-05
CUST-666456,Consumer,NA,Platinum,38.0,2024-02-29
CUST-362829,Enterprise,APAC,Gold,30.0,2025-10-31
CUST-937302,Enterprise,LATAM,Platinum,33.0,2024-04-25
CUST-282973,Consumer,APAC,Silver,24.0,2024-04-23
CUST-215266,Enterprise,APAC,Gold,21.0,2024-10-30
CUST-793169,Consumer,LATAM,,43.0,2025-09-10
CUST-127032,Consumer,NA,Platinum,46.0,2025-01-06
CUST-238205,Consumer,NA,Silver,38.0,2024-03-28
CUST-115582,Consumer,LATAM,Gold,18.0,2025-07-18
CUST-475644,Consumer,LATAM,Silver,39.0,2024-03-11
CUST-928358,Consumer,LATAM,Platinum,18.0,2024-04-09
CUST-926730,Consumer,APAC,Gold,26.0,2024-10-26
CUST-349489,Consumer,LATAM,Gold,43.0,2025-01-18
CUST-717457,Consumer,EU,Platinum,41.0,2025-06-22
CUST-439498,Consumer,APAC,Silver,39.0,2025-04-12
CUST-116547,Consumer,NA,Platinum,,2024-09-16
CUST-282710,Consumer,NA,Platinum,48.0,2025-05-22
CUST-378258,Consumer,NA,,40.0,2024-10-24
CUST-154944,Consumer,APAC,Platinum,18.0,2025-01-21
CUST-232915,Consumer,EU,,29.0,2025-01-17
CUST-877747,Consumer,LATAM,Platinum,33.0,2025-09-30
CUST-541409,Enterprise,LATAM,Silver,32.0,2024-03-05
CUST-651640,Consumer,NA,Silver,27.0,2024-11-23
CUST-219169,Consumer,NA,,22.0,2025-08-26
CUST-881886,Automotive,APAC,Gold,60.0,2025-08-04
CUST-166645,Enterprise,EU,Gold,29.0,2024-03-08
CUST-599380,Enterprise,LATAM,,59.0,2024-01-03
CUST-570050,Enterprise,APAC,Silver,21.0,10/22/2025
CUST-915809,Consumer,LATAM,Gold,41.0,2025-03-09
CUST-479625,Consumer,NA,Silver,36.0,2024-04-13
CUST-638169,Consumer,LATAM,Silver,23.0,2024-02-16
CUST-722503,Consumer,EU,,,2024-10-07
CUST-214351,Consumer,EU,Silver,28.0,2025-11-04
CUST-573962,Consumer,NA,Silver,33.0,2024-04-18
CUST-628313,Consumer,EU,Silver,24.0,2024-04-21
CUST-332311,Enterprise,EU,,31.0,2025-03-04
CUST-744986,Consumer,APAC,Gold,18.0,2025-12-10
CUST-145471,Consumer,LATAM,Gold,41.0,2024-06-12
CUST-862569,Enterprise,NA,Silver,47.0,2024-02-13
CUST-921273,Consumer,NA,Platinum,38.0,2024-04-01
CUST-790909,Enterprise,NA,Silver,58.0,2025-06-30
CUST-646781,Consumer,NA,Platinum,41.0,07/23/2025
CUST-416282,Automotive,NA,Platinum,46.0,2024-11-25
CUST-580292,Consumer,EU,,47.0,2025-06-28
CUST-774591,Consumer,APAC,Silver,18.0,2025-03-27
CUST-132663,Consumer,NA,Gold,38.0,2025-10-12
CUST-163780,Consumer,APAC,Silver,18.0,05/02/2024
CUST-602248,Consumer,APAC,Platinum,21.0,2024-10-10
CUST-988456,Consumer,EU,Silver,22.0,2024-07-09
CUST-521126,Consumer,NA,Gold,30.0,2025-03-18
CUST-546980,Consumer,EU,Gold,41.0,2024-11-19
CUST-819425,Consumer,NA,Platinum,38.0,2024-05-21
CUST-213206,Automotive,EU,Gold,33.0,2024-04-18
CUST-614084,Consumer,APAC,Silver,41.0,2025-06-26
CUST-847006,Consumer,NA,Gold,42.0,2024-12-31
CUST-565108,Consumer,LATAM,Silver,38.0,2024-09-19
CUST-177060,Consumer,APAC,,18.0,2025-05-15
CUST-184714,Consumer,LATAM,Gold,25.0,2024-08-10
CUST-437758,Automotive,APAC,,34.0,2024-02-16
CUST-737846,Enterprise,EU,Silver,42.0,2024-01-25
CUST-255539,Consumer,NA,Silver,19.0,2024-05-14
CUST-168872,Consumer,APAC,Silver,33.0,2024-01-09
CUST-232321,Enterprise,EU,,18.0,2024-11-25
CUST-388375,Enterprise,NA,Silver,45.0,2025-11-11
CUST-754644,Consumer,NA,Platinum,36.0,2025-07-06
CUST-763829,Consumer,APAC,Platinum,19.0,2025-12-14
CUST-713799,Enterprise,NA,Platinum,19.0,2024-08-25
CUST-674993,Consumer,APAC,Platinum,38.0,2024-11-25
CUST-846746,Enterprise,NA,,49.0,2024-07-30
CUST-440981,Consumer,LATAM,Silver,,2025-02-09
CUST-499407,Consumer,EU,Gold,21.0,2024-04-07
CUST-726410,Enterprise,LATAM,Silver,42.0,2024-11-07
CUST-656329,Consumer,APAC,Gold,28.0,2024-06-19
CUST-409222,Consumer,LATAM,Silver,,2025-09-30
CUST-575755,Consumer,APAC,Platinum,43.0,2025-03-10
CUST-630108,Consumer,NA,,41.0,2024-02-29
CUST-734836,Consumer,NA,Silver,35.0,2024-12-29
CUST-551096,Consumer,APAC,Gold,18.0,2025-05-21
CUST-203996,Consumer,LATAM,Platinum,41.0,2025-10-04
CUST-931621,Enterprise,NA,,39.0,2024-02-12
CUST-835869,Consumer,EU,Silver,38.0,2025-05-17
CUST-219971,Consumer,NA,Platinum,36.0,2024-07-28
CUST-994217,Consumer,EU,,24.0,2024-03-01
CUST-786516,Enterprise,LATAM,,45.0,2025-08-27
CUST-782535,Enterprise,EU,,43.0,2024-01-22
CUST-906315,Consumer,EU,Silver,22.0,2024-05-06
CUST-678116,Consumer,EU,Platinum,48.0,2024-02-20
CUST-855855,Consumer,EU,Gold,35.0,2024-01-09
CUST-325468,Enterprise,NA,Gold,35.0,2024-08-28
CUST-550961,Enterprise,EU,,32.0,2024-06-05
CUST-573489,Consumer,NA,Silver,,2024-01-26
CUST-339592,Enterprise,EU,Gold,33.0,2024-03-07
CUST-533914,Enterprise,APAC,Silver,49.0,03/14/2025
CUST-455395,Consumer,LATAM,,45.0,2025-09-05
CUST-967611,Consumer,EU,,45.0,2024-02-07
CUST-575528,Consumer,APAC,,36.0,08/27/2024
CUST-518098,Consumer,EU,Gold,43.0,2024-10-04
CUST-536196,Enterprise,EU,,24.0,2024-11-05
CUST-865054,Consumer,EU,,,2024-09-01
CUST-199704,Consumer,APAC,Platinum,40.0,2025-07-17
CUST-427730,Consumer,LATAM,Gold,32.0,2024-04-10
CUST-547494,Consumer,APAC,Gold,18.0,2024-03-16
CUST-427704,Consumer,LATAM,Gold,18.0,2025-11-27
CUST-797416,Consumer,EU,Silver,26.0,2024-03-19
CUST-367271,Consumer,NA,,38.0,2025-08-25
CUST-492483,Consumer,EU,,26.0,2025-04-01
CUST-260053,Consumer,LATAM,,27.0,2025-01-05
CUST-820184,Consumer,APAC,Platinum,42.0,10/23/2025
CUST-597305,Consumer,EU,Platinum,27.0,2024-05-05
CUST-170394,Consumer,APAC,,48.0,2024-12-25
CUST-195656,Consumer,APAC,Silver,46.0,2025-05-01
CUST-972176,Consumer,APAC,,34.0,2025-07-12
CUST-189511,Consumer,EU,,42.0,2024-06-16
CUST-197758,Consumer,APAC,Gold,40.0,2025-05-23
CUST-552855,Enterprise,APAC,Gold,31.0,2025-07-12
CUST-201255,Consumer,EU,Gold,,2025-01-24
CUST-880758,Consumer,APAC,Silver,43.0,2025-07-20
CUST-874683,Enterprise,EU,Gold,45.0,2025-02-10
CUST-490748,Consumer,LATAM,Gold,23.0,2024-09-22
CUST-951201,Consumer,LATAM,Gold,35.0,2024-04-11
CUST-236435,Enterprise,LATAM,Gold,35.0,2024-10-06
CUST-683397,Enterprise,APAC,Gold,43.0,11/30/2024
CUST-162894,Consumer,NA,Platinum,,2025-07-07
CUST-714953,Consumer,NA,Silver,29.0,2024-10-28
CUST-688866,Consumer,APAC,,27.0,2025-04-19
CUST-688967,Consumer,NA,Silver,35.0,2024-04-28
CUST-445658,Consumer,EU,Silver,46.0,2025-01-21
CUST-802559,Consumer,NA,,20.0,2024-01-12
CUST-228168,Consumer,APAC,Gold,22.0,2025-11-07
CUST-530764,Consumer,APAC,Platinum,28.0,2025-11-04
CUST-470774,Enterprise,EU,Platinum,30.0,2025-08-29
CUST-797660,Consumer,LATAM,Gold,18.0,2025-01-22
CUST-886730,Consumer,APAC,Platinum,50.0,2024-08-31
CUST-543481,Consumer,EU,Platinum,32.0,2024-08-17
CUST-856086,Consumer,NA,Silver,,2024-08-05
CUST-153945,Consumer,NA,Gold,30.0,2024-10-01
CUST-401601,Consumer,EU,,51.0,2024-05-19
CUST-729575,Consumer,EU,Silver,41.0,2024-12-23
CUST-427626,Consumer,APAC,,,2025-01-02
CUST-468727,Consumer,NA,Silver,28.0,2025-08-15
CUST-208633,Consumer,EU,Platinum,35.0,2025-05-20
CUST-705991,Consumer,NA,Platinum,33.0,2025-12-30
CUST-632060,Consumer,EU,Platinum,49.0,2025-03-17
CUST-323072,Automotive,NA,Platinum,32.0,2024-10-09
CUST-262246,Consumer,LATAM,Platinum,,2024-11-07
CUST-788637,Consumer,APAC,Platinum,18.0,2025-04-26
CUST-605612,Consumer,NA,Gold,18.0,2024-04-10
CUST-335137,Consumer,LATAM,Silver,50.0,2025-02-02
CUST-988432,Automotive,NA,Platinum,25.0,2024-08-31
CUST-213475,Consumer,NA,Gold,,2025-06-13
CUST-467121,Enterprise,LATAM,,41.0,2024-12-15
CUST-986438,Consumer,NA,Platinum,,2025-11-11
CUST-683286,Consumer,NA,,34.0,2024-02-03
CUST-485415,Consumer,APAC,Silver,29.0,05/15/2025
CUST-220465,Enterprise,LATAM,Gold,31.0,2025-09-06
CUST-899649,Consumer,LATAM,Silver,,2025-09-29
CUST-392099,Consumer,EU,,51.0,2024-04-30
CUST-701987,Automotive,NA,Silver,18.0,2024-08-13
CUST-337144,Consumer,APAC,Gold,29.0,2025-03-18
CUST-946432,Consumer,NA,,43.0,2024-02-26
CUST-549956,Consumer,NA,Platinum,19.0,2025-11-09
CUST-986209,Automotive,EU,Silver,48.0,2024-03-13
CUST-688215,Consumer,NA,,43.0,2024-12-29
CUST-904711,Enterprise,APAC,Platinum,36.0,2025-11-30
CUST-958182,Enterprise,APAC,Gold,28.0,2024-03-25
CUST-751924,Consumer,EU,Silver,18.0,2025-07-22
CUST-743378,Consumer,NA,Platinum,41.0,2025-12-17
CUST-807764,Consumer,APAC,Silver,64.0,2024-12-02
CUST-773918,Consumer,NA,Silver,,2024-09-12
CUST-683783,Enterprise,NA,Silver,35.0,2024-09-22
CUST-127529,Enterprise,NA,Platinum,18.0,2025-01-12
CUST-738577,Consumer,EU,Platinum,39.0,2025-07-29
CUST-789786,Consumer,NA,Platinum,43.0,2024-08-04
CUST-969752,Consumer,APAC,Platinum,23.0,2025-02-27
CUST-827157,Consumer,NA,Gold,26.0,2024-12-31
CUST-380439,Consumer,APAC,Silver,25.0,2024-06-14
CUST-130359,Consumer,NA,Gold,28.0,2024-01-25
CUST-289179,Consumer,APAC,Platinum,32.0,2025-08-24
CUST-386544,Consumer,APAC,Platinum,24.0,2025-12-28
CUST-836833,Consumer,NA,Platinum,20.0,2025-09-05
CUST-899444,Consumer,NA,Silver,35.0,2025-01-02
CUST-423993,Consumer,APAC,Silver,31.0,2024-06-13
CUST-456331,Enterprise,LATAM,,29.0,2025-08-12
CUST-468074,Consumer,EU,Platinum,34.0,2024-07-28
CUST-106402,Automotive,LATAM,Gold,18.0,2024-05-16
CUST-290217,Enterprise,LATAM,Gold,,2024-02-23
CUST-250210,Consumer,NA,Silver,36.0,2024-03-04
CUST-693830,Enterprise,EU,Gold,29.0,2025-07-07
CUST-789275,Consumer,LATAM,,36.0,2024-11-22
CUST-520252,Consumer,NA,Platinum,38.0,2025-06-04
CUST-172965,Consumer,LATAM,Gold,46.0,2024-05-22
CUST-248766,Consumer,LATAM,Silver,35.0,2024-03-12
CUST-876962,Consumer,NA,,45.0,2024-11-28
CUST-763928,Consumer,NA,Silver,30.0,2025-08-08
CUST-132146,Consumer,NA,Silver,30.0,2024-06-03
CUST-196214,Consumer,EU,Silver,32.0,2024-11-21
CUST-882354,Consumer,LATAM,Silver,42.0,2025-02-19
CUST-656251,Enterprise,NA,Platinum,40.0,2024-05-04
CUST-325583,Consumer,APAC,Gold,35.0,2024-12-05
CUST-494468,Consumer,LATAM,Platinum,20.0,2025-06-22
CUST-540226,Enterprise,APAC,Silver,40.0,10/01/2025
CUST-575682,Consumer,EU,Silver,24.0,2025-08-31
CUST-457455,Consumer,NA,Silver,23.0,2024-06-03
CUST-265055,Consumer,APAC,Gold,21.0,2025-06-02
CUST-488028,Consumer,EU,Gold,33.0,2024-04-22
CUST-426775,Automotive,NA,Silver,47.0,2025-10-01
CUST-856648,Consumer,APAC,Silver,23.0,2025-07-30
CUST-440140,Automotive,APAC,Silver,52.0,2025-07-23
CUST-914571,Consumer,EU,,44.0,2024-04-26
CUST-695164,Consumer,NA,Platinum,18.0,2025-12-26
CUST-725185,Consumer,NA,Platinum,29.0,2025-11-02
CUST-189083,Consumer,APAC,Gold,,2025-09-07
CUST-155164,Consumer,APAC,Platinum,22.0,2024-11-11
CUST-263137,Enterprise,APAC,Gold,41.0,07/15/2025
CUST-265056,Enterprise,NA,Gold,23.0,2024-12-15
CUST-891083,Consumer,EU,Gold,18.0,2025-10-27
CUST-747850,Automotive,EU,Silver,30.0,2024-12-15
CUST-152179,Enterprise,NA,Platinum,46.0,2025-03-25
CUST-806707,Consumer,LATAM,Platinum,31.0,2024-06-18
CUST-185544,Consumer,EU,Platinum,38.0,2024-05-25
CUST-385320,Consumer,APAC,Gold,38.0,2025-02-28
CUST-564637,Consumer,LATAM,Platinum,18.0,2025-04-11
CUST-794093,Consumer,LATAM,Silver,24.0,2024-09-27
CUST-544611,Consumer,EU,Platinum,34.0,2024-05-28
CUST-609253,Enterprise,LATAM,Gold,27.0,2025-03-24
CUST-736565,Consumer,LATAM,Silver,52.0,2024-10-14
CUST-563516,Consumer,EU,Platinum,20.0,2024-01-13
CUST-534303,Automotive,EU,Silver,23.0,2024-08-26
CUST-386436,Enterprise,LATAM,Platinum,37.0,2025-11-05
CUST-326040,Consumer,APAC,Platinum,27.0,2025-01-22
CUST-891615,Enterprise,NA,,,2024-12-20
CUST-637234,Consumer,LATAM,Gold,18.0,2024-09-30
CUST-219346,Consumer,LATAM,Platinum,55.0,2025-02-25
CUST-461939,Consumer,APAC,Platinum,22.0,2025-08-17
CUST-550797,Consumer,LATAM,Platinum,40.0,2025-12-20
CUST-216276,Consumer,LATAM,Gold,20.0,2024-11-28
CUST-397005,Consumer,NA,Platinum,24.0,2025-03-05
CUST-811163,Consumer,NA,,18.0,2025-02-25
CUST-811444,Consumer,NA,Silver,25.0,2024-08-09
CUST-721946,Consumer,EU,Silver,,2025-06-18
CUST-610271,Enterprise,EU,Silver,26.0,2025-05-07
CUST-652530,Consumer,NA,Platinum,32.0,2025-04-26
CUST-799539,Consumer,NA,Silver,29.0,2025-12-04
CUST-423401,Consumer,EU,Gold,18.0,2024-03-09
CUST-147623,Consumer,APAC,Platinum,,2024-03-21
CUST-331230,Consumer,LATAM,,28.0,2024-01-13
CUST-514463,Enterprise,LATAM,Silver,49.0,2024-11-15
CUST-728437,Consumer,NA,Platinum,,2025-08-05
CUST-157443,Consumer,APAC,Silver,48.0,2025-12-21
CUST-108060,Consumer,EU,Platinum,39.0,2025-05-07
CUST-314353,Consumer,NA,Platinum,41.0,2025-03-27
CUST-416061,Consumer,APAC,Platinum,,2025-06-02
CUST-321494,Consumer,APAC,Platinum,56.0,2024-11-22
CUST-904624,Consumer,APAC,,40.0,2025-08-26
CUST-243901,Consumer,EU,Gold,41.0,2024-10-22
CUST-901280,Consumer,EU,Platinum,18.0,2025-10-27
CUST-367931,Consumer,LATAM,Platinum,21.0,2024-04-06
CUST-403507,Enterprise,LATAM,,33.0,2025-09-08
CUST-444061,Enterprise,APAC,Silver,25.0,2024-11-16
CUST-225812,Enterprise,APAC,Gold,23.0,2025-05-15
CUST-108105,Consumer,EU,Platinum,24.0,2025-07-29
CUST-621546,Consumer,LATAM,Platinum,18.0,2025-12-30
CUST-883301,Consumer,APAC,Platinum,25.0,2024-06-22
CUST-551574,Consumer,LATAM,Platinum,37.0,2024-07-26
CUST-284229,Consumer,LATAM,Platinum,53.0,2024-07-24
CUST-235461,Consumer,APAC,Gold,42.0,2025-12-02
CUST-498676,Consumer,EU,Platinum,40.0,2024-11-18
CUST-658453,Automotive,APAC,,18.0,2024-01-04
CUST-837852,Consumer,APAC,Platinum,,11/17/2024
CUST-341288,Consumer,LATAM,Gold,35.0,2024-01-21
CUST-624563,Consumer,APAC,,33.0,2024-10-17
CUST-685864,Enterprise,EU,Gold,37.0,2025-02-07
CUST-973835,Consumer,APAC,,30.0,2025-04-10
CUST-800499,Consumer,EU,Gold,52.0,2024-05-12
CUST-945362,Consumer,EU,,34.0,2024-11-30
CUST-471371,Consumer,LATAM,Silver,35.0,2024-10-30
CUST-175576,Consumer,NA,,18.0,2025-05-15
CUST-516359,Enterprise,NA,Platinum,32.0,2024-02-10
CUST-878086,Consumer,LATAM,,46.0,2025-03-24
CUST-144357,Consumer,APAC,Platinum,40.0,2025-12-30
CUST-557409,Consumer,LATAM,Gold,18.0,2025-07-19
CUST-119651,Consumer,EU,Platinum,29.0,2025-12-03
CUST-582087,Consumer,NA,Silver,53.0,2024-05-03
CUST-181644,Consumer,LATAM,Gold,,2024-03-18
CUST-428267,Consumer,APAC,Silver,32.0,2024-04-08
CUST-703727,Consumer,LATAM,Platinum,37.0,2025-05-05
CUST-550137,Consumer,NA,,51.0,2024-10-31
CUST-701253,Consumer,LATAM,Gold,32.0,2025-05-02
CUST-524068,Consumer,LATAM,,42.0,2025-10-12
CUST-843963,Enterprise,NA,Silver,38.0,2024-09-07
CUST-771237,Consumer,EU,Gold,40.0,03/13/2024
CUST-537983,Consumer,EU,Silver,38.0,2024-01-09
CUST-403578,Enterprise,NA,Platinum,27.0,2025-04-05
CUST-220768,Consumer,LATAM,Platinum,29.0,2025-04-25
CUST-524707,Enterprise,NA,Platinum,24.0,2025-12-16
CUST-121869,Consumer,EU,,18.0,2025-03-20
CUST-440544,Automotive,APAC,Gold,47.0,2025-07-30
CUST-280222,Consumer,LATAM,Platinum,34.0,2024-12-18
CUST-940247,Consumer,EU,Platinum,,2025-08-26
CUST-748151,Consumer,LATAM,Silver,47.0,2024-07-05
CUST-582446,Automotive,NA,Gold,51.0,2024-06-21
CUST-972442,Enterprise,APAC,Silver,,2025-02-19
CUST-823108,Consumer,NA,Platinum,34.0,2025-07-18
CUST-479430,Consumer,APAC,Silver,19.0,2025-09-02
CUST-192410,Automotive,LATAM,Gold,31.0,2024-07-21
CUST-557925,Consumer,LATAM,Platinum,26.0,2024-08-01
CUST-985506,Enterprise,NA,Silver,18.0,2024-04-21
CUST-211005,Enterprise,APAC,Platinum,28.0,2025-05-10
CUST-355135,Consumer,APAC,Platinum,33.0,2025-11-04
CUST-556839,Consumer,LATAM,,26.0,2024-12-22
CUST-717476,Consumer,NA,,25.0,2024-04-05
CUST-519902,Consumer,APAC,Platinum,19.0,2024-08-07
CUST-649414,Enterprise,LATAM,Platinum,36.0,2024-05-20
CUST-182467,Consumer,EU,,,2025-01-18
CUST-514991,Enterprise,NA,Silver,54.0,2025-12-09
CUST-425346,Consumer,EU,Gold,48.0,2024-10-30
CUST-882033,Automotive,NA,Silver,41.0,09/09/2025
CUST-456005,Consumer,LATAM,Platinum,41.0,2024-02-27
CUST-332335,Consumer,APAC,Platinum,32.0,2025-04-30
CUST-449247,Consumer,APAC,Platinum,18.0,2025-06-17
CUST-916964,Enterprise,APAC,Silver,29.0,2025-11-22
CUST-276299,Consumer,NA,Silver,23.0,2025-12-06
CUST-180089,Enterprise,LATAM,,35.0,2024-05-05
CUST-635280,Consumer,EU,Silver,47.0,2024-01-08
CUST-763984,Consumer,LATAM,,55.0,2025-05-27
CUST-219565,Consumer,EU,,34.0,2025-04-16
CUST-656379,Consumer,NA,Platinum,18.0,2024-04-01
CUST-634723,Consumer,NA,,34.0,2024-09-26
CUST-303322,Automotive,EU,Gold,34.0,2025-04-21
CUST-913934,Automotive,EU,Gold,,2024-01-04
CUST-466346,Automotive,EU,Gold,41.0,2025-07-30
CUST-468154,Enterprise,LATAM,Gold,33.0,2024-04-04
CUST-862712,Consumer,EU,Platinum,34.0,2024-01-23
CUST-958729,Consumer,NA,,27.0,2025-02-06
CUST-776796,Consumer,NA,Silver,30.0,2024-04-28
CUST-954628,Enterprise,APAC,Platinum,39.0,2024-10-10
CUST-254864,Consumer,EU,,18.0,06/17/2024
CUST-347745,Consumer,LATAM,Gold,30.0,2024-04-17
CUST-207798,Consumer,LATAM,Silver,41.0,2025-07-19
CUST-253557,Consumer,LATAM,Platinum,52.0,2024-04-08
CUST-368402,Enterprise,APAC,Silver,,2025-01-09
CUST-306854,Enterprise,NA,Gold,29.0,2024-03-12
CUST-281926,Consumer,LATAM,Platinum,47.0,2025-03-04
CUST-731661,Automotive,NA,,52.0,2024-12-28
CUST-260295,Consumer,APAC,,29.0,2025-01-20
CUST-897143,Consumer,EU,Platinum,27.0,2024-11-06
CUST-896028,Consumer,EU,Platinum,31.0,2024-07-13
CUST-787351,Consumer,EU,Platinum,33.0,2025-06-17
CUST-179013,Consumer,LATAM,,45.0,2025-07-11
CUST-285751,Automotive,EU,Platinum,25.0,2024-11-01
CUST-910389,Consumer,LATAM,Silver,50.0,2025-09-08
CUST-758452,Enterprise,APAC,Platinum,,2024-08-30
CUST-618119,Consumer,APAC,,25.0,2024-06-08
CUST-586490,Consumer,LATAM,,20.0,2025-01-13
CUST-891093,Consumer,NA,Gold,39.0,2024-12-12
CUST-691119,Consumer,EU,Silver,47.0,2025-08-03
CUST-896788,Consumer,EU,Platinum,35.0,2024-09-04
CUST-707616,Automotive,EU,Platinum,38.0,2025-04-16
CUST-570711,Consumer,LATAM,Gold,55.0,2024-06-04
CUST-814220,Consumer,APAC,Platinum,47.0,2024-10-17
CUST-691912,Consumer,EU,,34.0,2025-09-28
CUST-774225,Consumer,APAC,Platinum,29.0,2024-05-09
CUST-766158,Consumer,EU,Silver,46.0,2025-02-01
CUST-754858,Consumer,EU,,43.0,2024-11-14
CUST-438908,Consumer,LATAM,Platinum,38.0,2025-10-04
CUST-757685,Consumer,NA,Platinum,30.0,2025-02-16
CUST-431495,Consumer,LATAM,Platinum,33.0,2024-01-24
CUST-258290,Consumer,EU,,32.0,2025-09-20
CUST-561124,Consumer,EU,Gold,30.0,2025-09-06
CUST-171603,Consumer,NA,,27.0,2024-07-09
CUST-591699,Automotive,APAC,Gold,36.0,2025-05-25
CUST-563688,Consumer,APAC,Gold,,2024-04-22
CUST-762055,Consumer,EU,,26.0,04/04/2024
CUST-417530,Consumer,APAC,Silver,35.0,06/18/2025
CUST-935012,Automotive,EU,Silver,18.0,2024-09-12
CUST-388016,Consumer,NA,Gold,27.0,2025-03-16
CUST-720148,Consumer,NA,Gold,46.0,2025-11-29
CUST-158900,Enterprise,EU,Gold,,2024-02-21
CUST-469038,Consumer,NA,Silver,,2025-04-12
CUST-631981,Consumer,LATAM,Gold,24.0,2024-06-17
CUST-177794,Consumer,LATAM,Gold,40.0,2024-08-03
CUST-425486,Consumer,NA,,25.0,2025-11-17
CUST-584172,Automotive,EU,Silver,,2025-06-05
