campaign_id,date,region,impressions,clicks,conversions,spend,attributed_revenue,utm_source,utm_medium
CMP-909478,2025-10-29,EU,10552.0,227,13.0,104.87,,meta,organic
CMP-887046,2025-09-02,NA,6612.0,35,2.0,,,email,organic
CMP-522857,2024-02-25,LATAM,4891.0,120,5.0,66.58,,(not set),organic
CMP-504257,2024-05-15,LATAM,9341.0,118,1.0,184.37,203.45,(not set),cpc
CMP-703618,2025-07-06,EU,43861.0,1161,37.0,805.78,7723.43,partner,paid_social
CMP-596403,2024-03-10,EU,16917.0,548,36.0,238.97,17764.44,meta,
CMP-199315,2025-08-24,EU,26583.0,469,12.0,486.93,2480.27,email,
CMP-768444,2025-09-10,EU,14647.0,44,0.0,189.33,0.0,meta,affiliate
CMP-461714,2024-08-20,NA,42955.0,899,34.0,736.89,7290.78,meta,email
CMP-672089,2025-11-29,LATAM,16550.0,458,34.0,257.01,9481.04,(not set),organic
CMP-598560,2024-12-25,EU,3825.0,91,8.0,28.11,2365.03,email,(none)
CMP-797137,2024-10-07,LATAM,5688.0,115,,,797.61,meta,email
CMP-996922,2024-11-20,LATAM,,216,16.0,86.21,4843.31,meta,cpc
CMP-754836,2024-09-10,NA,11193.0,406,38.0,200.82,7291.83,(not set),email
CMP-804633,2024-04-02,LATAM,13700.0,173,9.0,58.22,3463.7,google,affiliate
CMP-461714,2024-03-15,APAC,,755,22.0,556.49,9597.28,(not set),organic
CMP-387492,2024-08-08,LATAM,20372.0,585,4.0,,1443.75,google,
CMP-839916,2025-01-05,LATAM,3642.0,129,3.0,73.21,592.33,meta,organic
CMP-181566,2025-11-08,APAC,21571.0,503,8.0,262.36,2298.84,google,cpc
CMP-714663,2025-10-05,EU,9068.0,255,6.0,120.83,2503.11,google,paid_social
CMP-352468,2025-09-21,EU,12479.0,224,9.0,67.17,3228.31,(not set),paid_social
CMP-448824,2025-05-04,NA,21562.0,462,44.0,152.92,11270.25,tiktok,paid_social
CMP-597526,2024-09-26,APAC,9919.0,193,2.0,213.28,781.49,(not set),affiliate
CMP-343092,16-Feb-2025,NA,9597.0,343,5.0,138.22,1473.76,email,organic
CMP-687712,2024-12-16,EU,,226,7.0,132.29,2811.76,email,paid_social
CMP-688368,2025-01-08,APAC,20800.0,856,6.0,191.74,1746.8,meta,organic
CMP-591461,2025-05-25,NA,10907.0,58,1.0,48.45,404.1,(not set),
CMP-561047,2024-01-15,APAC,5319.0,34,0.0,26.15,0.0,meta,paid_social
CMP-158770,2025-05-08,APAC,14738.0,350,20.0,258.71,8848.1,google,cpc
CMP-804633,2025-05-30,APAC,7169.0,74,1.0,98.04,249.93,(not set),cpc
CMP-126524,2025-07-07,APAC,7898.0,74,2.0,121.73,,google,(none)
CMP-927289,2025-02-14,EU,9525.0,135,13.0,65.01,4129.12,(not set),cpc
CMP-272824,2025-08-29,EU,7397.0,323,9.0,137.02,2227.45,,email
CMP-442978,2025-09-07,LATAM,8465.0,180,2.0,161.69,868.67,,
CMP-442978,2025-01-16,LATAM,37823.0,257,10.0,754.09,2451.19,meta,paid_social
CMP-647341,2025-02-23,APAC,6252.0,233,1.0,116.85,208.86,tiktok,paid_social
CMP-786927,2025-04-04,NA,36086.0,131,4.0,312.34,1661.36,google,organic
CMP-501548,2025-08-21,NA,48422.0,1547,86.0,911.11,29088.67,(not set),email
CMP-198679,2024-12-06,EU,6051.0,129,8.0,104.1,1777.24,partner,organic
CMP-303614,2024-08-18,NA,9111.0,65,2.0,132.34,429.05,google,affiliate
CMP-687354,2025-01-22,NA,8950.0,37,1.0,110.91,270.27,email,organic
CMP-447115,2024-07-10,LATAM,37148.0,281,5.0,680.15,,email,
CMP-226080,2024-02-01,APAC,7570.0,107,4.0,46.6,1004.5,tiktok,email
CMP-691040,2024-08-14,NA,10803.0,322,4.0,78.86,1994.93,tiktok,organic
CMP-772765,2025-09-20,APAC,20430.0,783,63.0,202.92,22843.31,(not set),
CMP-126524,2025-12-08,LATAM,18329.0,239,13.0,306.52,4016.08,(not set),organic
CMP-686317,2025-10-25,LATAM,9340.0,132,10.0,175.71,2887.1,partner,(none)
CMP-249824,2025-09-14,APAC,12127.0,275,12.0,,4215.14,(not set),paid_social
CMP-154724,2024-06-14,NA,5323.0,179,4.0,78.74,806.07,google,cpc
CMP-762951,2024-03-25,LATAM,7380.0,46,2.0,149.31,462.15,meta,paid_social
CMP-746944,2025-10-24,LATAM,18789.0,342,32.0,344.48,15561.87,email,cpc
CMP-431853,2024-05-03,APAC,3791.0,47,1.0,78.22,387.37,google,cpc
CMP-563100,2024-11-30,LATAM,15813.0,70,2.0,236.43,738.72,meta,organic
CMP-845108,2025-01-29,EU,,45,2.0,37.97,402.19,google,cpc
CMP-743829,2025-08-24,LATAM,24166.0,437,,132.38,5068.85,meta,cpc
CMP-886364,2024-07-28,LATAM,2257.0,75,3.0,43.26,700.15,meta,organic
CMP-596446,2024-07-13,LATAM,9046.0,273,12.0,46.39,2079.08,meta,paid_social
CMP-264052,2025-11-12,LATAM,28416.0,554,3.0,319.24,1173.46,google,(none)
CMP-319473,2025-05-20,APAC,30595.0,993,31.0,411.52,12467.04,tiktok,organic
CMP-522857,2024-04-07,LATAM,3517.0,43,1.0,44.93,384.67,meta,(none)
CMP-304355,2025-10-21,EU,7453.0,169,14.0,96.47,7219.8,meta,cpc
CMP-703618,2024-01-15,NA,8581.0,160,8.0,165.97,,meta,cpc
CMP-596446,2024-05-04,APAC,8008.0,225,8.0,74.32,,meta,(none)
CMP-742693,2024-08-09,NA,21848.0,241,12.0,276.83,5977.02,(not set),organic
CMP-960623,2024-02-23,APAC,8972.0,141,0.0,147.92,0.0,(not set),organic
CMP-170015,2025-02-12,NA,20598.0,479,2.0,353.02,994.29,tiktok,(none)
CMP-517641,2024-03-04,EU,14828.0,142,1.0,,465.93,partner,email
CMP-778657,2025-08-18,LATAM,11539.0,65,,231.28,,tiktok,cpc
CMP-146050,2024-06-09,LATAM,7142.0,200,2.0,64.42,355.0,google,paid_social
CMP-446198,2025-05-14,EU,25238.0,422,9.0,386.69,4503.95,email,cpc
CMP-391228,2024-05-18,EU,18804.0,368,20.0,311.56,5664.71,google,email
CMP-593679,2025-03-02,LATAM,12362.0,547,40.0,192.58,,google,paid_social
CMP-598560,10-Oct-2025,LATAM,34222.0,900,28.0,221.76,9228.0,email,organic
CMP-390956,2025-03-23,NA,28740.0,254,10.0,272.29,4980.51,email,paid_social
CMP-253607,2024-11-12,EU,10818.0,246,9.0,169.86,1734.86,email,cpc
CMP-911513,2025-01-18,EU,10671.0,210,8.0,$53.29,2951.62,tiktok,organic
CMP-478526,2025-12-06,LATAM,14446.0,292,2.0,246.67,680.96,email,paid_social
CMP-838474,08-Jan-2025,NA,5282.0,137,2.0,111.13,745.89,(not set),
CMP-983101,2025-11-28,EU,8847.0,132,4.0,121.3,,meta,cpc
CMP-486785,2024-09-02,LATAM,11965.0,148,6.0,153.13,1237.28,meta,cpc
CMP-388307,2025-07-30,EU,38840.0,534,31.0,684.38,10339.19,tiktok,paid_social
CMP-734787,2025-01-09,LATAM,12114.0,154,4.0,68.9,1138.03,partner,organic
CMP-512349,2025-03-16,LATAM,2883.0,74,1.0,21.93,300.81,email,email
CMP-670512,2025-02-20,EU,35097.0,940,36.0,580.22,11604.74,google,paid_social
CMP-720935,2024-08-04,LATAM,11867.0,206,10.0,224.4,2154.34,meta,paid_social
CMP-983101,2024-09-01,EU,9036.0,346,13.0,69.55,5706.45,meta,paid_social
CMP-614117,2024-02-07,LATAM,20315.0,407,8.0,,3763.36,google,organic
CMP-591461,2024-08-20,NA,41024.0,1757,21.0,759.47,7338.58,tiktok,email
CMP-743829,2024-04-24,APAC,23389.0,1031,41.0,161.99,18596.65,google,organic
CMP-337009,2024-11-17,NA,4165.0,14,0.0,34.76,0.0,google,
CMP-946514,2024-07-23,APAC,13807.0,186,,,2002.8,,cpc
CMP-980673,2025-12-15,APAC,12464.0,340,12.0,242.04,4738.14,meta,paid_social
CMP-561047,2025-09-06,LATAM,3097.0,105,2.0,35.84,333.17,google,cpc
CMP-597526,2024-12-13,EU,10902.0,128,6.0,176.36,3055.86,google,
CMP-974579,2024-01-19,NA,7786.0,313,18.0,82.34,6018.76,(not set),organic
CMP-903266,23-Dec-2024,APAC,13259.0,264,3.0,112.82,,(not set),affiliate
CMP-703618,2024-09-28,APAC,11571.0,327,12.0,204.32,4718.78,,organic
CMP-686986,2025-10-16,APAC,7517.0,241,2.0,93.5,965.41,(not set),affiliate
CMP-304355,2025-03-19,EU,9347.0,262,7.0,173.32,1877.03,partner,cpc
CMP-181566,2024-08-16,EU,35149.0,1184,10.0,,2009.86,google,
CMP-764555,2024-04-27,NA,18804.0,131,6.0,201.19,1077.97,email,paid_social
CMP-324164,2024-08-24,APAC,8134.0,307,6.0,47.84,2698.43,tiktok,email
CMP-911513,2024-04-23,LATAM,5582.0,132,3.0,68.68,923.71,tiktok,(none)
CMP-627217,2024-07-15,NA,3439.0,54,0.0,40.19,0.0,google,cpc
CMP-117484,2025-06-30,EU,10640.0,327,15.0,$198.65,5627.76,email,(none)
CMP-117484,2025-06-12,APAC,9201.0,41,0.0,199.74,0.0,,organic
CMP-800969,2024-06-26,LATAM,6737.0,134,4.0,116.37,1380.74,partner,organic
CMP-903266,2024-06-30,NA,4228.0,49,2.0,48.43,,partner,paid_social
CMP-715354,2025-05-02,EU,4511.0,122,5.0,44.1,2153.62,meta,organic
CMP-797137,2025-12-17,APAC,6423.0,43,2.0,39.33,813.09,meta,paid_social
CMP-250295,09-Dec-2025,LATAM,13753.0,473,4.0,239.81,1244.1,tiktok,(none)
CMP-485115,2025-05-14,EU,16903.0,642,39.0,332.5,6553.88,,paid_social
CMP-432369,2024-11-15,APAC,4227.0,143,3.0,38.67,1098.03,meta,organic
CMP-343092,2024-10-25,NA,5678.0,228,20.0,26.43,6800.87,partner,email
CMP-873276,2025-05-18,APAC,5268.0,60,3.0,64.93,996.73,google,paid_social
CMP-326955,2024-09-13,LATAM,7323.0,61,1.0,156.72,463.7,tiktok,email
CMP-759367,2025-10-15,NA,10394.0,419,9.0,220.93,3805.18,(not set),(none)
CMP-274185,2025-10-11,APAC,16158.0,555,42.0,278.29,18828.91,google,organic
CMP-863878,2024-06-28,EU,9548.0,409,,209.97,2370.21,(not set),paid_social
CMP-486785,2024-04-04,APAC,4340.0,95,7.0,64.42,1824.47,tiktok,
CMP-249824,2024-03-12,NA,10844.0,217,12.0,200.28,,google,paid_social
CMP-873078,2025-02-05,NA,15331.0,68,0.0,259.11,0.0,(not set),(none)
CMP-624681,2024-11-02,LATAM,9899.0,48,4.0,142.96,1348.38,,cpc
CMP-743829,2024-01-09,APAC,40265.0,895,36.0,514.99,13674.9,meta,paid_social
CMP-946652,2025-06-06,EU,6912.0,254,21.0,133.28,4894.45,tiktok,cpc
CMP-501035,2025-10-21,NA,19991.0,812,54.0,$427.84,22830.09,email,
CMP-663852,2025-01-01,NA,9939.0,250,5.0,116.47,2280.21,meta,(none)
CMP-388307,2025-09-13,EU,18265.0,809,11.0,106.42,4910.56,email,organic
CMP-687712,2024-01-11,EU,3202.0,12,0.0,32.16,0.0,(not set),organic
CMP-546867,2025-03-13,NA,8275.0,30,0.0,105.08,0.0,(not set),organic
CMP-636561,2025-02-04,NA,5653.0,159,3.0,98.44,1475.4,email,(none)
CMP-375710,2025-06-03,NA,18009.0,423,20.0,394.31,8496.94,meta,
CMP-492383,2025-12-12,EU,2059.0,24,1.0,31.06,235.64,(not set),(none)
CMP-624681,2024-10-04,NA,15057.0,556,43.0,224.58,,(not set),organic
CMP-326955,2024-06-05,NA,4677.0,157,5.0,87.42,1322.87,tiktok,organic
CMP-866150,2024-10-25,EU,12363.0,314,8.0,,2619.62,google,paid_social
CMP-746944,2024-08-10,APAC,3854.0,50,4.0,49.6,1395.84,google,cpc
CMP-614117,2024-07-22,NA,18885.0,479,16.0,157.19,6032.23,partner,cpc
CMP-786927,2024-11-06,NA,8642.0,164,6.0,81.35,,meta,cpc
CMP-164076,2025-04-16,NA,7513.0,53,2.0,146.26,443.17,google,cpc
CMP-432369,2024-10-09,NA,42618.0,279,3.0,,1389.43,google,(none)
CMP-426905,2025-03-29,NA,5399.0,224,4.0,57.96,1291.04,tiktok,organic
CMP-736249,2025-11-29,NA,14367.0,88,3.0,83.81,1332.96,meta,
CMP-786927,2025-05-17,EU,13030.0,310,6.0,107.58,1212.78,tiktok,cpc
CMP-272824,2024-08-04,NA,14981.0,349,18.0,182.88,7923.14,google,organic
CMP-828864,2025-10-31,APAC,11368.0,225,7.0,184.94,1618.15,(not set),email
CMP-391228,22-Mar-2025,APAC,6012.0,76,7.0,120.22,2876.79,(not set),paid_social
CMP-387918,2024-11-08,NA,12089.0,100,4.0,$63.15,1518.86,google,affiliate
CMP-714663,2024-08-25,EU,3504.0,136,6.0,68.01,1337.14,google,organic
CMP-743829,2025-02-21,NA,15799.0,567,2.0,,828.16,email,paid_social
CMP-596403,2024-01-01,LATAM,10189.0,82,3.0,62.31,1268.2,google,(none)
CMP-114815,2024-01-05,NA,9343.0,420,36.0,136.13,14753.39,meta,cpc
CMP-594601,2024-11-10,EU,9523.0,270,13.0,189.96,5667.65,partner,paid_social
CMP-135156,2025-06-30,APAC,9189.0,330,16.0,,,google,paid_social
CMP-563555,2024-01-17,EU,5891.0,60,1.0,80.26,,google,cpc
CMP-744794,2025-02-22,LATAM,8591.0,152,2.0,57.91,406.39,(not set),cpc
CMP-429500,2024-03-20,APAC,17643.0,768,42.0,224.04,15013.99,(not set),paid_social
CMP-544677,2024-08-26,APAC,16487.0,556,26.0,209.29,13284.06,,paid_social
CMP-596446,2025-11-28,LATAM,19973.0,587,23.0,130.6,11858.46,(not set),
CMP-576557,2025-11-19,NA,18051.0,809,79.0,335.98,15110.34,email,organic
CMP-743829,2024-02-29,APAC,35009.0,652,34.0,582.74,6933.33,partner,cpc
CMP-887046,2025-04-06,NA,12555.0,267,12.0,261.16,3129.13,(not set),(none)
CMP-243628,2025-11-22,LATAM,12701.0,190,,212.41,,meta,(none)
CMP-843764,2024-09-15,NA,6968.0,127,9.0,139.07,2035.5,meta,(none)
CMP-250295,2025-03-17,APAC,6525.0,215,11.0,40.35,4274.84,(not set),cpc
CMP-871957,2024-04-16,APAC,7866.0,65,4.0,88.29,1456.84,google,affiliate
CMP-715354,2024-02-14,APAC,4219.0,105,4.0,84.89,1042.84,(not set),paid_social
CMP-946652,2025-05-27,LATAM,24318.0,394,21.0,114.98,6587.61,google,
CMP-365329,2025-10-12,LATAM,35410.0,508,26.0,369.69,5959.08,meta,paid_social
CMP-561047,2024-06-26,EU,18031.0,322,16.0,177.97,6797.04,meta,cpc
CMP-686986,2024-11-05,EU,11310.0,88,0.0,195.4,0.0,meta,organic
CMP-647689,2025-09-07,NA,24532.0,1090,15.0,230.54,5903.0,,organic
CMP-904246,2025-06-17,APAC,3008.0,97,4.0,$44.27,,meta,affiliate
CMP-303614,2025-05-30,APAC,10958.0,36,1.0,,197.56,google,(none)
CMP-186847,2025-12-29,EU,8846.0,145,5.0,114.53,2372.35,meta,(none)
CMP-386290,2024-09-21,EU,4751.0,117,2.0,34.28,,meta,organic
CMP-720935,2025-07-12,APAC,18207.0,412,16.0,359.07,4415.74,tiktok,email
CMP-591461,2025-03-25,APAC,15703.0,590,9.0,334.96,2330.29,email,cpc
CMP-767254,2025-04-15,LATAM,15708.0,559,7.0,324.15,2198.17,google,
CMP-886364,2025-08-23,NA,13360.0,198,5.0,128.8,1309.17,email,paid_social
CMP-312429,2025-06-18,LATAM,13792.0,336,11.0,74.24,4426.24,meta,
CMP-243628,2025-08-05,APAC,17293.0,695,51.0,$334.93,25097.36,partner,email
CMP-613900,2024-11-13,LATAM,9169.0,249,14.0,194.36,2793.81,tiktok,cpc
CMP-908184,2024-06-24,EU,5373.0,170,8.0,107.05,3152.03,email,email
CMP-852908,2025-11-15,NA,9775.0,215,5.0,$61.11,1674.2,google,organic
CMP-745804,2025-12-17,EU,10372.0,414,,79.85,,email,paid_social
CMP-786927,2025-12-02,LATAM,11569.0,257,3.0,85.32,769.2,(not set),organic
CMP-723330,2024-06-10,LATAM,12825.0,252,4.0,82.29,1296.42,email,email
CMP-472235,2025-10-05,APAC,7388.0,208,20.0,63.31,3389.61,meta,email
CMP-495637,2025-04-16,APAC,7006.0,163,8.0,32.69,1687.58,tiktok,email
CMP-326955,2025-06-03,LATAM,17249.0,122,2.0,122.72,,(not set),cpc
CMP-501548,2024-11-29,EU,11198.0,278,8.0,148.78,3417.07,email,affiliate
CMP-986888,2024-04-04,LATAM,6333.0,172,5.0,34.65,2554.59,meta,(none)
CMP-181239,2024-11-25,APAC,14566.0,275,11.0,177.33,3162.48,partner,paid_social
CMP-847960,2024-01-26,EU,8187.0,235,8.0,67.0,2248.38,google,
CMP-840551,2025-11-11,NA,10615.0,266,11.0,171.16,5644.32,email,organic
CMP-243628,2024-05-29,LATAM,9332.0,245,15.0,87.73,5781.04,google,cpc
CMP-492383,2024-05-31,LATAM,7276.0,168,8.0,43.98,2262.91,meta,(none)
CMP-935593,2025-12-25,LATAM,11105.0,282,19.0,102.17,6297.89,meta,email
CMP-734152,17-Mar-2025,EU,6662.0,283,3.0,57.85,624.06,tiktok,organic
CMP-847960,2025-01-14,LATAM,29315.0,754,11.0,508.71,5396.67,tiktok,cpc
CMP-614117,2024-01-15,EU,4833.0,164,1.0,79.54,470.05,google,cpc
CMP-467476,2025-08-21,LATAM,13104.0,562,8.0,$67.02,3959.57,meta,organic
CMP-754836,2025-09-08,NA,14381.0,491,36.0,,16293.11,partner,
CMP-362709,2024-06-04,APAC,16277.0,72,3.0,235.89,1460.06,email,organic
CMP-286987,2024-09-10,NA,19348.0,534,14.0,364.23,6626.31,partner,cpc
CMP-712859,2025-08-06,LATAM,5514.0,81,3.0,26.99,931.08,email,email
CMP-647341,2024-02-28,EU,6571.0,281,12.0,115.65,2500.98,meta,paid_social
CMP-999563,2024-01-24,LATAM,7292.0,199,8.0,125.53,1732.41,email,organic
CMP-647341,2025-07-18,APAC,10564.0,107,,102.18,,meta,
CMP-772844,2024-07-23,APAC,6119.0,75,3.0,124.77,933.42,google,paid_social
CMP-627217,2024-06-08,APAC,9604.0,141,3.0,129.49,,partner,email
CMP-114815,2024-04-28,EU,42967.0,760,55.0,915.1,9286.23,email,(none)
CMP-563100,2025-10-06,NA,9007.0,27,0.0,55.05,0.0,partner,organic
CMP-864750,2024-06-25,LATAM,10256.0,237,7.0,72.08,3226.15,meta,affiliate
CMP-207292,2024-07-08,APAC,19649.0,129,5.0,,2178.62,(not set),cpc
CMP-461714,2025-07-05,LATAM,23445.0,186,10.0,123.21,3604.86,google,paid_social
CMP-797137,2025-08-23,EU,12850.0,401,3.0,132.56,941.29,google,email
CMP-598560,2024-09-22,APAC,12421.0,322,9.0,246.69,2180.99,,(none)
CMP-135156,2025-01-13,NA,21228.0,717,8.0,448.44,1544.72,,email
CMP-656464,2024-09-10,APAC,11785.0,134,,188.61,1352.0,meta,(none)
CMP-772844,22-Nov-2025,LATAM,5659.0,133,,60.99,1348.58,google,
CMP-802586,2025-10-24,NA,4362.0,98,3.0,18.72,502.56,google,cpc
CMP-755331,2025-05-05,LATAM,17486.0,321,9.0,105.5,2348.89,tiktok,organic
CMP-593679,2025-08-01,LATAM,5306.0,123,2.0,22.65,411.66,tiktok,email
CMP-140048,2025-11-18,EU,8044.0,174,2.0,135.12,465.37,(not set),cpc
CMP-207978,2024-01-03,EU,31270.0,213,10.0,398.41,,,cpc
CMP-207292,2025-05-17,EU,6900.0,182,6.0,,1621.61,meta,paid_social
CMP-243628,08-Mar-2024,LATAM,10572.0,214,5.0,43.96,2162.56,partner,cpc
CMP-446198,2024-07-19,APAC,7903.0,24,1.0,50.67,305.16,google,cpc
CMP-908184,29-Jul-2024,EU,14825.0,272,3.0,219.09,,,email
CMP-691040,2024-01-18,EU,16792.0,184,9.0,144.82,2251.75,google,(none)
CMP-688368,2024-04-14,NA,12481.0,99,5.0,$212.81,1414.98,meta,(none)
CMP-871957,2025-10-05,APAC,17747.0,744,47.0,200.95,8419.19,(not set),cpc
CMP-495637,2025-08-01,APAC,9373.0,77,0.0,84.19,0.0,,(none)
CMP-755643,2025-09-26,LATAM,19146.0,750,24.0,82.55,4430.97,meta,cpc
CMP-863878,2025-03-16,EU,12904.0,504,10.0,125.5,,partner,(none)
CMP-285501,2024-04-17,APAC,7729.0,156,6.0,80.05,1931.7,google,paid_social
CMP-429500,2024-05-09,EU,7391.0,78,0.0,75.89,0.0,email,
CMP-483450,2025-08-07,LATAM,21442.0,394,6.0,433.93,2340.99,google,email
CMP-198679,2025-11-09,NA,6784.0,301,11.0,51.6,2939.84,partner,organic
CMP-986888,2025-01-19,NA,8104.0,106,4.0,140.07,2020.73,google,email
CMP-504257,2024-09-12,EU,9277.0,409,,97.69,,meta,email
CMP-712859,2025-12-20,APAC,1951.0,33,0.0,20.66,0.0,(not set),paid_social
CMP-838474,2024-10-03,APAC,3611.0,144,5.0,26.98,2381.6,google,(none)
CMP-896925,2025-08-30,EU,16682.0,688,16.0,340.98,3914.34,google,
CMP-222994,15-Jul-2024,EU,2746.0,115,4.0,29.5,1436.33,meta,cpc
CMP-647341,2025-08-29,NA,4827.0,116,3.0,102.81,784.33,,cpc
CMP-467476,2025-06-18,LATAM,2522.0,37,3.0,27.88,559.05,(not set),email
CMP-778657,2024-07-09,NA,58025.0,1679,52.0,1248.62,22116.98,google,cpc
CMP-845108,2025-10-31,APAC,5268.0,175,9.0,23.55,3426.58,google,email
CMP-495637,2024-10-28,EU,4667.0,102,4.0,66.55,1774.1,partner,cpc
CMP-326955,2024-04-15,APAC,34817.0,721,20.0,606.77,7847.73,google,email
CMP-688368,2025-03-09,APAC,15581.0,219,4.0,210.11,1979.85,google,paid_social
CMP-977944,2024-11-03,EU,12264.0,466,14.0,$175.57,5830.04,partner,organic
CMP-672089,2025-02-04,APAC,5131.0,91,1.0,82.39,281.36,meta,(none)
CMP-764555,2025-08-29,LATAM,,330,16.0,46.9,4746.59,email,organic
CMP-714663,2024-07-09,LATAM,8005.0,150,8.0,,3593.95,meta,email
CMP-594601,2025-06-24,LATAM,6769.0,90,4.0,28.95,721.14,meta,cpc
CMP-300261,2024-11-14,APAC,10931.0,204,15.0,66.23,3948.11,(not set),cpc
CMP-301998,2025-01-11,LATAM,20663.0,693,19.0,306.05,6102.02,email,(none)
CMP-601989,2024-11-02,APAC,12093.0,257,9.0,103.45,2563.65,google,affiliate
CMP-736249,2024-03-29,LATAM,8370.0,42,2.0,85.43,557.17,partner,cpc
CMP-864750,2024-07-18,APAC,11661.0,258,7.0,250.93,,email,(none)
CMP-588715,2024-03-02,EU,15687.0,136,2.0,332.27,520.8,meta,(none)
CMP-764555,07-Mar-2024,APAC,26778.0,1125,72.0,292.34,37064.38,google,organic
CMP-444406,2025-09-10,NA,7172.0,29,1.0,$64.5,454.28,(not set),paid_social
CMP-126524,2025-03-10,NA,9226.0,49,0.0,137.01,0.0,email,email
CMP-651553,2024-06-25,EU,4923.0,203,4.0,32.15,1991.84,meta,organic
CMP-198679,2024-11-04,APAC,10938.0,251,6.0,118.43,1764.83,google,organic
CMP-544677,17-May-2024,APAC,34052.0,1029,39.0,172.81,18152.66,tiktok,affiliate
CMP-688368,2025-08-28,APAC,9438.0,316,9.0,170.06,1684.55,google,
CMP-446198,2024-04-05,EU,7969.0,263,7.0,36.32,2493.8,meta,cpc
CMP-755643,2024-08-21,LATAM,14727.0,120,5.0,142.96,2458.63,tiktok,paid_social
CMP-886364,2024-09-09,EU,25359.0,1041,16.0,318.88,3351.23,meta,cpc
CMP-580870,2024-02-10,LATAM,16553.0,500,16.0,88.95,2958.94,partner,organic
CMP-300261,2024-10-18,LATAM,12511.0,358,34.0,206.62,14382.86,google,
CMP-198406,2025-05-03,LATAM,21958.0,357,19.0,$140.21,7363.05,partner,cpc
CMP-485115,08-Jun-2025,APAC,3012.0,101,7.0,26.0,2344.8,email,organic
CMP-208933,2025-04-29,NA,17504.0,419,9.0,191.8,3193.87,meta,organic
CMP-576557,2024-09-12,EU,10724.0,471,31.0,72.77,14369.49,(not set),cpc
CMP-462798,2024-01-13,LATAM,13649.0,557,11.0,176.97,4125.0,meta,cpc
CMP-181566,2024-09-28,NA,9058.0,186,1.0,45.47,318.53,meta,affiliate
CMP-935593,2024-03-03,APAC,6102.0,161,2.0,118.87,658.92,email,organic
CMP-797137,2025-01-21,APAC,4271.0,99,2.0,$33.38,581.84,google,email
CMP-546867,2025-06-07,APAC,6084.0,147,0.0,77.64,0.0,google,cpc
CMP-426905,26-May-2025,LATAM,2864.0,20,1.0,$49.82,496.51,email,paid_social
CMP-487484,2024-07-11,EU,8299.0,270,19.0,94.76,3711.76,email,email
CMP-113625,2025-01-03,LATAM,15651.0,298,29.0,218.97,8204.12,google,organic
CMP-285501,12-Aug-2025,APAC,21475.0,586,23.0,312.01,11597.97,partner,email
CMP-942377,18-Mar-2024,NA,25460.0,620,23.0,317.99,8649.84,email,paid_social
CMP-501035,2025-12-28,APAC,7678.0,182,9.0,85.71,,meta,affiliate
CMP-305349,2025-03-13,LATAM,20274.0,258,8.0,418.52,1744.41,email,cpc
CMP-591461,2024-10-03,LATAM,7974.0,281,13.0,44.39,6450.38,email,cpc
CMP-285501,2025-03-03,APAC,7246.0,94,1.0,79.38,388.42,(not set),cpc
CMP-111190,2025-04-17,LATAM,15619.0,417,36.0,84.46,16852.49,email,email
CMP-337009,2025-03-25,EU,7612.0,86,2.0,74.28,562.84,partner,cpc
CMP-783768,2025-05-31,EU,8735.0,124,4.0,161.25,1416.32,,(none)
CMP-746944,2024-12-29,NA,15934.0,348,32.0,330.47,13830.48,email,(none)
CMP-596403,2024-11-08,EU,,157,13.0,93.22,4803.13,google,(none)
CMP-465093,2024-06-01,LATAM,10723.0,309,13.0,,2292.58,google,email
CMP-838474,2024-01-12,EU,2020.0,76,0.0,41.16,0.0,(not set),cpc
CMP-198679,2025-05-17,NA,17625.0,118,4.0,386.08,,google,paid_social
CMP-397992,2025-02-25,LATAM,1588.0,45,0.0,30.11,0.0,email,organic
CMP-896925,2024-08-13,APAC,15016.0,349,15.0,104.98,3816.65,email,(none)
CMP-512349,2024-02-26,NA,9943.0,70,2.0,173.99,685.59,email,paid_social
CMP-896925,2024-04-12,LATAM,8490.0,206,1.0,153.6,377.44,(not set),organic
CMP-857213,2025-09-27,EU,26181.0,694,22.0,417.25,10648.06,partner,cpc
CMP-250295,2025-12-25,APAC,19843.0,591,28.0,250.91,10422.89,google,affiliate
CMP-539953,2025-02-12,APAC,10073.0,93,2.0,$52.07,734.87,(not set),organic
CMP-324289,2025-12-03,EU,4363.0,65,3.0,47.0,1471.2,partner,organic
CMP-431853,2024-10-28,APAC,22540.0,349,10.0,347.25,2531.14,meta,paid_social
CMP-420602,2025-12-20,NA,11648.0,356,7.0,148.13,1178.89,(not set),organic
CMP-429500,2025-12-23,APAC,17836.0,722,39.0,,11400.13,meta,(none)
CMP-942377,2024-01-06,EU,24890.0,948,,483.6,8895.5,tiktok,organic
CMP-140048,2025-12-01,LATAM,3212.0,26,1.0,31.65,249.8,google,affiliate
CMP-588715,2025-10-24,LATAM,7206.0,72,1.0,100.93,461.33,tiktok,cpc
CMP-154724,2025-02-18,LATAM,15174.0,412,14.0,307.92,3694.28,email,cpc
CMP-843764,2025-04-23,NA,11303.0,102,1.0,224.46,293.84,partner,email
CMP-146050,2024-04-01,APAC,,486,25.0,255.26,10591.44,google,email
CMP-994854,2024-06-20,APAC,12323.0,382,6.0,76.91,1200.96,partner,cpc
CMP-207978,2025-05-16,EU,21836.0,342,15.0,152.35,7586.65,(not set),(none)
