shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_date,actual_delivery_date,shipping_cost,status
SHP-210581205,ORD-2302232,WH-010,UPS,2025-07-17,2025-07-22,,40.5,delivered
SHP-854191937,ORD-7650252,WH-014,DHL,2024-08-11,2024-08-21,2024-08-20,32.74,delivered
SHP-581574855,ORD-7759049,WH-003,DB Schenker,2025-10-21,2025-10-31,2025-10-31,15.63,delivered
SHP-623323823,ORD-7357840,WH-014,USPS,2024-03-29,2024-04-01,2024-04-01,23.57,delivered
SHP-338126585,ORD-9567050,WH-012,FedEx,2024-01-01,03/01/2024,2024-01-02,39.66,delivered
SHP-691917089,ORD-6291762,WH-003,DHL,2024-09-11,2024-09-13,2024-09-13,28.63,label_created
SHP-350513498,ORD-9517613,WH-014,DB Schenker,2024-01-25,2024-02-04,2024-02-04,18.61,delivered
SHP-359429655,ORD-5053089,WH-015,DB Schenker,2025-10-27,2025-10-29,2025-10-29,17.22,delivered
SHP-481707338,ORD9091081,WH-008,CEVA,2025-03-06,2025-03-08,2025-03-07,15.14,delivered
SHP-478456635,ORD-2599296,WH-001,CEVA,2025-05-18,2025-05-23,2025-05-24,40.6,label_created
SHP-741675398,ORD-6830978,WH-001,Maersk,2025-09-27,2025-10-07,2025-10-07,30.44,delivered
SHP-161509870,ORD-9154515,WH-008,FedEx,2025-10-16,26/10/2025,2025-10-25,35.78,delivered
SHP-664357691,ORD-6828672,WH-013,UPS,2024-06-21,2024-06-23,2024-06-23,42.13,in_transit
SHP-314005956,ORD-3682726,WH-007,DB Schenker,2025-10-23,2025-10-25,2025-11-01,47.45,in_transit
SHP-292674425,ORD-5382573,WH-011,FedEx,2025-04-09,2025-04-19,2025-04-19,16.48,in_transit
SHP-507210318,ORD-9079577,WH-008,DB Schenker,2025-07-29,2025-08-03,2025-08-03,13.6,delivered
SHP-153367611,ORD-6186775,WH-005,Maersk,2024-12-27,2025-01-01,2025-01-01,25.4,in_transit
SHP-484341508,ORD-4194058,,USPS,2024-12-21,2024-12-31,2024-12-30,7.47,delivered
SHP-957728340,ORD-1355446,WH-004,Maersk,2025-01-13,2025-01-15,2025-01-15,39.25,delivered
SHP-586400528,ORD-4113475,WH-005,DB Schenker,2024-09-26,2024-09-28,2024-09-27,43.12,delivered
SHP-760860153,ORD-8986645,WH-004,DHL,2025-05-19,2025-05-26,2025-05-25,34.81,in_transit
SHP-670657137,ORD-8350715,WH-007,FedEx,2024-03-23,2024-03-28,2024-03-28,17.26,in_transit
SHP-782883425,ORD-7759054,WH-003,FedEx,2025-12-16,2025-12-18,2025-12-23,11.17,delivered
SHP-423614844,ORD-5506846,WH-004,USPS,2024-01-24,2024-02-03,2024-02-04,22.05,delivered
SHP-822225801,ORD-6149104,WH-011,FedEx,2025-05-02,2025-05-04,2025-05-04,41.0,label_created
SHP-727506204,ORD-4695041,WH-012,Maersk,2024-05-25,2024-06-04,2024-06-05,20.61,delivered
SHP-328940662,ORD-1710875,,CEVA,2024-11-12,2024-11-15,2024-11-16,7.44,delivered
SHP-640589166,ORD-8139187,WH-008,DB Schenker,2025-01-05,2025-01-15,2025-01-15,17.52,in_transit
SHP-657078356,ORD-2682685,,CEVA,2025-06-15,2025-06-20,2025-06-21,47.58,in_transit
SHP-988591762,ORD-7979024,WH-009,UPS,2024-01-12,2024-01-17,2024-01-17,34.42,delivered
SHP-297220710,ORD-5796224,WH-010,USPS,2024-01-28,31/01/2024,2024-02-01,43.84,delivered
SHP-604752777,ORD-4844926,WH-013,USPS,2025-09-11,2025-09-21,2025-09-21,38.54,delivered
SHP-929872537,ORD-9038917,WH-004,DHL,2024-03-31,2024-04-07,,28.67,delivered
SHP-428739724,ORD-7004705,,DB Schenker,2025-01-12,19/01/2025,2025-01-20,12.24,exception
SHP-423372307,ORD-7946257,WH-013,DB Schenker,2025-01-29,2025-02-03,2025-02-03,20.64,delivered
SHP-813497585,ORD-2964232,WH-015,UPS,2025-05-07,2025-05-14,2025-05-16,30.52,delivered
SHP-366778030,ORD-2970660,WH-011,UPS,2024-12-27,2025-01-06,2025-01-07,42.57,delivered
SHP-580803264,ORD-2274930,,DB Schenker,2025-05-07,2025-05-10,2025-05-10,17.28,delivered
SHP-293511711,ORD-1788041,WH-015,UPS,2025-07-19,2025-07-21,2025-07-20,11.09,delivered
SHP-415845390,ORD-7691775,WH-014,Maersk,2024-04-02,2024-04-04,2024-04-04,29.47,delivered
SHP-652195716,ORD-3153158,WH-008,Maersk,2025-10-30,2025-11-09,2025-11-10,13.41,delivered
SHP-192737130,ORD-3920468,WH-016,DHL,2025-11-26,2025-12-01,2025-12-01,31.64,delivered
SHP-860359014,ORD-9287868,WH-005,USPS,2024-06-09,2024-06-16,2024-06-16,17.07,delivered
SHP-973233036,ORD-1293811,WH-009,FedEx,2025-06-13,18/06/2025,2025-06-18,15.7,in_transit
SHP-533165876,ORD-5896961,WH-003,USPS,2025-05-24,03/06/2025,2025-06-04,22.77,
SHP-697261745,ORD-9186419,WH-008,FedEx,2024-10-26,2024-10-29,2024-10-28,30.91,delivered
SHP-341335917,ORD-1857223,WH-003,Maersk,2025-08-22,2025-08-29,2025-08-29,28.9,in_transit
SHP-297729465,ORD-4120398,WH-013,FedEx,2025-06-05,2025-06-07,2025-06-07,16.28,in_transit
SHP-356097538,ORD-7877835,WH-004,FedEx,2025-04-18,20/04/2025,2025-04-20,43.43,in_transit
SHP-473772751,ORD-9726935,WH-002,DB Schenker,2024-10-15,2024-10-17,2024-10-22,10.62,returned
SHP-629852376,ORD-4485689,WH-003,CEVA,2025-08-05,2025-08-08,2025-08-10,7.66,delivered
SHP-759628783,ORD-8927126,,DB Schenker,2024-11-12,2024-11-17,2024-11-22,31.31,exception
SHP-647969537,ORD-8930979,WH-008,Maersk,2024-08-18,2024-08-23,2024-08-22,11.18,label_created
SHP-368114760,ORD-5303554,WH-003,FedEx,2025-03-04,2025-03-06,2025-03-08,27.21,delivered
SHP-903086157,ORD-2175719,WH-013,CEVA,2024-06-06,2024-06-13,2024-06-13,45.97,delivered
SHP-276866678,ORD-7368863,WH-005,DB Schenker,2024-05-22,2024-05-25,2024-05-24,35.34,delivered
SHP-189995527,ORD-6840243,WH-003,FedEx,2025-03-19,2025-03-22,2025-03-22,31.93,delivered
SHP-297262046,ORD-7119185,WH-001,CEVA,2024-01-03,2024-01-10,2024-01-15,30.14,delivered
SHP-679271356,ORD-8344806,WH-002,Maersk,2025-11-18,2025-11-20,2025-11-19,13.54,delivered
SHP-263123488,ORD-1331925,WH-005,UPS,2025-07-11,2025-07-13,2025-07-13,24.17,in_transit
SHP-384020199,ORD-4191361,WH-008,FedEx,2024-05-19,2024-05-24,2024-05-24,20.39,delivered
SHP-251512994,ORD-3210858,WH-004,UPS,2024-01-13,2024-01-16,2024-01-16,46.03,delivered
SHP-292854895,ORD-8350715,WH-013,UPS,2025-08-14,2025-08-17,2025-08-24,16.18,delivered
SHP-340981922,ORD-8488543,WH-004,Maersk,2025-11-21,2025-11-23,2025-11-24,25.8,delivered
SHP-675882185,ORD-3974845,WH-003,UPS,2025-05-08,2025-05-10,2025-05-10,45.4,delivered
SHP-929066203,ORD-6218335,WH-010,DB Schenker,2025-07-28,2025-08-04,2025-08-07,39.15,label_created
SHP-668585880,ORD-8251992,,USPS,2025-11-11,2025-11-16,,46.51,delivered
SHP-881286125,ORD-7840028,WH-003,USPS,2024-08-30,2024-09-01,2024-09-02,31.55,exception
SHP-841024416,ORD-2241228,WH-009,Maersk,2025-12-03,2025-12-08,2025-12-10,20.02,delivered
SHP-650507509,ORD-5656965,WH-015,Maersk,2025-12-05,2025-12-10,2025-12-10,40.72,in_transit
SHP-372145996,ORD-9063673,WH-004,UPS,2024-10-02,2024-10-12,2024-10-13,18.24,delivered
SHP-760975104,ORD-4710027,WH-004,UPS,2024-01-26,2024-01-28,2024-01-28,12.92,delivered
SHP-138273793,ORD-4777609,WH-004,UPS,2025-12-03,2025-12-08,2025-12-07,35.66,delivered
SHP-374369624,ORD-4803686,WH-014,USPS,2025-01-17,2025-01-24,2025-01-23,32.84,delivered
SHP-418835569,ORD-4849207,WH-009,CEVA,2025-01-12,2025-01-19,2025-01-20,42.92,delivered
SHP-267090245,ORD-1102764,WH-008,Maersk,2025-07-24,2025-07-31,2025-08-01,46.4,delivered
SHP-480627413,ORD-5533364,WH-003,Maersk,2024-02-04,2024-02-14,2024-02-14,42.0,delivered
SHP-355228326,ORD-9930735,,DB Schenker,2024-07-21,2024-07-24,2024-07-25,8.52,label_created
SHP-839279712,ORD-6983092,WH-008,FedEx,2024-01-24,2024-01-26,2024-01-27,33.91,delivered
SHP-793106659,ORD-5549753,WH-011,DHL,2024-01-31,2024-02-03,2024-02-03,38.96,delivered
SHP-280717857,ORD-3624819,WH-002,DB Schenker,2024-11-14,2024-11-17,2024-11-18,47.24,delivered
SHP-813037781,ORD-8202913,WH-005,CEVA,2024-08-06,2024-08-08,2024-08-08,21.74,delivered
SHP-143436794,ORD-9331654,,DHL,2025-02-01,2025-02-08,2025-02-08,13.14,delivered
SHP-196633601,ORD-5053723,WH-005,DHL,2024-10-04,2024-10-06,2024-10-06,41.82,delivered
SHP-940967408,ORD-4655195,WH-016,FedEx,2025-12-27,2025-12-29,2025-12-29,19.33,exception
SHP-662008667,ORD-1668419,WH-006,USPS,2025-01-24,2025-01-26,,31.12,in_transit
SHP-405380748,ORD-3148131,WH-008,USPS,2024-04-14,2024-04-24,2024-04-24,22.38,delivered
SHP-376025067,ORD-3346618,WH-014,CEVA,2024-02-09,2024-02-11,2024-02-10,22.9,delivered
SHP-231750007,ORD-5271757,WH-002,DB Schenker,2025-10-17,2025-10-24,2025-10-24,36.76,delivered
SHP-411617204,ORD-9565360,,USPS,2025-12-01,2025-12-11,2025-12-12,21.18,delivered
SHP-946559862,ORD-9079020,,UPS,2025-01-24,2025-01-27,2025-01-27,35.11,in_transit
SHP-394562210,ORD-6880847,WH-010,Maersk,2025-01-02,2025-01-07,2025-01-09,6.6,exception
SHP-226442612,ORD-5510558,WH-004,CEVA,2024-06-23,2024-06-25,2024-06-25,19.64,label_created
SHP-363242788,ORD-1799380,WH-004,USPS,2024-12-26,28/12/2024,2024-12-30,19.4,delivered
SHP-436454793,ORD-4931940,WH-010,Maersk,2025-11-20,2025-11-27,2025-11-27,37.45,
SHP-959078736,ORD-8624955,WH-015,FedEx,2025-12-30,2026-01-02,2026-01-02,19.21,delivered
SHP-627558805,ORD-7284665,WH-004,FedEx,2024-11-16,2024-11-19,2024-11-19,32.6,delivered
SHP-967016907,ORD-6141542,WH-005,UPS,2024-07-03,2024-07-06,2024-07-06,34.92,delivered
SHP-945169458,ORD-2909140,WH-006,DHL,2025-02-06,2025-02-13,2025-02-14,33.65,delivered
SHP-792415463,ORD-4487367,WH-003,DHL,2025-08-10,2025-08-20,2025-08-27,31.34,label_created
SHP-365341534,ORD-4644552,WH-007,DB Schenker,2025-01-01,2025-01-06,2025-01-13,23.37,delivered
SHP-103301929,ORD-8556002,WH-010,UPS,2025-03-04,2025-03-06,2025-03-06,21.68,delivered
SHP-238653918,ORD-8311198,,UPS,2024-09-25,2024-10-05,2024-10-05,29.71,delivered
SHP-776404387,ORD-4707890,WH-014,USPS,2025-03-11,2025-03-18,2025-03-20,8.68,delivered
SHP-560651329,ORD-1683161,WH-008,FedEx,2025-07-02,2025-07-04,2025-07-04,42.78,delivered
SHP-114443659,ORD-2558223,WH-011,UPS,2025-05-08,2025-05-15,2025-05-15,40.66,label_created
SHP-674130164,ORD-2113178,WH-004,DB Schenker,2024-05-25,2024-05-28,2024-05-27,20.55,delivered
SHP-532876581,ORD-9583850,WH-008,FedEx,2025-06-25,2025-06-27,2025-06-26,29.81,in_transit
SHP-512090875,ORD-5700910,WH-006,USPS,2025-05-23,2025-05-26,2025-05-27,45.15,delivered
SHP-125276205,ORD-9100496,WH-003,USPS,2024-10-10,2024-10-12,2024-10-12,17.41,in_transit
SHP-883898309,ORD-3163010,,USPS,2025-10-02,09/10/2025,2025-10-09,37.18,delivered
SHP-952528817,ORD-5129591,,Maersk,2024-12-05,2024-12-10,2024-12-11,9.47,delivered
SHP-693986320,ORD-9958806,WH-014,FedEx,2024-05-15,2024-05-18,2024-05-18,27.98,delivered
SHP-888957901,ORD-1471172,WH-009,USPS,2024-03-31,2024-04-10,2024-04-17,43.13,in_transit
SHP-207728483,ORD-1912594,WH-015,Maersk,2024-09-16,2024-09-19,2024-09-20,29.17,delivered
SHP-365006039,ORD-2042584,WH-010,USPS,2024-01-02,2024-01-09,2024-01-09,31.88,label_created
SHP-983576617,ORD-9902848,WH-012,DB Schenker,2024-02-10,2024-02-13,2024-02-13,44.12,delivered
SHP-916901981,ORD-8869831,WH-007,USPS,2025-10-07,2025-10-09,2025-10-09,36.05,label_created
SHP-190111928,ORD-8097456,WH-002,FedEx,2025-09-08,2025-09-13,2025-09-14,35.23,delivered
SHP-231352955,ORD-1372387,WH-007,CEVA,2025-04-17,2025-04-22,2025-04-21,30.63,delivered
SHP-653479343,ORD-2042584,WH-004,CEVA,2025-04-11,2025-04-14,2025-04-15,32.59,label_created
SHP-643972859,ORD-8465316,WH-006,Maersk,2024-11-26,2024-12-03,2024-12-03,39.76,in_transit
SHP-144052905,ORD-3651290,WH-014,DB Schenker,2024-11-20,2024-11-23,2024-11-23,47.13,label_created
SHP-235969107,ORD-7299207,WH-002,Maersk,2024-11-21,01/12/2024,2024-12-01,39.4,in_transit
SHP-545011479,ORD-6125863,WH-003,CEVA,2025-07-04,2025-07-11,2025-07-11,35.72,delivered
SHP-953293183,ORD-4130204,WH-001,Maersk,2025-10-30,2025-11-02,2025-11-03,11.69,in_transit
SHP-632692554,ORD-8448596,WH-010,DB Schenker,2025-01-24,2025-02-03,2025-02-04,40.32,delivered
SHP-364396164,ORD-9999806,WH-016,USPS,2025-02-01,2025-02-06,2025-02-06,36.91,exception
SHP-912467470,ORD-8108866,WH-008,DHL,2025-09-25,2025-10-02,,38.36,delivered
SHP-682733236,ORD-9992564,WH-013,CEVA,2024-02-25,2024-02-27,2024-02-28,15.71,delivered
SHP-838313523,ORD-6716387,WH-010,UPS,2025-04-15,2025-04-20,2025-04-21,43.94,in_transit
SHP-192680455,ORD-4792004,WH-013,DB Schenker,2024-02-01,2024-02-06,2024-02-07,10.09,delivered
SHP-743150204,ORD-1102791,,DB Schenker,2025-05-16,2025-05-21,2025-05-21,16.65,in_transit
SHP-142564139,ORD-8369918,WH-002,UPS,2024-11-30,2024-12-10,2024-12-10,33.85,delivered
SHP-764582665,ORD-2016092,WH-016,Maersk,2024-10-28,2024-10-31,2024-11-05,34.3,in_transit
SHP-746678372,ORD-8032369,,Maersk,2025-10-09,2025-10-16,2025-10-16,19.16,delivered
SHP-510694707,ORD-4264577,,DB Schenker,2025-09-24,2025-10-04,2025-10-04,35.46,in_transit
SHP-306114399,ORD-6513723,WH-015,CEVA,2025-10-23,2025-11-02,2025-11-02,22.29,delivered
SHP-764904545,ORD-1355454,WH-006,DHL,2025-10-31,2025-11-07,2025-11-07,6.01,label_created
SHP-334271748,ORD-8286917,WH-009,DHL,2025-06-25,2025-06-27,2025-06-26,12.83,delivered
SHP-472425336,ORD-1668419,WH-005,USPS,2024-08-04,2024-08-09,2024-08-08,43.07,delivered
SHP-615458997,ORD-4402109,WH-004,CEVA,2024-12-30,2025-01-09,2025-01-10,15.35,delivered
SHP-925004418,ORD-7290725,WH-005,UPS,2025-05-31,2025-06-05,2025-06-04,10.74,delivered
SHP-243497026,ORD-9415454,WH-001,Maersk,2025-08-22,2025-08-24,,34.65,label_created
SHP-510014259,ORD-4939191,WH-013,UPS,2024-10-01,2024-10-03,2024-10-03,24.51,exception
SHP-314832224,ORD-9620556,WH-015,CEVA,2025-08-12,2025-08-14,2025-08-14,39.46,delivered
SHP-972048295,ORD-3712141,WH-006,DHL,2024-03-31,2024-04-02,2024-04-02,42.18,delivered
SHP-129105931,ORD-6821965,WH-009,USPS,2024-09-13,2024-09-18,2024-09-17,41.53,label_created
SHP-833758283,ORD-5309028,WH-007,UPS,2024-12-19,2024-12-21,2024-12-21,19.15,delivered
SHP-801808845,ORD-7809843,WH-001,DHL,2024-06-23,2024-06-28,,27.23,in_transit
SHP-864657754,ORD-1894167,WH-006,DB Schenker,2025-06-29,2025-07-01,2025-07-01,33.31,delivered
SHP-623674444,ORD-4388798,WH-016,Maersk,2024-09-12,2024-09-22,2024-09-23,19.52,delivered
SHP-994465457,ORD-5120739,WH-008,FedEx,2025-08-04,2025-08-09,2025-08-08,7.73,delivered
SHP-837115249,ORD-7561025,WH-013,FedEx,2025-08-27,2025-09-01,2025-09-01,26.82,delivered
SHP-527045072,ORD-8348874,WH-005,DHL,2024-03-06,2024-03-16,2024-03-16,6.54,delivered
SHP-185656009,ORD-3666745,,USPS,2025-02-25,2025-02-27,2025-02-27,45.93,in_transit
SHP-967643153,ORD-6588358,WH-009,UPS,2025-11-20,2025-11-27,2025-11-26,39.46,delivered
SHP-916482689,ORD-4288287,WH-006,FedEx,2024-07-07,2024-07-10,2024-07-10,14.06,delivered
SHP-347417182,ORD-8232933,WH-013,FedEx,2025-07-31,2025-08-02,2025-08-02,18.08,delivered
SHP-783926440,ORD-8947690,WH-005,Maersk,2024-03-12,2024-03-22,2024-03-22,47.28,delivered
SHP-261339266,ORD-7054478,WH-011,FedEx,2025-11-28,2025-12-05,2025-12-05,21.69,delivered
SHP-114037371,ORD-4286377,WH-003,FedEx,2024-05-11,2024-05-21,2024-05-20,38.92,delivered
SHP-763784841,ORD-3303205,WH-014,FedEx,2024-02-11,2024-02-18,2024-02-19,24.77,returned
SHP-716947798,ORD-7313969,,DHL,2025-06-13,2025-06-16,2025-06-18,42.29,delivered
SHP-999604691,ORD-1610277,,UPS,2025-01-01,2025-01-11,2025-01-12,35.56,label_created
SHP-400962798,ORD-7859298,WH-015,CEVA,2025-02-14,2025-02-19,2025-02-19,6.96,delivered
SHP-507341927,ORD-8121170,WH-001,DB Schenker,2024-06-04,2024-06-11,2024-06-11,18.36,in_transit
SHP-572243359,ORD-3672455,WH-009,UPS,2024-05-23,2024-05-30,2024-06-04,29.44,in_transit
SHP-192502960,ORD-5596284,,DHL,2025-04-14,2025-04-21,2025-04-21,44.9,delivered
SHP-697484906,ORD-2777550,WH-001,USPS,2024-10-30,2024-11-01,2024-10-31,10.29,returned
SHP-337888861,ORD-6325141,WH-002,USPS,2024-05-08,18/05/2024,2024-05-18,31.25,delivered
SHP-744776143,ORD-9797123,WH-003,USPS,2025-08-07,2025-08-12,2025-08-11,18.69,delivered
SHP-925567871,ORD-8441460,WH-013,UPS,2025-06-24,2025-07-04,2025-07-05,43.35,delivered
SHP-628874785,ORD-3908388,WH-001,FedEx,2025-05-18,2025-05-23,2025-05-24,38.14,in_transit
SHP-478310923,ORD-1583775,WH-005,DB Schenker,2025-09-22,2025-09-27,2025-09-28,21.53,in_transit
SHP-524281414,ORD-7601729,WH-010,UPS,2024-06-25,2024-06-27,2024-07-04,13.02,delivered
SHP-654416544,ORD-2219352,,CEVA,2024-11-11,2024-11-18,2024-11-18,6.48,delivered
SHP-831361192,ORD-7202440,WH-005,FedEx,2024-11-08,2024-11-13,2024-11-13,32.09,
SHP-586788390,ORD-6142383,WH-008,FedEx,2025-11-17,2025-11-27,2025-11-28,23.06,in_transit
SHP-180994796,ORD-9370876,WH-012,FedEx,2025-05-23,2025-05-26,2025-05-25,19.22,in_transit
SHP-853807529,ORD-8824380,,USPS,2025-02-12,2025-02-17,,47.39,delivered
SHP-399555986,ORD-2174939,WH-010,DB Schenker,2025-05-16,2025-05-26,2025-05-26,25.58,delivered
SHP-862035133,ORD-3981087,,Maersk,2025-02-19,2025-02-21,2025-02-21,37.49,label_created
SHP-417171632,ORD-4444834,WH-015,DB Schenker,2024-11-13,2024-11-23,2024-11-22,13.45,delivered
SHP-547199208,ORD-4422889,WH-008,USPS,2024-07-23,2024-07-28,2024-07-28,6.57,delivered
SHP-622032690,ORD-9186419,WH-010,Maersk,2025-08-01,2025-08-11,2025-08-12,23.54,label_created
SHP-521406741,ORD-3238247,WH-016,CEVA,2025-01-27,2025-02-03,2025-02-04,33.96,delivered
SHP-209672224,ORD-9862355,WH-016,Maersk,2025-03-13,2025-03-16,2025-03-17,27.28,delivered
SHP-573117736,ORD-8457951,WH-008,USPS,2025-02-09,2025-02-19,2025-02-22,43.4,label_created
SHP-127282481,ORD-5870424,WH-007,UPS,2025-12-24,2025-12-29,2025-12-29,24.23,in_transit
SHP-785141407,ORD-6106372,WH-012,DHL,2024-10-22,2024-11-01,2024-11-02,19.06,delivered
SHP-567861562,ORD-6877440,WH-007,DB Schenker,2024-06-29,2024-07-02,2024-07-01,44.47,exception
SHP-375838667,ORD-9069316,,Maersk,2025-05-26,2025-05-31,2025-05-30,23.09,delivered
SHP-214024478,ORD-8183793,WH-010,CEVA,2025-05-31,2025-06-05,2025-06-05,17.33,delivered
SHP-417068377,ORD-9869561,WH-006,DHL,2024-10-18,2024-10-25,,10.1,delivered
SHP-463564982,ORD-7897869,WH-002,DB Schenker,2024-07-03,2024-07-08,2024-07-07,39.32,label_created
SHP-563879168,ORD-9749540,WH-003,Maersk,2024-11-27,2024-11-29,2024-11-28,40.65,delivered
SHP-791124575,ORD-4148706,WH-005,USPS,2024-11-02,2024-11-09,2024-11-09,7.4,delivered
SHP-584975134,ORD-5904890,WH-016,Maersk,2025-12-26,2026-01-05,2026-01-05,21.06,delivered
SHP-389595811,ORD-7378719,WH-012,Maersk,2025-11-03,2025-11-13,2025-11-12,37.49,delivered
SHP-540947163,ORD-7634223,,CEVA,2025-07-19,2025-07-22,2025-07-22,45.75,returned
SHP-777121526,ORD3000764,WH-006,DHL,2025-06-26,2025-07-03,2025-07-03,21.87,delivered
SHP-656483552,ORD-6784132,WH-003,DB Schenker,2024-11-23,2024-12-03,2024-12-02,42.63,delivered
SHP-117846714,ORD-5186921,WH-002,FedEx,2025-04-08,10/04/2025,2025-04-15,22.54,in_transit
SHP-897032243,ORD-1468580,WH-001,UPS,2025-05-19,2025-05-24,2025-05-24,13.54,in_transit
SHP-503494965,ORD-5133649,WH-011,USPS,2025-10-09,2025-10-11,2025-10-10,6.14,delivered
SHP-369246523,ORD-5945306,WH-002,USPS,2024-12-30,2025-01-09,,19.87,delivered
SHP-396763626,ORD-1119318,WH-013,FedEx,2024-08-06,2024-08-11,2024-08-10,21.9,label_created
SHP-692650595,ORD-6618951,WH-006,DHL,2025-10-09,2025-10-11,2025-10-11,45.69,delivered
SHP-406975559,ORD-6298228,WH-004,DHL,2024-08-04,2024-08-06,2024-08-07,14.65,delivered
SHP-584404824,ORD-1309834,WH-014,DB Schenker,2025-02-06,2025-02-09,2025-02-08,22.05,delivered
SHP-116141721,ORD-5314873,WH-007,Maersk,2024-01-24,2024-02-03,2024-02-03,7.06,delivered
SHP-302019979,ORD-9980097,WH-010,CEVA,2024-09-29,2024-10-01,2024-10-01,38.07,
SHP-111883164,ORD-9746511,WH-011,USPS,2024-08-06,2024-08-11,2024-08-11,44.44,exception
SHP-491844037,ORD-3508705,WH-007,USPS,2024-11-03,2024-11-13,2024-11-13,15.99,in_transit
SHP-286573437,ORD-3975682,WH-003,CEVA,2024-12-28,2025-01-07,2025-01-06,24.02,delivered
SHP-974503607,ORD-6307385,WH-011,FedEx,2024-08-12,2024-08-22,2024-08-22,11.13,delivered
SHP-278960078,ORD-6828577,WH-008,CEVA,2024-09-22,2024-09-25,2024-09-25,25.19,delivered
SHP-702896341,ORD-3012013,WH-008,Maersk,2024-01-19,2024-01-21,2024-01-20,11.6,label_created
SHP-197467372,ORD-9728020,WH-015,DHL,2024-06-09,2024-06-11,2024-06-11,27.98,delivered
SHP-206295525,ORD-8134489,,FedEx,2024-09-25,2024-09-28,2024-09-28,36.85,delivered
SHP-393203906,ORD-8626658,WH-009,USPS,2024-11-21,2024-12-01,2024-12-01,29.24,delivered
SHP-402569866,ORD-7705359,WH-008,USPS,2024-07-15,2024-07-18,2024-07-18,16.3,
SHP-574036859,ORD-1324783,WH-002,CEVA,2024-05-10,2024-05-13,2024-05-14,20.86,returned
SHP-847604227,ORD-2977625,WH-010,FedEx,2025-03-09,2025-03-11,2025-03-11,32.82,exception
SHP-624280400,ORD-1323410,WH-005,FedEx,2025-02-15,2025-02-18,2025-02-18,30.77,delivered
SHP-303156919,ORD-5531446,WH-003,USPS,2024-03-28,2024-04-07,2024-04-07,11.74,label_created
SHP-437455502,ORD-7761763,WH-006,USPS,2024-08-20,2024-08-23,2024-08-24,41.49,label_created
SHP-349414059,ORD-4441613,WH-008,DHL,2024-07-15,2024-07-20,2024-07-20,25.96,delivered
SHP-240080835,ORD-6115640,WH-001,CEVA,2025-09-15,2025-09-25,2025-09-24,12.82,delivered
SHP-560463874,ORD-4466232,,DHL,2024-04-10,2024-04-13,2024-04-14,11.16,delivered
SHP-389433632,ORD-5023781,WH-008,FedEx,2025-09-20,2025-09-27,2025-09-27,46.55,delivered
SHP-380377913,ORD-8139187,WH-002,UPS,2024-02-22,2024-02-25,2024-02-28,17.82,in_transit
SHP-774173722,ORD-3620694,WH-002,FedEx,2024-05-03,2024-05-08,2024-05-08,44.16,delivered
SHP-558282495,ORD-1744443,WH-003,UPS,2024-06-16,2024-06-19,2024-06-18,23.24,label_created
SHP-995426265,ORD-2465342,,UPS,2024-12-13,2024-12-16,2024-12-16,22.21,
SHP-423302621,ORD-6616870,WH-005,USPS,2025-05-19,2025-05-22,,35.44,in_transit
SHP-159839806,ORD-6326752,WH-013,DB Schenker,2025-09-08,2025-09-11,2025-09-12,6.42,delivered
SHP-165584597,ORD-7708543,WH-010,FedEx,2025-08-29,2025-09-08,,20.2,delivered
SHP-818574868,ORD-4183709,WH-016,UPS,2025-02-22,2025-03-04,,18.71,delivered
SHP-843034914,ORD-5327487,WH-006,USPS,2024-07-27,2024-08-01,2024-08-01,42.46,label_created
SHP-143887178,ORD-8107428,WH-007,Maersk,2025-04-05,2025-04-12,,28.22,delivered
SHP-662279784,ORD-6283534,WH-012,USPS,2024-09-06,2024-09-13,2024-09-13,21.31,delivered
SHP-953581146,ORD-3780112,,USPS,2025-07-16,2025-07-21,2025-07-23,17.18,in_transit
SHP-388640714,ORD-5801603,WH-008,UPS,2025-09-29,2025-10-02,2025-10-02,30.8,exception
SHP-421215705,ORD-2258934,WH-001,CEVA,2025-04-06,2025-04-16,2025-04-17,12.37,delivered
SHP-781149345,ORD-6226104,,UPS,2024-10-11,2024-10-16,2024-10-17,16.34,in_transit
SHP-687797628,ORD-7931838,WH-010,DHL,2024-08-31,2024-09-02,2024-09-02,18.33,in_transit
SHP-666069663,ORD-3808140,WH-003,FedEx,2024-09-22,2024-09-27,2024-09-27,31.53,delivered
SHP-322756581,ORD-7094512,,Maersk,2024-06-26,2024-07-01,2024-06-30,21.68,delivered
SHP-346475181,ORD-6967233,WH-009,CEVA,2025-07-14,2025-07-24,2025-07-24,27.24,delivered
SHP-956896670,ORD-4056468,,FedEx,2024-10-23,2024-10-26,2024-10-26,33.32,label_created
SHP-666133527,ORD-4368692,WH-007,USPS,2025-09-02,2025-09-07,2025-09-08,46.16,delivered
SHP-803120233,ORD-8935817,WH-011,Maersk,2025-03-01,2025-03-03,2025-03-03,38.12,delivered
SHP-735410598,ORD-5682436,WH-004,UPS,2025-02-28,2025-03-02,2025-03-02,23.02,exception
SHP-923594213,ORD-8587898,WH-011,FedEx,2024-05-17,2024-05-20,2024-05-20,37.43,delivered
SHP-464582422,ORD-4321682,WH-012,DHL,2025-04-28,2025-04-30,2025-04-30,45.89,label_created
SHP-428795512,ORD-2724470,WH-014,USPS,2024-08-26,2024-08-29,2024-08-29,26.97,delivered
