"date","product_type","telemetry_rows","avg_disconnects","crash_rate","avg_temp_c","claims","approved_claims","claim_rate_per_1k_orders"
2025-02-26,Portable PA,6,0.333,0.0000,32.32,66,56,203.70
2025-04-30,Earbuds,23,0.524,0.0000,33.18,358,282,246.05
2024-01-04,Home Theater,6,0.000,0.0000,29.57,146,111,253.47
2024-10-20,Speakers,2,0.000,0.0000,38.75,230,182,257.85
2025-01-28,Home Theater,7,0.286,0.0000,30.14,146,111,253.47
2024-08-02,Earbuds,20,0.167,0.0500,31.13,358,282,246.05
2024-12-02,Aviation Headsets,5,0.200,0.0000,32.32,60,45,333.33
2025-11-12,Earbuds,12,0.400,0.0000,31.67,358,282,246.05
2025-05-28,Portable PA,8,0.000,0.0000,32.95,66,56,203.70
2025-08-15,Portable PA,8,0.125,0.0000,30.98,66,56,203.70
2025-03-18,Aviation Headsets,2,1.000,0.0000,33.35,60,45,333.33
2025-04-11,Headphones,156,0.397,0.0065,32.26,380,302,241.73
2025-01-17,Aviation Headsets,3,0.000,0.0000,29.37,60,45,333.33
2024-12-01,Portable PA,4,0.250,0.0000,29.33,66,56,203.70
2024-02-23,Earbuds,25,0.435,0.0000,34.68,358,282,246.05
2025-06-14,Earbuds,18,0.333,0.0000,30.69,358,282,246.05
2024-08-25,Home Theater,8,0.286,0.0000,33.16,146,111,253.47
2024-09-27,Headphones,157,0.451,0.0256,33.03,380,302,241.73
2024-11-04,Aviation Headsets,2,0.000,0.0000,37.30,60,45,333.33
2024-06-28,Portable PA,7,0.143,0.0000,31.56,66,56,203.70
2024-10-16,Portable PA,5,0.000,0.0000,31.02,66,56,203.70
2024-03-27,Home Theater,11,0.000,0.0000,31.94,146,111,253.47
2025-09-09,Aviation Headsets,4,0.000,0.0000,34.70,60,45,333.33
2024-01-03,Portable PA,1,0.000,0.0000,36.00,66,56,203.70
2025-11-09,Home Theater,14,0.417,0.0000,31.38,146,111,253.47
2025-08-19,Aviation Headsets,3,0.500,0.0000,34.70,60,45,333.33
2024-02-13,Home Theater,11,0.273,0.0000,33.77,146,111,253.47
2024-12-30,Aviation Headsets,2,1.000,0.0000,32.85,60,45,333.33
2025-02-11,Home Theater,8,0.000,0.0000,32.81,146,111,253.47
2024-09-21,Speakers,4,0.250,0.0000,33.50,230,182,257.85
2024-05-29,Speakers,4,0.250,0.0000,29.18,230,182,257.85
2025-07-14,Speakers,4,0.500,0.2500,32.75,230,182,257.85
2025-03-15,Portable PA,5,0.000,0.0000,34.14,66,56,203.70
2024-03-22,Portable PA,7,0.000,0.0000,33.66,66,56,203.70
2024-03-03,Headphones,161,0.397,0.0000,32.87,380,302,241.73
2024-07-04,Home Theater,13,0.000,0.0000,34.27,146,111,253.47
2024-11-09,Headphones,185,0.431,0.0169,31.82,380,302,241.73
2024-11-28,Aviation Headsets,2,0.000,0.0000,38.70,60,45,333.33
2025-04-27,Speakers,2,0.500,0.0000,26.60,230,182,257.85
2025-11-21,Earbuds,17,0.438,0.0000,32.00,358,282,246.05
2024-10-30,Headphones,178,0.479,0.0169,30.80,380,302,241.73
2025-06-05,Aviation Headsets,1,0.000,0.0000,33.70,60,45,333.33
2024-03-29,Headphones,165,0.444,0.0000,32.37,380,302,241.73
2024-04-15,Portable PA,6,0.167,0.1667,24.68,66,56,203.70
2024-09-19,Portable PA,7,0.000,0.0000,32.53,66,56,203.70
2025-08-24,Home Theater,3,0.000,0.0000,36.17,146,111,253.47
2025-10-29,Aviation Headsets,2,0.000,0.0000,32.35,60,45,333.33
2025-09-18,Headphones,178,0.385,0.0056,32.56,380,302,241.73
2024-07-27,Speakers,4,0.000,0.0000,34.40,230,182,257.85
2024-07-11,Portable PA,11,0.000,0.0000,31.29,66,56,203.70
2024-01-06,Aviation Headsets,3,0.000,0.0000,36.60,60,45,333.33
2025-05-22,Headphones,156,0.388,0.0195,32.52,380,302,241.73
2025-08-25,Home Theater,9,0.000,0.1250,28.22,146,111,253.47
2025-07-22,Aviation Headsets,1,0.000,0.0000,30.00,60,45,333.33
2025-11-29,Speakers,2,0.000,0.0000,34.90,230,182,257.85
2025-07-08,Portable PA,6,0.000,0.0000,32.17,66,56,203.70
2024-06-17,Earbuds,22,0.524,0.0000,33.02,358,282,246.05
2025-08-14,Earbuds,28,0.375,0.0000,32.44,358,282,246.05
2024-03-25,Headphones,186,0.459,0.0054,31.98,380,302,241.73
2025-03-29,Portable PA,8,0.125,0.1429,36.68,66,56,203.70
2024-11-08,Portable PA,8,0.125,0.0000,31.88,66,56,203.70
2025-02-06,Portable PA,5,0.000,0.0000,26.12,66,56,203.70
2025-01-06,Earbuds,16,0.154,0.0000,32.99,358,282,246.05
2024-06-19,Headphones,184,0.414,0.0110,31.44,380,302,241.73
2024-10-20,Headphones,166,0.484,0.0062,31.45,380,302,241.73
2025-03-04,Aviation Headsets,2,0.000,0.0000,33.60,60,45,333.33
2025-07-26,Home Theater,9,0.111,0.0000,30.84,146,111,253.47
2024-03-26,Portable PA,5,0.250,0.0000,32.54,66,56,203.70
2024-05-10,Earbuds,19,0.250,0.0000,31.23,358,282,246.05
2025-04-22,Headphones,172,0.416,0.0059,31.92,380,302,241.73
2025-12-28,Aviation Headsets,3,0.000,0.0000,35.23,60,45,333.33
2024-08-30,Headphones,154,0.453,0.0065,31.98,380,302,241.73
2025-12-17,Portable PA,6,0.167,0.0000,27.85,66,56,203.70
2024-01-28,Headphones,196,0.364,0.0317,33.16,380,302,241.73
2025-09-02,Headphones,158,0.400,0.0000,32.22,380,302,241.73
2025-04-04,Home Theater,9,0.222,0.0000,26.59,146,111,253.47
2025-02-24,Aviation Headsets,2,0.000,0.0000,29.45,60,45,333.33
2025-12-30,Aviation Headsets,3,0.000,0.0000,36.73,60,45,333.33
2024-03-15,Portable PA,4,0.000,0.0000,33.03,66,56,203.70
2024-07-14,Home Theater,9,0.333,0.0000,31.17,146,111,253.47
2025-10-05,Earbuds,22,0.650,0.0000,30.69,358,282,246.05
2025-09-29,Portable PA,6,0.000,0.1667,35.90,66,56,203.70
2025-09-01,Portable PA,6,0.167,0.0000,30.27,66,56,203.70
2024-03-29,Earbuds,15,0.200,0.0000,33.45,358,282,246.05
2025-04-07,Aviation Headsets,3,0.000,0.0000,37.80,60,45,333.33
2025-10-12,Aviation Headsets,3,0.000,0.0000,36.37,60,45,333.33
2024-06-09,Earbuds,18,0.353,0.0000,32.87,358,282,246.05
2025-09-08,Earbuds,19,0.294,0.0000,31.12,358,282,246.05
2025-07-26,Aviation Headsets,2,0.000,0.0000,30.20,60,45,333.33
2025-12-23,Speakers,4,0.500,0.0000,28.60,230,182,257.85
2025-12-26,Aviation Headsets,3,0.000,0.0000,27.83,60,45,333.33
2024-10-13,Headphones,129,0.421,0.0157,31.67,380,302,241.73
2024-09-07,Home Theater,16,0.000,0.0000,33.00,146,111,253.47
2024-08-08,Headphones,157,0.427,0.0000,32.06,380,302,241.73
2025-02-06,Headphones,155,0.362,0.0066,31.84,380,302,241.73
2025-07-10,Aviation Headsets,6,0.167,0.0000,28.85,60,45,333.33
2025-08-05,Earbuds,20,0.421,0.0500,32.90,358,282,246.05
2024-07-05,Earbuds,17,0.667,0.0000,33.88,358,282,246.05
2024-10-08,Speakers,3,0.333,0.0000,29.13,230,182,257.85
2024-08-12,Speakers,4,1.000,0.0000,33.70,230,182,257.85
2024-03-11,Home Theater,4,0.500,0.2500,36.05,146,111,253.47
2025-04-06,Home Theater,8,0.000,0.1250,32.68,146,111,253.47
2025-01-12,Earbuds,15,0.071,0.0000,32.01,358,282,246.05
2024-01-21,Home Theater,9,0.167,0.0000,29.43,146,111,253.47
2025-03-16,Speakers,2,0.000,0.0000,30.50,230,182,257.85
2025-04-24,Aviation Headsets,2,0.000,0.0000,42.20,60,45,333.33
2025-01-31,Headphones,201,0.368,0.0203,32.55,380,302,241.73
2025-10-02,Aviation Headsets,4,0.000,0.0000,38.75,60,45,333.33
2024-07-16,Headphones,148,0.415,0.0000,32.31,380,302,241.73
2025-04-17,Home Theater,9,0.000,0.0000,31.92,146,111,253.47
2024-07-10,Aviation Headsets,5,0.000,0.0000,30.18,60,45,333.33
2025-01-22,Speakers,4,0.000,0.0000,35.63,230,182,257.85
2024-11-15,Earbuds,29,0.600,0.0345,32.55,358,282,246.05
2025-06-04,Portable PA,4,0.000,0.0000,27.48,66,56,203.70
2025-08-02,Portable PA,7,0.000,0.1429,35.47,66,56,203.70
2025-02-17,Speakers,3,1.000,0.0000,25.13,230,182,257.85
2024-04-07,Speakers,2,0.500,0.0000,39.35,230,182,257.85
2024-11-25,Home Theater,14,0.250,0.0000,30.65,146,111,253.47
2024-03-30,Home Theater,12,0.182,0.0000,32.42,146,111,253.47
2025-02-15,Headphones,158,0.466,0.0066,31.99,380,302,241.73
2025-07-11,Earbuds,23,0.381,0.0000,29.77,358,282,246.05
2024-08-23,Speakers,5,0.600,0.0000,31.82,230,182,257.85
2025-10-06,Portable PA,9,0.625,0.0000,32.06,66,56,203.70
2024-01-11,Speakers,2,0.500,0.0000,22.25,230,182,257.85
2025-09-19,Home Theater,13,0.154,0.0000,33.52,146,111,253.47
2025-01-04,Speakers,5,0.800,0.0000,38.44,230,182,257.85
2025-03-26,Portable PA,2,0.500,0.0000,27.90,66,56,203.70
2024-03-07,Earbuds,21,0.500,0.0000,30.96,358,282,246.05
2024-04-04,Speakers,6,0.333,0.0000,31.02,230,182,257.85
2025-12-29,Headphones,154,0.467,0.0327,32.02,380,302,241.73
2024-10-13,Aviation Headsets,5,0.000,0.0000,39.06,60,45,333.33
2025-02-01,Portable PA,6,0.000,0.0000,31.45,66,56,203.70
2025-03-03,Portable PA,3,0.000,0.0000,29.17,66,56,203.70
2024-10-12,Headphones,167,0.405,0.0184,31.25,380,302,241.73
2024-04-08,Headphones,149,0.493,0.0136,31.33,380,302,241.73
2025-06-21,Earbuds,25,0.318,0.0417,30.98,358,282,246.05
2025-08-08,Home Theater,10,0.222,0.0000,30.90,146,111,253.47
2025-11-02,Home Theater,7,0.143,0.0000,31.90,146,111,253.47
2025-11-07,Home Theater,12,0.000,0.0000,31.32,146,111,253.47
2025-05-04,Headphones,145,0.401,0.0140,30.93,380,302,241.73
2025-11-16,Speakers,5,0.000,0.0000,39.40,230,182,257.85
2025-08-06,Home Theater,8,0.125,0.0000,31.84,146,111,253.47
2024-06-30,Portable PA,6,0.000,0.0000,25.85,66,56,203.70
2024-01-25,Earbuds,22,0.389,0.0000,32.18,358,282,246.05
2025-06-11,Headphones,161,0.523,0.0190,32.63,380,302,241.73
2025-10-04,Speakers,2,0.500,0.0000,27.35,230,182,257.85
2024-09-04,Home Theater,6,0.333,0.0000,32.55,146,111,253.47
2025-06-18,Headphones,182,0.494,0.0167,31.69,380,302,241.73
2025-03-30,Home Theater,11,0.200,0.0000,31.75,146,111,253.47
2025-05-09,Portable PA,12,0.182,0.0000,29.83,66,56,203.70
2025-03-23,Earbuds,23,0.476,0.0000,31.32,358,282,246.05
2025-03-09,Speakers,3,1.000,0.0000,31.30,230,182,257.85
2024-12-16,Aviation Headsets,2,0.000,0.0000,40.10,60,45,333.33
2024-11-24,Home Theater,9,0.000,0.0000,32.51,146,111,253.47
2025-12-04,Headphones,157,0.454,0.0129,31.94,380,302,241.73
2024-01-01,Portable PA,5,0.000,0.0000,36.16,66,56,203.70
2024-10-19,Aviation Headsets,3,0.000,0.0000,33.30,60,45,333.33
2024-07-23,Earbuds,19,0.563,0.0000,30.85,358,282,246.05
2025-04-25,Portable PA,2,0.500,0.0000,31.85,66,56,203.70
2024-10-28,Aviation Headsets,4,0.000,0.0000,27.83,60,45,333.33
2024-07-12,Home Theater,9,0.375,0.0000,31.58,146,111,253.47
2024-03-20,Home Theater,10,0.500,0.0000,32.12,146,111,253.47
2025-10-03,Aviation Headsets,2,1.000,0.0000,29.65,60,45,333.33
2025-10-13,Earbuds,23,0.238,0.0000,30.77,358,282,246.05
2025-09-05,Earbuds,21,0.421,0.1429,31.10,358,282,246.05
2024-06-15,Aviation Headsets,2,0.000,0.0000,34.65,60,45,333.33
2025-11-06,Earbuds,22,0.350,0.0000,30.42,358,282,246.05
2025-08-17,Aviation Headsets,2,0.000,0.0000,31.35,60,45,333.33
2025-06-08,Speakers,5,0.750,0.0000,26.96,230,182,257.85
2024-05-14,Earbuds,21,0.895,0.0000,32.64,358,282,246.05
2024-06-10,Aviation Headsets,2,0.000,0.0000,37.20,60,45,333.33
2025-09-30,Earbuds,18,0.556,0.0000,31.18,358,282,246.05
2024-06-04,Speakers,5,0.400,0.0000,32.70,230,182,257.85
2024-07-02,Home Theater,11,0.000,0.0000,33.56,146,111,253.47
2024-11-23,Headphones,148,0.462,0.0138,31.98,380,302,241.73
2025-11-08,Headphones,155,0.470,0.0199,31.69,380,302,241.73
2024-11-19,Speakers,3,0.000,0.0000,33.83,230,182,257.85
2025-07-13,Earbuds,18,0.500,0.0000,32.88,358,282,246.05
2024-04-19,Headphones,178,0.494,0.0171,31.69,380,302,241.73
2024-12-21,Aviation Headsets,3,0.000,0.0000,29.70,60,45,333.33
2024-09-08,Home Theater,10,0.000,0.1111,31.19,146,111,253.47
2024-05-25,Speakers,3,1.000,0.0000,32.00,230,182,257.85
2024-09-26,Home Theater,6,0.167,0.0000,32.80,146,111,253.47
2025-08-22,Home Theater,4,0.667,0.0000,34.30,146,111,253.47
2025-09-11,Portable PA,9,0.167,0.1111,34.64,66,56,203.70
2024-04-04,Home Theater,5,0.200,0.0000,32.78,146,111,253.47
2025-09-27,Earbuds,24,0.739,0.0000,31.47,358,282,246.05
2025-07-11,Aviation Headsets,4,0.000,0.2500,30.85,60,45,333.33
2024-09-16,Aviation Headsets,2,0.000,0.0000,31.30,60,45,333.33
2024-07-15,Home Theater,8,0.000,0.0000,33.75,146,111,253.47
2024-06-29,Earbuds,26,0.542,0.0385,32.64,358,282,246.05
2024-01-06,Earbuds,21,0.474,0.0000,29.58,358,282,246.05
2025-11-12,Speakers,3,1.000,0.0000,33.60,230,182,257.85
2025-07-17,Home Theater,11,0.200,0.0000,32.65,146,111,253.47
2024-01-13,Aviation Headsets,3,0.000,0.0000,37.83,60,45,333.33
2024-12-23,Speakers,7,0.500,0.0000,33.71,230,182,257.85
2024-11-17,Portable PA,10,0.300,0.0000,30.24,66,56,203.70
2024-11-20,Headphones,156,0.406,0.0131,31.59,380,302,241.73
2025-01-01,Home Theater,8,0.000,0.0000,29.71,146,111,253.47
2024-01-03,Headphones,167,0.342,0.0181,31.71,380,302,241.73
2024-05-26,Portable PA,5,0.000,0.0000,33.48,66,56,203.70
2024-05-06,Earbuds,24,0.304,0.0000,30.88,358,282,246.05
2025-06-22,Speakers,6,0.667,0.0000,32.38,230,182,257.85
2025-01-13,Headphones,174,0.465,0.0000,32.34,380,302,241.73
2025-06-29,Portable PA,6,0.167,0.0000,29.02,66,56,203.70
2025-08-11,Portable PA,2,0.000,0.0000,31.85,66,56,203.70
2025-03-19,Headphones,174,0.407,0.0118,31.77,380,302,241.73
2025-07-02,Earbuds,24,0.409,0.0000,33.14,358,282,246.05
2024-12-14,Aviation Headsets,3,0.333,0.0000,25.63,60,45,333.33
2025-03-19,Home Theater,10,0.100,0.0000,34.72,146,111,253.47
2025-03-30,Headphones,168,0.444,0.0060,31.50,380,302,241.73
2025-03-05,Headphones,182,0.562,0.0169,32.12,380,302,241.73
2025-01-08,Speakers,5,0.000,0.0000,32.82,230,182,257.85
2025-11-03,Home Theater,9,0.125,0.0000,33.74,146,111,253.47
2025-06-06,Headphones,198,0.463,0.0254,31.89,380,302,241.73
2025-11-17,Speakers,8,0.857,0.0000,32.51,230,182,257.85
2024-07-19,Aviation Headsets,1,0.000,0.0000,36.60,60,45,333.33
2024-01-19,Home Theater,12,0.273,0.0000,30.72,146,111,253.47
2025-02-20,Earbuds,20,0.786,0.0000,32.06,358,282,246.05
2024-04-23,Speakers,3,0.667,0.0000,32.77,230,182,257.85
2024-04-15,Earbuds,17,0.250,0.0588,32.75,358,282,246.05
2025-09-09,Headphones,166,0.450,0.0242,32.19,380,302,241.73
2025-10-08,Earbuds,17,0.286,0.0588,33.01,358,282,246.05
2024-07-07,Earbuds,23,0.286,0.0000,31.64,358,282,246.05
2025-01-07,Home Theater,10,0.200,0.0000,32.52,146,111,253.47
2024-12-09,Aviation Headsets,4,0.500,0.0000,32.18,60,45,333.33
2025-08-28,Aviation Headsets,2,0.000,0.0000,27.90,60,45,333.33
2025-07-02,Portable PA,6,0.167,0.0000,34.52,66,56,203.70
2024-07-27,Home Theater,10,0.100,0.0000,30.80,146,111,253.47
2025-07-24,Earbuds,21,0.529,0.0476,30.84,358,282,246.05
2024-08-08,Speakers,5,0.800,0.0000,31.56,230,182,257.85
2025-07-28,Portable PA,6,0.000,0.0000,33.20,66,56,203.70
2024-02-02,Speakers,6,0.333,0.0000,31.03,230,182,257.85
2024-03-02,Portable PA,6,0.200,0.0000,29.72,66,56,203.70
2025-08-13,Portable PA,12,0.091,0.0000,29.07,66,56,203.70
2025-03-16,Headphones,177,0.448,0.0000,32.27,380,302,241.73
2025-08-04,Headphones,168,0.376,0.0120,33.13,380,302,241.73
2024-02-19,Portable PA,4,0.000,0.0000,27.73,66,56,203.70
2025-01-23,Home Theater,14,0.250,0.0000,31.48,146,111,253.47
2024-12-09,Portable PA,3,0.000,0.0000,32.40,66,56,203.70
2024-05-19,Home Theater,12,0.091,0.0909,33.20,146,111,253.47
2025-11-02,Speakers,9,0.333,0.0000,29.94,230,182,257.85
2025-10-26,Aviation Headsets,3,0.000,0.0000,29.73,60,45,333.33
2025-03-20,Speakers,4,0.500,0.0000,30.88,230,182,257.85
2024-04-17,Portable PA,6,0.333,0.0000,33.93,66,56,203.70
2025-08-09,Home Theater,5,0.250,0.0000,36.04,146,111,253.47
2025-07-12,Portable PA,6,0.167,0.0000,27.08,66,56,203.70
2024-02-14,Portable PA,7,0.167,0.0000,31.97,66,56,203.70
2024-04-15,Headphones,164,0.490,0.0000,33.03,380,302,241.73
2025-07-15,Home Theater,8,0.250,0.0000,36.11,146,111,253.47
2024-06-24,Aviation Headsets,2,0.000,0.0000,23.90,60,45,333.33
2024-07-10,Earbuds,16,0.643,0.0000,30.42,358,282,246.05
2025-11-07,Portable PA,5,0.200,0.0000,28.78,66,56,203.70
2025-06-27,Earbuds,17,0.313,0.0000,30.66,358,282,246.05
2025-07-28,Aviation Headsets,3,0.000,0.0000,34.87,60,45,333.33
2025-07-08,Headphones,163,0.500,0.0124,32.22,380,302,241.73
2024-06-16,Earbuds,20,0.588,0.0500,31.81,358,282,246.05
2024-06-19,Portable PA,7,0.500,0.0000,34.49,66,56,203.70
2024-05-28,Earbuds,27,0.500,0.0000,32.87,358,282,246.05
2025-05-04,Aviation Headsets,4,0.000,0.2500,29.10,60,45,333.33
2025-02-05,Earbuds,20,0.474,0.0000,29.86,358,282,246.05
2024-11-12,Speakers,6,0.167,0.0000,28.10,230,182,257.85
2024-01-10,Earbuds,20,0.333,0.0000,32.41,358,282,246.05
2024-06-02,Home Theater,12,0.250,0.0000,32.08,146,111,253.47
2025-02-28,Home Theater,13,0.364,0.0000,30.17,146,111,253.47
2025-01-07,Speakers,2,1.000,0.0000,36.85,230,182,257.85
2025-02-20,Headphones,171,0.374,0.0241,31.47,380,302,241.73
2024-08-04,Speakers,11,0.182,0.0000,32.62,230,182,257.85
2024-10-19,Speakers,5,0.200,0.0000,34.32,230,182,257.85
2024-04-29,Portable PA,8,0.143,0.0000,28.91,66,56,203.70
2025-03-16,Earbuds,25,0.261,0.0000,32.16,358,282,246.05
2024-05-16,Headphones,163,0.335,0.0124,32.46,380,302,241.73
2025-12-13,Headphones,172,0.471,0.0059,31.62,380,302,241.73
2025-01-03,Speakers,2,0.500,0.0000,31.05,230,182,257.85
2025-07-03,Headphones,144,0.450,0.0000,33.46,380,302,241.73
2025-01-29,Home Theater,11,0.333,0.0000,30.26,146,111,253.47
2025-05-01,Headphones,164,0.407,0.0000,32.88,380,302,241.73
2025-09-20,Earbuds,22,0.143,0.0000,32.31,358,282,246.05
2024-02-26,Headphones,178,0.410,0.0056,30.87,380,302,241.73
2025-04-21,Earbuds,19,0.368,0.0000,32.66,358,282,246.05
2024-09-20,Aviation Headsets,3,0.500,0.0000,33.23,60,45,333.33
2024-01-17,Aviation Headsets,2,0.500,0.0000,34.90,60,45,333.33
2024-11-02,Earbuds,20,0.375,0.0000,31.49,358,282,246.05
2024-07-15,Aviation Headsets,3,0.333,0.0000,30.63,60,45,333.33
2024-10-09,Aviation Headsets,7,0.000,0.0000,31.56,60,45,333.33
2024-03-01,Home Theater,7,0.286,0.0000,32.60,146,111,253.47
2025-06-11,Earbuds,11,0.111,0.0000,29.75,358,282,246.05
2025-05-02,Speakers,1,0.000,0.0000,25.00,230,182,257.85
2024-01-20,Portable PA,7,0.571,0.0000,29.46,66,56,203.70
2024-02-22,Aviation Headsets,3,0.333,0.0000,37.30,60,45,333.33
2025-02-12,Home Theater,12,0.333,0.0000,34.29,146,111,253.47
2024-02-02,Home Theater,3,0.000,0.0000,37.07,146,111,253.47
2025-08-18,Speakers,3,0.667,0.3333,34.77,230,182,257.85
2024-08-31,Portable PA,1,0.000,0.0000,43.20,66,56,203.70
2024-07-05,Home Theater,15,0.083,0.0000,33.03,146,111,253.47
2024-06-08,Aviation Headsets,4,0.250,0.0000,29.78,60,45,333.33
2024-02-17,Portable PA,5,0.000,0.0000,30.90,66,56,203.70
2024-08-21,Speakers,5,0.200,0.0000,32.68,230,182,257.85
2025-06-16,Earbuds,19,0.333,0.0000,32.48,358,282,246.05
2025-12-22,Portable PA,5,0.200,0.0000,34.10,66,56,203.70
2024-10-18,Headphones,154,0.462,0.0065,31.82,380,302,241.73
2025-11-10,Home Theater,9,0.111,0.0000,31.33,146,111,253.47
2025-02-15,Earbuds,19,0.500,0.0556,32.03,358,282,246.05
2025-02-20,Aviation Headsets,4,0.250,0.0000,35.35,60,45,333.33
2025-02-12,Earbuds,18,0.625,0.0000,34.65,358,282,246.05
2024-07-29,Home Theater,7,0.333,0.0000,28.77,146,111,253.47
2025-09-07,Portable PA,4,0.000,0.0000,22.05,66,56,203.70
2025-02-19,Aviation Headsets,5,0.000,0.0000,29.46,60,45,333.33
2024-10-26,Home Theater,13,0.077,0.0000,32.73,146,111,253.47
2025-08-19,Headphones,178,0.369,0.0113,32.68,380,302,241.73
2025-07-06,Aviation Headsets,1,0.000,0.0000,25.00,60,45,333.33
2024-05-17,Speakers,5,0.400,0.0000,28.88,230,182,257.85
2024-01-09,Headphones,167,0.425,0.0000,30.57,380,302,241.73
2025-03-08,Earbuds,20,0.588,0.0000,32.99,358,282,246.05
2025-05-25,Earbuds,18,0.333,0.0000,29.20,358,282,246.05
2025-04-24,Earbuds,19,0.533,0.0000,31.15,358,282,246.05
2025-12-20,Speakers,4,0.750,0.0000,29.50,230,182,257.85
2024-01-27,Portable PA,3,0.000,0.0000,30.07,66,56,203.70
2024-01-15,Portable PA,7,0.500,0.0000,31.07,66,56,203.70
2025-02-14,Aviation Headsets,1,0.000,0.0000,30.90,60,45,333.33
2024-01-17,Home Theater,7,0.286,0.0000,37.74,146,111,253.47
2024-08-18,Home Theater,14,0.077,0.0000,34.24,146,111,253.47
2025-09-07,Speakers,5,0.000,0.2000,34.78,230,182,257.85
2024-09-07,Headphones,158,0.470,0.0131,32.35,380,302,241.73
2024-01-19,Headphones,146,0.500,0.0072,32.20,380,302,241.73
2024-05-23,Speakers,4,0.000,0.0000,30.18,230,182,257.85
2024-12-11,Home Theater,16,0.071,0.0000,29.51,146,111,253.47
2025-07-12,Headphones,192,0.410,0.0053,32.12,380,302,241.73
2024-08-15,Headphones,146,0.321,0.0071,32.30,380,302,241.73
2024-05-07,Earbuds,28,0.400,0.0000,34.22,358,282,246.05
2024-11-05,Portable PA,2,0.000,0.0000,37.95,66,56,203.70
2025-12-16,Aviation Headsets,2,0.000,0.0000,32.35,60,45,333.33
2024-03-20,Earbuds,19,0.563,0.0000,33.72,358,282,246.05
2025-04-03,Portable PA,4,0.250,0.0000,34.63,66,56,203.70
2024-10-31,Earbuds,27,0.577,0.0000,32.29,358,282,246.05
2024-02-09,Home Theater,9,0.111,0.0000,32.92,146,111,253.47
2024-03-26,Speakers,8,0.500,0.0000,34.19,230,182,257.85
2024-05-23,Home Theater,7,0.429,0.0000,29.71,146,111,253.47
2025-01-12,Home Theater,13,0.000,0.0000,31.82,146,111,253.47
2025-01-28,Aviation Headsets,2,0.000,0.0000,29.65,60,45,333.33
2025-08-07,Headphones,167,0.374,0.0185,32.66,380,302,241.73
2024-02-26,Home Theater,9,0.111,0.0000,31.30,146,111,253.47
2024-06-14,Aviation Headsets,1,0.000,0.0000,38.60,60,45,333.33
2024-08-02,Aviation Headsets,2,0.000,0.0000,31.45,60,45,333.33
2024-07-01,Speakers,3,0.500,0.0000,41.47,230,182,257.85
2024-10-03,Headphones,171,0.338,0.0119,32.10,380,302,241.73
2025-09-26,Earbuds,25,0.429,0.0000,30.73,358,282,246.05
2025-08-07,Earbuds,16,0.462,0.0000,35.66,358,282,246.05
2025-09-11,Aviation Headsets,3,0.000,0.0000,32.57,60,45,333.33
2024-11-06,Home Theater,10,0.100,0.0000,27.67,146,111,253.47
2025-11-26,Headphones,147,0.469,0.0000,32.25,380,302,241.73
2025-05-10,Speakers,2,0.000,0.0000,34.90,230,182,257.85
2025-06-17,Aviation Headsets,1,0.000,0.0000,32.00,60,45,333.33
2024-01-02,Headphones,166,0.382,0.0121,32.79,380,302,241.73
2025-10-27,Earbuds,17,0.467,0.0000,32.09,358,282,246.05
2024-11-12,Aviation Headsets,7,0.000,0.0000,29.99,60,45,333.33
2025-08-25,Aviation Headsets,2,0.500,0.0000,27.75,60,45,333.33
2025-11-06,Headphones,158,0.521,0.0065,31.82,380,302,241.73
2025-01-25,Portable PA,6,0.000,0.0000,28.13,66,56,203.70
2025-05-20,Portable PA,6,0.000,0.0000,34.98,66,56,203.70
2024-09-23,Home Theater,15,0.231,0.0667,27.87,146,111,253.47
2024-09-14,Earbuds,18,0.438,0.0000,31.85,358,282,246.05
2024-02-08,Speakers,7,0.143,0.0000,23.56,230,182,257.85
2025-09-07,Headphones,155,0.369,0.0000,32.50,380,302,241.73
2024-12-25,Aviation Headsets,3,0.000,0.0000,41.70,60,45,333.33
2024-04-18,Aviation Headsets,2,0.000,0.0000,27.85,60,45,333.33
2025-01-30,Headphones,157,0.455,0.0261,32.02,380,302,241.73
2025-05-01,Speakers,5,0.200,0.0000,32.40,230,182,257.85
2024-08-25,Headphones,167,0.435,0.0124,31.91,380,302,241.73
2024-04-18,Headphones,153,0.458,0.0068,31.83,380,302,241.73
2024-05-01,Aviation Headsets,3,0.000,0.0000,29.03,60,45,333.33
2025-02-02,Speakers,3,1.000,0.0000,33.77,230,182,257.85
2025-12-09,Home Theater,11,0.100,0.0909,33.45,146,111,253.47
2025-03-08,Portable PA,7,0.000,0.0000,32.74,66,56,203.70
2025-08-02,Earbuds,19,0.684,0.0000,33.19,358,282,246.05
2025-01-01,Speakers,5,0.750,0.0000,31.84,230,182,257.85
2024-07-14,Aviation Headsets,1,0.000,0.0000,35.30,60,45,333.33
2025-08-16,Headphones,168,0.396,0.0303,31.71,380,302,241.73
2025-04-04,Aviation Headsets,2,0.000,0.0000,34.95,60,45,333.33
2025-11-29,Headphones,156,0.336,0.0065,32.92,380,302,241.73
2025-04-19,Speakers,2,0.000,0.0000,33.65,230,182,257.85
2024-07-27,Headphones,147,0.451,0.0000,31.61,380,302,241.73
2024-06-13,Speakers,7,0.000,0.0000,37.26,230,182,257.85
2025-05-06,Aviation Headsets,3,0.000,0.3333,36.03,60,45,333.33
